WS_matmul_dtype,activation_exposure_ratio,arm,checkpoint,checkpoint_storage_dtype,epsilon,gram_and_whitening_dtype,layer,model,module,probe_name,raw_weight_energy,sample_count,sample_ids_sha256,subtraction_dtype,weight_object,whitened_update_energy_current,whitened_update_energy_fixed,window_protocol,metric_family,source_key,aggregation,family,step,rank_fraction,k,rank_spec_kind,p_k,delta_construction,native_source,checkpoint_materialization,source_svd_dtype,projection_dtype,base_tensor_sha256,checkpoint_tensor_sha256,checkpoint_root,source_rank_k,mask_density_alpha,principal_top_count,update_count,total_entries,update_density,overlap_count,coverage,overlap_lift,random_null_type,random_null_rank,random_null_seeds,random_null_overlap_lift_mean,random_null_overlap_lift_std,overlap_lift_minus_random_null,angle_k,theta_u_mean_deg,theta_u_max_deg,theta_v_mean_deg,theta_v_max_deg,pabs_mean_cos_u,pabs_mean_cos_v,pabs_joint_mean_cos,theta_u_all_deg_json,theta_v_all_deg_json,nss_l1_top32,nss_l2_top32,source_normalized_spectrum_top32_json,checkpoint_normalized_spectrum_top32_json,nss_formula,headline_layer,pabs_joint_mean_cos_k32,theta_u_mean_deg_k32,theta_v_mean_deg_k32,real_overlap_lift,null_overlap_lift_mean,null_overlap_lift_std,null_update_count_mean,delta_singular_values_used,z_tpnt,spectrum_null_seeds
,,sft,160,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,160.0,0.0104166666666666,32.0,fixed_k,0.0001608445018064,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,8a4848eabcc84ac2763a597b576d3410c450c3926f238fb8aab50b0bdbc28c58,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sft,320,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,320.0,0.0013020833333333,4.0,fixed_k,5.363826858229004e-06,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,512046959f765d10c717856e58033674c94efcb54b865ad29d839de9742276fb,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sft,320,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,320.0,0.0026041666666666,8.0,fixed_k,1.0016539818025194e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,512046959f765d10c717856e58033674c94efcb54b865ad29d839de9742276fb,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sft,320,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,320.0,0.0052083333333333,16.0,fixed_k,5.572209192905575e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,512046959f765d10c717856e58033674c94efcb54b865ad29d839de9742276fb,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sft,320,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,320.0,0.0104166666666666,32.0,fixed_k,0.0002022484404733,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,512046959f765d10c717856e58033674c94efcb54b865ad29d839de9742276fb,/root/autodl-tmp/cycle09_block3/llama_models/merged/sft/step_320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,5,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,5.0,0.0013020833333333,4.0,fixed_k,9.650268566474551e-07,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,2be624befc237d3515a63c7470e5d79727ee246b95274ee92d074e0ba5bd7d23,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,5,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,5.0,0.0026041666666666,8.0,fixed_k,3.031099595318665e-06,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,2be624befc237d3515a63c7470e5d79727ee246b95274ee92d074e0ba5bd7d23,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,5,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,5.0,0.0052083333333333,16.0,fixed_k,1.4742527127964422e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,2be624befc237d3515a63c7470e5d79727ee246b95274ee92d074e0ba5bd7d23,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,5,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,5.0,0.0104166666666666,32.0,fixed_k,5.455133577925153e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,2be624befc237d3515a63c7470e5d79727ee246b95274ee92d074e0ba5bd7d23,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,20,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,20.0,0.0013020833333333,4.0,fixed_k,7.898521516835899e-07,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,95d7ed380e0b0b7c8707a9ccf789d8cf5c6f76682b7bf6c2062a7a18788eb1e4,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,20,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,20.0,0.0026041666666666,8.0,fixed_k,2.286221615577233e-06,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,95d7ed380e0b0b7c8707a9ccf789d8cf5c6f76682b7bf6c2062a7a18788eb1e4,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,20,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,20.0,0.0052083333333333,16.0,fixed_k,1.2994933968002442e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,95d7ed380e0b0b7c8707a9ccf789d8cf5c6f76682b7bf6c2062a7a18788eb1e4,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,20,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,20.0,0.0104166666666666,32.0,fixed_k,5.348480408429168e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,95d7ed380e0b0b7c8707a9ccf789d8cf5c6f76682b7bf6c2062a7a18788eb1e4,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,40,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,40.0,0.0013020833333333,4.0,fixed_k,4.925112193632231e-07,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,ca10a657c41782d2ba925b60bdc14e11154983f27520ee8e899813bd91427074,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,40,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,40.0,0.0026041666666666,8.0,fixed_k,1.8615097587826317e-06,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,ca10a657c41782d2ba925b60bdc14e11154983f27520ee8e899813bd91427074,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,40,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,40.0,0.0052083333333333,16.0,fixed_k,1.416220584360417e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,ca10a657c41782d2ba925b60bdc14e11154983f27520ee8e899813bd91427074,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,40,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,40.0,0.0104166666666666,32.0,fixed_k,5.580044671660289e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,ca10a657c41782d2ba925b60bdc14e11154983f27520ee8e899813bd91427074,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,80,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,80.0,0.0013020833333333,4.0,fixed_k,5.412136374616239e-07,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,cf14de44711121fd4ee38e514636f369a0aadae471ab85f53579fdfb7a2ba99a,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,80,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,80.0,0.0026041666666666,8.0,fixed_k,2.479089971529902e-06,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,cf14de44711121fd4ee38e514636f369a0aadae471ab85f53579fdfb7a2ba99a,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,80,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,80.0,0.0052083333333333,16.0,fixed_k,1.7155351088149473e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,cf14de44711121fd4ee38e514636f369a0aadae471ab85f53579fdfb7a2ba99a,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,80,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,80.0,0.0104166666666666,32.0,fixed_k,6.579645560123026e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,cf14de44711121fd4ee38e514636f369a0aadae471ab85f53579fdfb7a2ba99a,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,160,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,160.0,0.0013020833333333,4.0,fixed_k,7.314046683859488e-07,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,cd5faaa49977497deb446412a5278accb89f2a044a8ecc0cd2c4888d288a2cfe,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,160,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,160.0,0.0026041666666666,8.0,fixed_k,2.6912341581919463e-06,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,cd5faaa49977497deb446412a5278accb89f2a044a8ecc0cd2c4888d288a2cfe,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,160,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,160.0,0.0052083333333333,16.0,fixed_k,1.6438942111562937e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,cd5faaa49977497deb446412a5278accb89f2a044a8ecc0cd2c4888d288a2cfe,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,160,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,160.0,0.0104166666666666,32.0,fixed_k,6.363754073390737e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,cd5faaa49977497deb446412a5278accb89f2a044a8ecc0cd2c4888d288a2cfe,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,320,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,320.0,0.0013020833333333,4.0,fixed_k,9.537471896692296e-07,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d186d13624c8c67ebb57d26a17a479665cdce699eead66c71e23e125f3483031,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,320,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,320.0,0.0026041666666666,8.0,fixed_k,2.7316727937432006e-06,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d186d13624c8c67ebb57d26a17a479665cdce699eead66c71e23e125f3483031,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,320,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,320.0,0.0052083333333333,16.0,fixed_k,1.3986325029691216e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d186d13624c8c67ebb57d26a17a479665cdce699eead66c71e23e125f3483031,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,offkd,320,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,320.0,0.0104166666666666,32.0,fixed_k,5.878258525626734e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d186d13624c8c67ebb57d26a17a479665cdce699eead66c71e23e125f3483031,/root/autodl-tmp/cycle09_block3/llama_models/merged/offkd/step_320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seqkd,5,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,5.0,0.0013020833333333,4.0,fixed_k,5.057612497694208e-07,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,e61ee4324c15327824761d75c2d30562a84e8664b4701bdc8a42d9ccce69bc43,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seqkd,5,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,5.0,0.0026041666666666,8.0,fixed_k,2.5323872705484973e-06,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,e61ee4324c15327824761d75c2d30562a84e8664b4701bdc8a42d9ccce69bc43,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seqkd,5,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,5.0,0.0052083333333333,16.0,fixed_k,1.224731659021927e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,e61ee4324c15327824761d75c2d30562a84e8664b4701bdc8a42d9ccce69bc43,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seqkd,5,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,5.0,0.0104166666666666,32.0,fixed_k,5.075721128378064e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,e61ee4324c15327824761d75c2d30562a84e8664b4701bdc8a42d9ccce69bc43,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seqkd,20,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,20.0,0.0013020833333333,4.0,fixed_k,4.756651605930529e-07,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d035384549475363d1ae96f0241a70e99cadc9f401a3784fb1df4458d0877504,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seqkd,20,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,20.0,0.0026041666666666,8.0,fixed_k,1.8365019514021697e-06,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d035384549475363d1ae96f0241a70e99cadc9f401a3784fb1df4458d0877504,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seqkd,20,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,20.0,0.0052083333333333,16.0,fixed_k,1.1744441508199088e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d035384549475363d1ae96f0241a70e99cadc9f401a3784fb1df4458d0877504,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seqkd,20,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,20.0,0.0104166666666666,32.0,fixed_k,5.311200220603496e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,d035384549475363d1ae96f0241a70e99cadc9f401a3784fb1df4458d0877504,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seqkd,40,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,40.0,0.0013020833333333,4.0,fixed_k,3.735714813046798e-07,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,6482b0f2ca9558e60a0941db7f6e39b9fe1dc7b11cb631fd23aa8767e4041aef,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seqkd,40,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,40.0,0.0026041666666666,8.0,fixed_k,2.226095375590376e-06,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,6482b0f2ca9558e60a0941db7f6e39b9fe1dc7b11cb631fd23aa8767e4041aef,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,seqkd,40,,,,14,llama,mlp.up_proj,,,,,,,,,,p_k_fixed,d11_llama_merged_pk,module_rows_non_qk_source,llama3_2_3b,40.0,0.0052083333333333,16.0,fixed_k,1.3436717381409837e-05,bf16_merged_minus_base,saved_merged_bf16,serialized_bf16_deployed_merged_checkpoint,torch.float32,torch.float32,ee1ff74206bbf28fc3730ee195d0d73daea786e5839b0431f3c5d78ee1deb338,6482b0f2ca9558e60a0941db7f6e39b9fe1dc7b11cb631fd23aa8767e4041aef,/root/autodl-tmp/cycle09_block3/llama_models/merged/seqkd/step_040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
