association_type,aggregation,model,arm,epsilon,feature,target,n_cells,pearson,spearman
logstep_progress_residual,equal5_non_qk,llama,opd,0.1,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.7449053627451503,0.6069565217391303
logstep_progress_residual,equal5_non_qk,llama,opd,0.1,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.8293276791700295,0.8330434782608694
logstep_progress_residual,equal5_non_qk,llama,opd,0.1,c_equal5_residual_logstep,delta_nll_cumulative,24,0.5135533126981199,0.43478260869565216
logstep_progress_residual,equal5_non_qk,llama,seqkd,0.01,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.5589318164556001,0.588695652173913
logstep_progress_residual,equal5_non_qk,llama,seqkd,0.01,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.5447042861154698,0.4991304347826086
logstep_progress_residual,equal5_non_qk,llama,seqkd,0.01,c_equal5_residual_logstep,delta_nll_cumulative,24,-0.10302098727588092,-0.1269565217391304
logstep_progress_residual,equal5_non_qk,llama,seqkd,0.025,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.5096586973056446,0.5478260869565217
logstep_progress_residual,equal5_non_qk,llama,seqkd,0.025,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.5116980441223515,0.45652173913043476
logstep_progress_residual,equal5_non_qk,llama,seqkd,0.025,c_equal5_residual_logstep,delta_nll_cumulative,24,-0.043131630888489834,-0.05739130434782608
logstep_progress_residual,equal5_non_qk,llama,seqkd,0.05,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.4964616232058673,0.5704347826086955
logstep_progress_residual,equal5_non_qk,llama,seqkd,0.05,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.5076737300137781,0.46956521739130425
logstep_progress_residual,equal5_non_qk,llama,seqkd,0.05,c_equal5_residual_logstep,delta_nll_cumulative,24,0.0020227049420204896,-0.07130434782608694
logstep_progress_residual,equal5_non_qk,llama,seqkd,0.1,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.470368589187838,0.5156521739130434
logstep_progress_residual,equal5_non_qk,llama,seqkd,0.1,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.4660901355249878,0.43478260869565216
logstep_progress_residual,equal5_non_qk,llama,seqkd,0.1,c_equal5_residual_logstep,delta_nll_cumulative,24,-0.06354000658100363,-0.06521739130434781
logstep_progress_residual,equal5_non_qk,llama,sft,0.01,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.9060992782248867,0.8643478260869566
logstep_progress_residual,equal5_non_qk,llama,sft,0.01,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.7038326630862165,0.7104347826086955
logstep_progress_residual,equal5_non_qk,llama,sft,0.01,c_equal5_residual_logstep,delta_nll_cumulative,24,-0.37557270713946006,-0.31652173913043474
logstep_progress_residual,equal5_non_qk,llama,sft,0.025,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.9142778841285362,0.8895652173913042
logstep_progress_residual,equal5_non_qk,llama,sft,0.025,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.6874467632199387,0.7165217391304347
logstep_progress_residual,equal5_non_qk,llama,sft,0.025,c_equal5_residual_logstep,delta_nll_cumulative,24,-0.3480138347177264,-0.25478260869565217
logstep_progress_residual,equal5_non_qk,llama,sft,0.05,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.9077718471712729,0.8539130434782608
logstep_progress_residual,equal5_non_qk,llama,sft,0.05,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.6807140982557242,0.6695652173913044
logstep_progress_residual,equal5_non_qk,llama,sft,0.05,c_equal5_residual_logstep,delta_nll_cumulative,24,-0.2884645261031904,-0.16695652173913042
logstep_progress_residual,equal5_non_qk,llama,sft,0.1,c_equal5_residual_logstep,cumulative_kl_base_to_current,24,0.8807012161442903,0.8026086956521737
logstep_progress_residual,equal5_non_qk,llama,sft,0.1,c_equal5_residual_logstep,absolute_delta_nll_cumulative,24,0.6261442044414023,0.5904347826086956
logstep_progress_residual,equal5_non_qk,llama,sft,0.1,c_equal5_residual_logstep,delta_nll_cumulative,24,-0.30600376808261753,-0.2417391304347826
logstep_progress_residual,equal5_non_qk,qwen,offkd,0.01,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,0.3288852707911293,0.38507078507078507
logstep_progress_residual,equal5_non_qk,qwen,offkd,0.01,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,0.1262297039410863,0.1817245817245817
logstep_progress_residual,equal5_non_qk,qwen,offkd,0.01,c_equal5_residual_logstep,delta_nll_cumulative,72,0.26922407796701703,0.2942084942084942
logstep_progress_residual,equal5_non_qk,qwen,offkd,0.025,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,0.3720443823371498,0.4404118404118404
logstep_progress_residual,equal5_non_qk,qwen,offkd,0.025,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,0.1785973888621898,0.24401544401544398
logstep_progress_residual,equal5_non_qk,qwen,offkd,0.025,c_equal5_residual_logstep,delta_nll_cumulative,72,0.3068647052993723,0.3235521235521235
logstep_progress_residual,equal5_non_qk,qwen,offkd,0.05,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,0.3668753019509384,0.45173745173745167
logstep_progress_residual,equal5_non_qk,qwen,offkd,0.05,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,0.1731642139561865,0.2499356499356499
logstep_progress_residual,equal5_non_qk,qwen,offkd,0.05,c_equal5_residual_logstep,delta_nll_cumulative,72,0.32710511575603013,0.358043758043758
logstep_progress_residual,equal5_non_qk,qwen,offkd,0.1,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,0.369343730818511,0.4296010296010295
logstep_progress_residual,equal5_non_qk,qwen,offkd,0.1,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,0.23655427989019157,0.2628056628056628
logstep_progress_residual,equal5_non_qk,qwen,offkd,0.1,c_equal5_residual_logstep,delta_nll_cumulative,72,0.3170658260474169,0.3297297297297297
logstep_progress_residual,equal5_non_qk,qwen,opd,0.01,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,-0.11742036256939371,-0.05482625482625482
logstep_progress_residual,equal5_non_qk,qwen,opd,0.01,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,-0.039341818601154356,-0.19999999999999996
logstep_progress_residual,equal5_non_qk,qwen,opd,0.01,c_equal5_residual_logstep,delta_nll_cumulative,72,-0.3042154154384524,-0.10012870012870012
logstep_progress_residual,equal5_non_qk,qwen,opd,0.025,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,-0.07612286078543838,-0.016216216216216214
logstep_progress_residual,equal5_non_qk,qwen,opd,0.025,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,-0.030454895300082597,-0.18429858429858428
logstep_progress_residual,equal5_non_qk,qwen,opd,0.025,c_equal5_residual_logstep,delta_nll_cumulative,72,-0.26783669537083515,-0.0906048906048906
logstep_progress_residual,equal5_non_qk,qwen,opd,0.05,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,-0.07320632758965327,-0.0007722007722007721
logstep_progress_residual,equal5_non_qk,qwen,opd,0.05,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,-0.03335156503882453,-0.19742599742599737
logstep_progress_residual,equal5_non_qk,qwen,opd,0.05,c_equal5_residual_logstep,delta_nll_cumulative,72,-0.2648160900132587,-0.07516087516087515
logstep_progress_residual,equal5_non_qk,qwen,opd,0.1,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,-0.09427610657493825,-0.020077220077220077
logstep_progress_residual,equal5_non_qk,qwen,opd,0.1,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,-0.04310827955927991,-0.2175032175032175
logstep_progress_residual,equal5_non_qk,qwen,opd,0.1,c_equal5_residual_logstep,delta_nll_cumulative,72,-0.2793425715960408,-0.07696267696267696
logstep_progress_residual,equal5_non_qk,qwen,seqkd,0.01,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,0.4837299744417084,0.5536679536679536
logstep_progress_residual,equal5_non_qk,qwen,seqkd,0.01,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,0.2314913136624255,0.32329472329472325
logstep_progress_residual,equal5_non_qk,qwen,seqkd,0.01,c_equal5_residual_logstep,delta_nll_cumulative,72,0.319478376092562,0.3598455598455598
logstep_progress_residual,equal5_non_qk,qwen,seqkd,0.025,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,0.5415155016010926,0.5853281853281852
logstep_progress_residual,equal5_non_qk,qwen,seqkd,0.025,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,0.2646932874434783,0.3526383526383526
logstep_progress_residual,equal5_non_qk,qwen,seqkd,0.025,c_equal5_residual_logstep,delta_nll_cumulative,72,0.363906753051805,0.3835263835263835
logstep_progress_residual,equal5_non_qk,qwen,seqkd,0.05,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,0.5322658509317857,0.5768339768339767
logstep_progress_residual,equal5_non_qk,qwen,seqkd,0.05,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,0.28482698363145725,0.35727155727155724
logstep_progress_residual,equal5_non_qk,qwen,seqkd,0.05,c_equal5_residual_logstep,delta_nll_cumulative,72,0.37564930274446856,0.38326898326898323
logstep_progress_residual,equal5_non_qk,qwen,seqkd,0.1,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,0.5277134435773161,0.5804375804375803
logstep_progress_residual,equal5_non_qk,qwen,seqkd,0.1,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,0.33459518444696024,0.3799227799227799
logstep_progress_residual,equal5_non_qk,qwen,seqkd,0.1,c_equal5_residual_logstep,delta_nll_cumulative,72,0.3636969361949786,0.38661518661518657
logstep_progress_residual,equal5_non_qk,qwen,sft,0.01,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,0.6182853155076874,0.5351026264050369
logstep_progress_residual,equal5_non_qk,qwen,sft,0.01,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,0.5580573857023395,0.45369076798231583
logstep_progress_residual,equal5_non_qk,qwen,sft,0.01,c_equal5_residual_logstep,delta_nll_cumulative,72,0.5404760159317885,0.47533189490481137
logstep_progress_residual,equal5_non_qk,qwen,sft,0.025,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,0.6470936106134786,0.5535748772644594
logstep_progress_residual,equal5_non_qk,qwen,sft,0.025,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,0.5863125127026327,0.4744192042773303
logstep_progress_residual,equal5_non_qk,qwen,sft,0.025,c_equal5_residual_logstep,delta_nll_cumulative,72,0.5767496186248351,0.5013192622518181
logstep_progress_residual,equal5_non_qk,qwen,sft,0.05,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,0.6324156838023179,0.5539966579552463
logstep_progress_residual,equal5_non_qk,qwen,sft,0.05,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,0.5749093333618492,0.4832024753633817
logstep_progress_residual,equal5_non_qk,qwen,sft,0.05,c_equal5_residual_logstep,delta_nll_cumulative,72,0.5691903735885877,0.4938859610999722
logstep_progress_residual,equal5_non_qk,qwen,sft,0.1,c_equal5_residual_logstep,cumulative_kl_base_to_current,72,0.6523773588285343,0.5464384547930108
logstep_progress_residual,equal5_non_qk,qwen,sft,0.1,c_equal5_residual_logstep,absolute_delta_nll_cumulative,72,0.6005014946435162,0.4642536989802006
logstep_progress_residual,equal5_non_qk,qwen,sft,0.1,c_equal5_residual_logstep,delta_nll_cumulative,72,0.5793228005831864,0.48537956097596996
equal5_minus_equal7_correlation_delta,paired_delta,llama,offkd,0.01,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,-0.047228439497971064,-0.05024322675882498
equal5_minus_equal7_correlation_delta,paired_delta,llama,offkd,0.01,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.05087339323066131,-0.03851988597208211
equal5_minus_equal7_correlation_delta,paired_delta,llama,offkd,0.01,c_equal5_minus_c_equal7,delta_nll_cumulative,24,-0.12210596183572778,-0.09269010216092932
equal5_minus_equal7_correlation_delta,paired_delta,llama,offkd,0.025,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,-0.031524771563906206,-0.06608695652173913
equal5_minus_equal7_correlation_delta,paired_delta,llama,offkd,0.025,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.037599536772353614,-0.06434782608695655
equal5_minus_equal7_correlation_delta,paired_delta,llama,offkd,0.025,c_equal5_minus_c_equal7,delta_nll_cumulative,24,-0.11048707958192638,-0.13826086956521744
equal5_minus_equal7_correlation_delta,paired_delta,llama,offkd,0.05,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,-0.03439856927188101,-0.010241146685430635
equal5_minus_equal7_correlation_delta,paired_delta,llama,offkd,0.05,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.03850271629556279,-0.00025920550444591406
equal5_minus_equal7_correlation_delta,paired_delta,llama,offkd,0.05,c_equal5_minus_c_equal7,delta_nll_cumulative,24,-0.03401678286949111,-0.06918480033723634
equal5_minus_equal7_correlation_delta,paired_delta,llama,offkd,0.1,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,0.027746975466429014,0.031494012700144625
equal5_minus_equal7_correlation_delta,paired_delta,llama,offkd,0.1,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,0.01211358040546806,0.027563477695612182
equal5_minus_equal7_correlation_delta,paired_delta,llama,offkd,0.1,c_equal5_minus_c_equal7,delta_nll_cumulative,24,-0.2179730835425017,-0.22049236282220558
equal5_minus_equal7_correlation_delta,paired_delta,llama,opd,0.01,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,0.0025107691215826566,0.01565217391304352
equal5_minus_equal7_correlation_delta,paired_delta,llama,opd,0.01,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.012668776888107636,-0.014782608695652177
equal5_minus_equal7_correlation_delta,paired_delta,llama,opd,0.01,c_equal5_minus_c_equal7,delta_nll_cumulative,24,0.018214441329841624,0.02869565217391301
equal5_minus_equal7_correlation_delta,paired_delta,llama,opd,0.025,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,0.005011909428374373,-0.01043478260869557
equal5_minus_equal7_correlation_delta,paired_delta,llama,opd,0.025,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.011243751350433984,-0.025217391304347858
equal5_minus_equal7_correlation_delta,paired_delta,llama,opd,0.025,c_equal5_minus_c_equal7,delta_nll_cumulative,24,0.02188995540753269,-0.006086956521739295
equal5_minus_equal7_correlation_delta,paired_delta,llama,opd,0.05,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,0.0017882838756436703,-0.00782608695652165
equal5_minus_equal7_correlation_delta,paired_delta,llama,opd,0.05,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.011968817421082356,-0.005217391304347951
equal5_minus_equal7_correlation_delta,paired_delta,llama,opd,0.05,c_equal5_minus_c_equal7,delta_nll_cumulative,24,0.02142884218224128,-0.0017391304347824654
equal5_minus_equal7_correlation_delta,paired_delta,llama,opd,0.1,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,0.013476398291494274,0.0008695652173913437
equal5_minus_equal7_correlation_delta,paired_delta,llama,opd,0.1,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.01707693262804466,-0.03826086956521724
equal5_minus_equal7_correlation_delta,paired_delta,llama,opd,0.1,c_equal5_minus_c_equal7,delta_nll_cumulative,24,0.05456136960899527,0.053043478260869525
equal5_minus_equal7_correlation_delta,paired_delta,llama,seqkd,0.01,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,-0.1960661335303333,-0.257391304347826
equal5_minus_equal7_correlation_delta,paired_delta,llama,seqkd,0.01,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.18559431217159528,-0.23565217391304338
equal5_minus_equal7_correlation_delta,paired_delta,llama,seqkd,0.01,c_equal5_minus_c_equal7,delta_nll_cumulative,24,-0.11847870419223411,-0.12608695652173912
equal5_minus_equal7_correlation_delta,paired_delta,llama,seqkd,0.025,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,-0.17893729349305398,-0.25478260869565217
equal5_minus_equal7_correlation_delta,paired_delta,llama,seqkd,0.025,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.15868540762236005,-0.2252173913043478
equal5_minus_equal7_correlation_delta,paired_delta,llama,seqkd,0.025,c_equal5_minus_c_equal7,delta_nll_cumulative,24,-0.09508866463477399,-0.15043478260869564
equal5_minus_equal7_correlation_delta,paired_delta,llama,seqkd,0.05,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,-0.1382114093677167,-0.14956521739130435
equal5_minus_equal7_correlation_delta,paired_delta,llama,seqkd,0.05,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.11838879933974056,-0.13217391304347814
equal5_minus_equal7_correlation_delta,paired_delta,llama,seqkd,0.05,c_equal5_minus_c_equal7,delta_nll_cumulative,24,-0.029675562229038097,-0.09826086956521737
equal5_minus_equal7_correlation_delta,paired_delta,llama,seqkd,0.1,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,-0.016747018125543134,0.026086956521739202
equal5_minus_equal7_correlation_delta,paired_delta,llama,seqkd,0.1,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.025186550643227057,0.003478260869565264
equal5_minus_equal7_correlation_delta,paired_delta,llama,seqkd,0.1,c_equal5_minus_c_equal7,delta_nll_cumulative,24,-0.239468404985949,-0.32086956521739124
equal5_minus_equal7_correlation_delta,paired_delta,llama,sft,0.01,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,-0.007979791580142392,0.0
equal5_minus_equal7_correlation_delta,paired_delta,llama,sft,0.01,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.01251513845885055,-0.01043478260869568
equal5_minus_equal7_correlation_delta,paired_delta,llama,sft,0.01,c_equal5_minus_c_equal7,delta_nll_cumulative,24,-0.04077819029690491,-0.03217391304347825
equal5_minus_equal7_correlation_delta,paired_delta,llama,sft,0.025,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,-0.0003826965306649166,0.0008695652173914548
equal5_minus_equal7_correlation_delta,paired_delta,llama,sft,0.025,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.005151175967258559,-0.021739130434782594
equal5_minus_equal7_correlation_delta,paired_delta,llama,sft,0.025,c_equal5_minus_c_equal7,delta_nll_cumulative,24,-0.030261052702074076,-0.05217391304347824
equal5_minus_equal7_correlation_delta,paired_delta,llama,sft,0.05,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,-0.0014965226205959636,0.003478260869565375
equal5_minus_equal7_correlation_delta,paired_delta,llama,sft,0.05,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,-0.006136030658781877,-0.02086956521739136
equal5_minus_equal7_correlation_delta,paired_delta,llama,sft,0.05,c_equal5_minus_c_equal7,delta_nll_cumulative,24,0.017754373717906002,-0.004347826086956524
equal5_minus_equal7_correlation_delta,paired_delta,llama,sft,0.1,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,24,0.005134382163164863,0.024347826086956514
equal5_minus_equal7_correlation_delta,paired_delta,llama,sft,0.1,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,24,0.0013058339318419154,-0.0008695652173913437
equal5_minus_equal7_correlation_delta,paired_delta,llama,sft,0.1,c_equal5_minus_c_equal7,delta_nll_cumulative,24,0.009804530535671041,-0.06695652173913044
equal5_minus_equal7_correlation_delta,paired_delta,qwen,offkd,0.01,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.019084058314956742,-0.008494208494208566
equal5_minus_equal7_correlation_delta,paired_delta,qwen,offkd,0.01,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.01699772475500927,0.016731016731016735
equal5_minus_equal7_correlation_delta,paired_delta,qwen,offkd,0.01,c_equal5_minus_c_equal7,delta_nll_cumulative,72,-0.007312614174680987,-0.00823680823680828
equal5_minus_equal7_correlation_delta,paired_delta,qwen,offkd,0.025,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.007768020002812959,0.005662805662805748
equal5_minus_equal7_correlation_delta,paired_delta,qwen,offkd,0.025,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.04120876390420347,0.044015444015443994
equal5_minus_equal7_correlation_delta,paired_delta,qwen,offkd,0.025,c_equal5_minus_c_equal7,delta_nll_cumulative,72,-0.0018158456485424246,-0.00205920205920207
equal5_minus_equal7_correlation_delta,paired_delta,qwen,offkd,0.05,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.011867355506736232,0.012870012870012881
equal5_minus_equal7_correlation_delta,paired_delta,qwen,offkd,0.05,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.033278594688812,0.039124839124839106
equal5_minus_equal7_correlation_delta,paired_delta,qwen,offkd,0.05,c_equal5_minus_c_equal7,delta_nll_cumulative,72,0.006763147741958853,0.020592020592020588
equal5_minus_equal7_correlation_delta,paired_delta,qwen,offkd,0.1,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.04282336385181129,-0.03474903474903479
equal5_minus_equal7_correlation_delta,paired_delta,qwen,offkd,0.1,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.0008107154732907018,-0.02522522522522508
equal5_minus_equal7_correlation_delta,paired_delta,qwen,offkd,0.1,c_equal5_minus_c_equal7,delta_nll_cumulative,72,-0.02495217022581997,0.001029601029600924
equal5_minus_equal7_correlation_delta,paired_delta,qwen,opd,0.01,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.038986790241928415,-0.022136422136422196
equal5_minus_equal7_correlation_delta,paired_delta,qwen,opd,0.01,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,-0.0004517362674790748,0.00617760617760621
equal5_minus_equal7_correlation_delta,paired_delta,qwen,opd,0.01,c_equal5_minus_c_equal7,delta_nll_cumulative,72,-0.06964710914171379,-0.029601029601029505
equal5_minus_equal7_correlation_delta,paired_delta,qwen,opd,0.025,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.029017377838545633,-0.010553410553410525
equal5_minus_equal7_correlation_delta,paired_delta,qwen,opd,0.025,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.019334427623186823,0.02445302445302433
equal5_minus_equal7_correlation_delta,paired_delta,qwen,opd,0.025,c_equal5_minus_c_equal7,delta_nll_cumulative,72,-0.07974638797559985,-0.03655083655083646
equal5_minus_equal7_correlation_delta,paired_delta,qwen,opd,0.05,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.02843687495098579,-0.005920205920205923
equal5_minus_equal7_correlation_delta,paired_delta,qwen,opd,0.05,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.02663691034069482,0.035778635778635826
equal5_minus_equal7_correlation_delta,paired_delta,qwen,opd,0.05,c_equal5_minus_c_equal7,delta_nll_cumulative,72,-0.09191464028923868,-0.03423423423423422
equal5_minus_equal7_correlation_delta,paired_delta,qwen,opd,0.1,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.050570688657781804,-0.04890604890604866
equal5_minus_equal7_correlation_delta,paired_delta,qwen,opd,0.1,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.0008552089155253739,-0.017503217503217594
equal5_minus_equal7_correlation_delta,paired_delta,qwen,opd,0.1,c_equal5_minus_c_equal7,delta_nll_cumulative,72,-0.08837296743481271,-0.03474903474903479
equal5_minus_equal7_correlation_delta,paired_delta,qwen,seqkd,0.01,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.009051627902227466,-0.00411840411840414
equal5_minus_equal7_correlation_delta,paired_delta,qwen,seqkd,0.01,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.027394983129740647,0.029601029601029505
equal5_minus_equal7_correlation_delta,paired_delta,qwen,seqkd,0.01,c_equal5_minus_c_equal7,delta_nll_cumulative,72,-0.0018161712456064016,-0.00411840411840414
equal5_minus_equal7_correlation_delta,paired_delta,qwen,seqkd,0.025,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.0007681868548381487,0.009781209781209776
equal5_minus_equal7_correlation_delta,paired_delta,qwen,seqkd,0.025,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.041535210024602254,0.05456885456885452
equal5_minus_equal7_correlation_delta,paired_delta,qwen,seqkd,0.025,c_equal5_minus_c_equal7,delta_nll_cumulative,72,0.006324327018451648,-0.0038610038610036312
equal5_minus_equal7_correlation_delta,paired_delta,qwen,seqkd,0.05,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.001784695968869876,0.012097812097812022
equal5_minus_equal7_correlation_delta,paired_delta,qwen,seqkd,0.05,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.04160763479474383,0.044787644787644965
equal5_minus_equal7_correlation_delta,paired_delta,qwen,seqkd,0.05,c_equal5_minus_c_equal7,delta_nll_cumulative,72,0.010621586556600171,0.014671814671814554
equal5_minus_equal7_correlation_delta,paired_delta,qwen,seqkd,0.1,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.029090521045850526,-0.022651222651222658
equal5_minus_equal7_correlation_delta,paired_delta,qwen,seqkd,0.1,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,-0.005673375202571163,-0.011840411840411846
equal5_minus_equal7_correlation_delta,paired_delta,qwen,seqkd,0.1,c_equal5_minus_c_equal7,delta_nll_cumulative,72,-0.03108192653615438,-0.0023166023166023564
equal5_minus_equal7_correlation_delta,paired_delta,qwen,sft,0.01,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,0.07671566074823855,-0.012406915705061583
equal5_minus_equal7_correlation_delta,paired_delta,qwen,sft,0.01,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.08265914443750944,-0.013874251318020447
equal5_minus_equal7_correlation_delta,paired_delta,qwen,sft,0.01,c_equal5_minus_c_equal7,delta_nll_cumulative,72,0.0892574117477527,-0.026586979790085397
equal5_minus_equal7_correlation_delta,paired_delta,qwen,sft,0.025,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,0.0988543377100215,0.11972964894358751
equal5_minus_equal7_correlation_delta,paired_delta,qwen,sft,0.025,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.10651975996845231,0.1194721658275798
equal5_minus_equal7_correlation_delta,paired_delta,qwen,sft,0.025,c_equal5_minus_c_equal7,delta_nll_cumulative,72,0.11365060137026528,0.047119410229411796
equal5_minus_equal7_correlation_delta,paired_delta,qwen,sft,0.05,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,0.09012921150162068,0.01700374258196058
equal5_minus_equal7_correlation_delta,paired_delta,qwen,sft,0.05,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,0.09928016540559315,0.018291904898775968
equal5_minus_equal7_correlation_delta,paired_delta,qwen,sft,0.05,c_equal5_minus_c_equal7,delta_nll_cumulative,72,0.10989287309283724,-0.006183179120712978
equal5_minus_equal7_correlation_delta,paired_delta,qwen,sft,0.1,c_equal5_minus_c_equal7,cumulative_kl_base_to_current,72,-0.003811518856390528,-0.004658453891730474
equal5_minus_equal7_correlation_delta,paired_delta,qwen,sft,0.1,c_equal5_minus_c_equal7,absolute_delta_nll_cumulative,72,-0.007328381552197838,-0.004399650897745633
equal5_minus_equal7_correlation_delta,paired_delta,qwen,sft,0.1,c_equal5_minus_c_equal7,delta_nll_cumulative,72,0.0012896218169746732,0.0049172568857157595
