model,arm,checkpoint,layer,probe_name,epsilon,raw_weight_energy,whitened_update_energy_current,whitened_update_energy_fixed,activation_exposure_ratio,module_count,metric_family,source_key,aggregation,included_modules,excluded_modules,family,step,k,rank_spec_kind,p_k,source_rank_k,mask_density_alpha,random_null_rank,coverage,overlap_lift,overlap_lift_minus_random_null,update_density,angle_k,theta_u_mean_deg,theta_u_max_deg,theta_v_mean_deg,theta_v_max_deg,pabs_mean_cos_u,pabs_mean_cos_v,pabs_joint_mean_cos,nss_l1_top32,nss_l2_top32,headline_layer,pabs_joint_mean_cos_k32,theta_u_mean_deg_k32,theta_v_mean_deg_k32,real_overlap_lift,null_overlap_lift_mean,null_overlap_lift_std,z_tpnt,source_status,reason
qwen,opd,20.0,18.0,E_math,0.01,0.04452016726136204,0.026007402362301903,0.02486769515089686,1.04653019645325,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,20.0,18.0,E_math,0.025,0.04452016726136204,0.026007402362301903,0.02486769515089686,1.04653019645325,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,20.0,18.0,E_math,0.05,0.04452016726136204,0.026007402362301903,0.02486769515089686,1.04653019645325,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,20.0,18.0,E_math,0.1,0.04452016726136204,0.026007402362301903,0.02486769515089686,1.04653019645325,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,20.0,18.0,E_ood,0.01,0.04452016726136204,0.026202260050922598,0.02510505691170688,1.0446469030510082,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,20.0,18.0,E_ood,0.025,0.04452016726136204,0.026202260050922598,0.02510505691170688,1.0446469030510082,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,20.0,18.0,E_ood,0.05,0.04452016726136204,0.026202260050922598,0.02510505691170688,1.0446469030510082,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,20.0,18.0,E_ood,0.1,0.04452016726136204,0.026202260050922598,0.02510505691170688,1.0446469030510082,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_general,0.01,0.08542617186903947,0.0470557673834264,0.04567282069474452,1.0283675070595746,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_general,0.025,0.08542617186903947,0.0470557673834264,0.04567282069474452,1.0283675070595746,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_general,0.05,0.08542617186903947,0.0470557673834264,0.04567282069474452,1.0283675070595746,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_general,0.1,0.08542617186903947,0.0470557673834264,0.04567282069474452,1.0283675070595746,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_if,0.01,0.08542617186903947,0.07521956954151388,0.06458628289401526,1.148381621231637,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_if,0.025,0.08542617186903947,0.07521956954151388,0.06458628289401526,1.148381621231637,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_if,0.05,0.08542617186903947,0.07521956954151388,0.06458628289401526,1.148381621231637,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_if,0.1,0.08542617186903947,0.07521956954151388,0.06458628289401526,1.148381621231637,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_math,0.01,0.08542617186903947,0.055940285045653536,0.05205854033119972,1.0589919143380975,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_math,0.025,0.08542617186903947,0.055940285045653536,0.05205854033119972,1.0589919143380975,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_math,0.05,0.08542617186903947,0.055940285045653536,0.05205854033119972,1.0589919143380975,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_math,0.1,0.08542617186903947,0.055940285045653536,0.05205854033119972,1.0589919143380975,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_ood,0.01,0.08542617186903947,0.060999424941837764,0.05501885078847406,1.0935872468797287,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_ood,0.025,0.08542617186903947,0.060999424941837764,0.05501885078847406,1.0935872468797287,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_ood,0.05,0.08542617186903947,0.060999424941837764,0.05501885078847406,1.0935872468797287,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,40.0,18.0,E_ood,0.1,0.08542617186903947,0.060999424941837764,0.05501885078847406,1.0935872468797287,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_general,0.01,0.12513000741600985,0.0735272292979061,0.06879230071790512,1.0348175534044652,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_general,0.025,0.12513000741600985,0.0735272292979061,0.06879230071790512,1.0348175534044652,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_general,0.05,0.12513000741600985,0.0735272292979061,0.06879230071790512,1.0348175534044652,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_general,0.1,0.12513000741600985,0.0735272292979061,0.06879230071790512,1.0348175534044652,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_if,0.01,0.12513000741600985,0.11651122234761713,0.09724592305719848,1.0932327077948096,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_if,0.025,0.12513000741600985,0.11651122234761713,0.09724592305719848,1.0932327077948096,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_if,0.05,0.12513000741600985,0.11651122234761713,0.09724592305719848,1.0932327077948096,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_if,0.1,0.12513000741600985,0.11651122234761713,0.09724592305719848,1.0932327077948096,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_math,0.01,0.12513000741600985,0.087836586497724,0.07856817375868555,1.0517081091304292,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_math,0.025,0.12513000741600985,0.087836586497724,0.07856817375868555,1.0517081091304292,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_math,0.05,0.12513000741600985,0.087836586497724,0.07856817375868555,1.0517081091304292,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_math,0.1,0.12513000741600985,0.087836586497724,0.07856817375868555,1.0517081091304292,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_ood,0.01,0.12513000741600985,0.09798569791018957,0.08382008420303459,1.0777585098447902,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_ood,0.025,0.12513000741600985,0.09798569791018957,0.08382008420303459,1.0777585098447902,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_ood,0.05,0.12513000741600985,0.09798569791018957,0.08382008420303459,1.0777585098447902,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,80.0,18.0,E_ood,0.1,0.12513000741600985,0.09798569791018957,0.08382008420303459,1.0777585098447902,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_general,0.01,0.2457803875207901,0.16503542447462674,0.13746963762678202,1.0750788215833829,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_general,0.025,0.2457803875207901,0.16503542447462674,0.13746963762678202,1.0750788215833829,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_general,0.05,0.2457803875207901,0.16503542447462674,0.13746963762678202,1.0750788215833829,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_general,0.1,0.2457803875207901,0.16503542447462674,0.13746963762678202,1.0750788215833829,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_if,0.01,0.2457803875207901,0.310342679079622,0.21462124865502114,1.1059748886219631,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_if,0.025,0.2457803875207901,0.310342679079622,0.21462124865502114,1.1059748886219631,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_if,0.05,0.2457803875207901,0.310342679079622,0.21462124865502114,1.1059748886219631,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_if,0.1,0.2457803875207901,0.310342679079622,0.21462124865502114,1.1059748886219631,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_math,0.01,0.2457803875207901,0.2257713373750448,0.17453468199819322,1.0967134867827053,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_math,0.025,0.2457803875207901,0.2257713373750448,0.17453468199819322,1.0967134867827053,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_math,0.05,0.2457803875207901,0.2257713373750448,0.17453468199819322,1.0967134867827053,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_math,0.1,0.2457803875207901,0.2257713373750448,0.17453468199819322,1.0967134867827053,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_ood,0.01,0.2457803875207901,0.2749380032997578,0.1913991214707494,1.1211590891601366,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_ood,0.025,0.2457803875207901,0.2749380032997578,0.1913991214707494,1.1211590891601366,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_ood,0.05,0.2457803875207901,0.2749380032997578,0.1913991214707494,1.1211590891601366,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,160.0,18.0,E_ood,0.1,0.2457803875207901,0.2749380032997578,0.1913991214707494,1.1211590891601366,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_general,0.01,0.5217565879225731,0.35455122655257587,0.27842006459832186,1.120980565585199,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_general,0.025,0.5217565879225731,0.35455122655257587,0.27842006459832186,1.120980565585199,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_general,0.05,0.5217565879225731,0.35455122655257587,0.27842006459832186,1.120980565585199,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_general,0.1,0.5217565879225731,0.35455122655257587,0.27842006459832186,1.120980565585199,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_if,0.01,0.5217565879225731,0.7835565067827701,0.49812132539227605,1.173118330592949,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_if,0.025,0.5217565879225731,0.7835565067827701,0.49812132539227605,1.173118330592949,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_if,0.05,0.5217565879225731,0.7835565067827701,0.49812132539227605,1.173118330592949,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_if,0.1,0.5217565879225731,0.7835565067827701,0.49812132539227605,1.173118330592949,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_math,0.01,0.5217565879225731,0.5503210326656698,0.4028339717537165,1.1556008230799262,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_math,0.025,0.5217565879225731,0.5503210326656698,0.4028339717537165,1.1556008230799262,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_math,0.05,0.5217565879225731,0.5503210326656698,0.4028339717537165,1.1556008230799262,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_math,0.1,0.5217565879225731,0.5503210326656698,0.4028339717537165,1.1556008230799262,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen,opd,320.0,18.0,E_ood,0.01,0.5217565879225731,0.7091294400393963,0.45147214978933337,1.2088554425412816,5.0,update_energy_activation_exposure,d5_fairness_update_module,equal5_non_qk,"self_attn.v_proj,self_attn.o_proj,mlp.gate_proj,mlp.up_proj,mlp.down_proj","self_attn.q_proj,self_attn.k_proj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
