absolute_contraction,arm,checkpoint,epsilon,layer,model,module,probe_name,relative_functional_contraction_module,source_name,source_protocol,state_rank_base,state_rank_current,state_rank_delta,source_key,artifact_probe_name,sample_count,sample_ids_sha256,source_path,module_set
11.0,offkd,160,0.05,18,qwen,self_attn.o_proj,E_mathHeld,0.012790697674418604,qwen_d4_merged_state,D4.1_current_merged_state,860.0,849.0,-11.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
10.0,offkd,160,0.1,18,qwen,self_attn.o_proj,E_mathHeld,0.017825311942959002,qwen_d4_merged_state,D4.1_current_merged_state,561.0,551.0,-10.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
10.0,offkd,160,0.01,18,qwen,mlp.gate_proj,E_mathHeld,0.005497526113249038,qwen_d4_merged_state,D4.1_current_merged_state,1819.0,1809.0,-10.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
14.0,offkd,160,0.025,18,qwen,mlp.gate_proj,E_mathHeld,0.010226442658875092,qwen_d4_merged_state,D4.1_current_merged_state,1369.0,1355.0,-14.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
15.0,offkd,160,0.05,18,qwen,mlp.gate_proj,E_mathHeld,0.015690376569037656,qwen_d4_merged_state,D4.1_current_merged_state,956.0,941.0,-15.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,160,0.1,18,qwen,mlp.gate_proj,E_mathHeld,0.024574669187145556,qwen_d4_merged_state,D4.1_current_merged_state,529.0,516.0,-13.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
6.0,offkd,160,0.01,18,qwen,mlp.up_proj,E_mathHeld,0.002932551319648094,qwen_d4_merged_state,D4.1_current_merged_state,2046.0,2040.0,-6.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
9.0,offkd,160,0.025,18,qwen,mlp.up_proj,E_mathHeld,0.005322294500295683,qwen_d4_merged_state,D4.1_current_merged_state,1691.0,1682.0,-9.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
10.0,offkd,160,0.05,18,qwen,mlp.up_proj,E_mathHeld,0.0075075075075075074,qwen_d4_merged_state,D4.1_current_merged_state,1332.0,1322.0,-10.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
11.0,offkd,160,0.1,18,qwen,mlp.up_proj,E_mathHeld,0.012048192771084338,qwen_d4_merged_state,D4.1_current_merged_state,913.0,902.0,-11.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
7.0,offkd,160,0.01,18,qwen,mlp.down_proj,E_mathHeld,0.003216911764705882,qwen_d4_merged_state,D4.1_current_merged_state,2176.0,2169.0,-7.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
11.0,offkd,160,0.025,18,qwen,mlp.down_proj,E_mathHeld,0.005866666666666667,qwen_d4_merged_state,D4.1_current_merged_state,1875.0,1864.0,-11.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
14.0,offkd,160,0.05,18,qwen,mlp.down_proj,E_mathHeld,0.00902061855670103,qwen_d4_merged_state,D4.1_current_merged_state,1552.0,1538.0,-14.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
16.0,offkd,160,0.1,18,qwen,mlp.down_proj,E_mathHeld,0.013949433304272014,qwen_d4_merged_state,D4.1_current_merged_state,1147.0,1131.0,-16.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
8.0,offkd,160,0.01,18,qwen,self_attn.v_proj,E_mmluPro,0.010973936899862825,qwen_d4_merged_state,D4.1_current_merged_state,729.0,721.0,-8.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
10.0,offkd,160,0.025,18,qwen,self_attn.v_proj,E_mmluPro,0.017482517482517484,qwen_d4_merged_state,D4.1_current_merged_state,572.0,562.0,-10.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
11.0,offkd,160,0.05,18,qwen,self_attn.v_proj,E_mmluPro,0.025522041763341066,qwen_d4_merged_state,D4.1_current_merged_state,431.0,420.0,-11.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
11.0,offkd,160,0.1,18,qwen,self_attn.v_proj,E_mmluPro,0.039568345323741004,qwen_d4_merged_state,D4.1_current_merged_state,278.0,267.0,-11.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
15.0,offkd,160,0.01,18,qwen,self_attn.o_proj,E_mmluPro,0.010197144799456152,qwen_d4_merged_state,D4.1_current_merged_state,1471.0,1456.0,-15.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
15.0,offkd,160,0.025,18,qwen,self_attn.o_proj,E_mmluPro,0.013574660633484163,qwen_d4_merged_state,D4.1_current_merged_state,1105.0,1090.0,-15.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
14.0,offkd,160,0.05,18,qwen,self_attn.o_proj,E_mmluPro,0.01728395061728395,qwen_d4_merged_state,D4.1_current_merged_state,810.0,796.0,-14.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
14.0,offkd,160,0.1,18,qwen,self_attn.o_proj,E_mmluPro,0.02702702702702703,qwen_d4_merged_state,D4.1_current_merged_state,518.0,504.0,-14.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
14.0,offkd,160,0.01,18,qwen,mlp.gate_proj,E_mmluPro,0.008398320335932814,qwen_d4_merged_state,D4.1_current_merged_state,1667.0,1653.0,-14.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
16.0,offkd,160,0.025,18,qwen,mlp.gate_proj,E_mmluPro,0.013757523645743766,qwen_d4_merged_state,D4.1_current_merged_state,1163.0,1147.0,-16.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
16.0,offkd,160,0.05,18,qwen,mlp.gate_proj,E_mmluPro,0.02188782489740082,qwen_d4_merged_state,D4.1_current_merged_state,731.0,715.0,-16.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
12.0,offkd,160,0.1,18,qwen,mlp.gate_proj,E_mmluPro,0.03669724770642202,qwen_d4_merged_state,D4.1_current_merged_state,327.0,315.0,-12.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
8.0,offkd,160,0.01,18,qwen,mlp.up_proj,E_mmluPro,0.003942828979793002,qwen_d4_merged_state,D4.1_current_merged_state,2029.0,2021.0,-8.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
11.0,offkd,160,0.025,18,qwen,mlp.up_proj,E_mmluPro,0.006646525679758308,qwen_d4_merged_state,D4.1_current_merged_state,1655.0,1644.0,-11.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
12.0,offkd,160,0.05,18,qwen,mlp.up_proj,E_mmluPro,0.00936768149882904,qwen_d4_merged_state,D4.1_current_merged_state,1281.0,1269.0,-12.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
12.0,offkd,160,0.1,18,qwen,mlp.up_proj,E_mmluPro,0.01411764705882353,qwen_d4_merged_state,D4.1_current_merged_state,850.0,838.0,-12.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
6.0,offkd,160,0.01,18,qwen,mlp.down_proj,E_mmluPro,0.0027829313543599257,qwen_d4_merged_state,D4.1_current_merged_state,2156.0,2150.0,-6.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
9.0,offkd,160,0.025,18,qwen,mlp.down_proj,E_mmluPro,0.004872766648619383,qwen_d4_merged_state,D4.1_current_merged_state,1847.0,1838.0,-9.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
12.0,offkd,160,0.05,18,qwen,mlp.down_proj,E_mmluPro,0.007899934167215274,qwen_d4_merged_state,D4.1_current_merged_state,1519.0,1507.0,-12.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,160,0.1,18,qwen,mlp.down_proj,E_mmluPro,0.011669658886894075,qwen_d4_merged_state,D4.1_current_merged_state,1114.0,1101.0,-13.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
9.0,offkd,320,0.01,18,qwen,self_attn.v_proj,E_general,0.012311901504787962,qwen_d4_merged_state,D4.1_current_merged_state,731.0,722.0,-9.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
12.0,offkd,320,0.025,18,qwen,self_attn.v_proj,E_general,0.020942408376963352,qwen_d4_merged_state,D4.1_current_merged_state,573.0,561.0,-12.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,320,0.05,18,qwen,self_attn.v_proj,E_general,0.030162412993039442,qwen_d4_merged_state,D4.1_current_merged_state,431.0,418.0,-13.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,320,0.1,18,qwen,self_attn.v_proj,E_general,0.04693140794223827,qwen_d4_merged_state,D4.1_current_merged_state,277.0,264.0,-13.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
17.0,offkd,320,0.01,18,qwen,self_attn.o_proj,E_general,0.010996119016817595,qwen_d4_merged_state,D4.1_current_merged_state,1546.0,1529.0,-17.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
18.0,offkd,320,0.025,18,qwen,self_attn.o_proj,E_general,0.01517706576728499,qwen_d4_merged_state,D4.1_current_merged_state,1186.0,1168.0,-18.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
18.0,offkd,320,0.05,18,qwen,self_attn.o_proj,E_general,0.020224719101123594,qwen_d4_merged_state,D4.1_current_merged_state,890.0,872.0,-18.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
16.0,offkd,320,0.1,18,qwen,self_attn.o_proj,E_general,0.027164685908319185,qwen_d4_merged_state,D4.1_current_merged_state,589.0,573.0,-16.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
17.0,offkd,320,0.01,18,qwen,mlp.gate_proj,E_general,0.010359536867763558,qwen_d4_merged_state,D4.1_current_merged_state,1641.0,1624.0,-17.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
20.0,offkd,320,0.025,18,qwen,mlp.gate_proj,E_general,0.0176522506619594,qwen_d4_merged_state,D4.1_current_merged_state,1133.0,1113.0,-20.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
20.0,offkd,320,0.05,18,qwen,mlp.gate_proj,E_general,0.028530670470756064,qwen_d4_merged_state,D4.1_current_merged_state,701.0,681.0,-20.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
14.0,offkd,320,0.1,18,qwen,mlp.gate_proj,E_general,0.04666666666666667,qwen_d4_merged_state,D4.1_current_merged_state,300.0,286.0,-14.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
7.0,offkd,320,0.01,18,qwen,mlp.up_proj,E_general,0.003391472868217054,qwen_d4_merged_state,D4.1_current_merged_state,2064.0,2057.0,-7.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
11.0,offkd,320,0.025,18,qwen,mlp.up_proj,E_general,0.006447831184056272,qwen_d4_merged_state,D4.1_current_merged_state,1706.0,1695.0,-11.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,320,0.05,18,qwen,mlp.up_proj,E_general,0.009672619047619048,qwen_d4_merged_state,D4.1_current_merged_state,1344.0,1331.0,-13.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,320,0.1,18,qwen,mlp.up_proj,E_general,0.014130434782608696,qwen_d4_merged_state,D4.1_current_merged_state,920.0,907.0,-13.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
9.0,offkd,320,0.01,18,qwen,mlp.down_proj,E_general,0.00410958904109589,qwen_d4_merged_state,D4.1_current_merged_state,2190.0,2181.0,-9.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,320,0.025,18,qwen,mlp.down_proj,E_general,0.006842105263157895,qwen_d4_merged_state,D4.1_current_merged_state,1900.0,1887.0,-13.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
18.0,offkd,320,0.05,18,qwen,mlp.down_proj,E_general,0.011320754716981131,qwen_d4_merged_state,D4.1_current_merged_state,1590.0,1572.0,-18.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
20.0,offkd,320,0.1,18,qwen,mlp.down_proj,E_general,0.016666666666666666,qwen_d4_merged_state,D4.1_current_merged_state,1200.0,1180.0,-20.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
10.0,offkd,320,0.01,18,qwen,self_attn.v_proj,E_ifeval,0.01697792869269949,qwen_d4_merged_state,D4.1_current_merged_state,589.0,579.0,-10.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
12.0,offkd,320,0.025,18,qwen,self_attn.v_proj,E_ifeval,0.0297029702970297,qwen_d4_merged_state,D4.1_current_merged_state,404.0,392.0,-12.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
10.0,offkd,320,0.05,18,qwen,self_attn.v_proj,E_ifeval,0.039525691699604744,qwen_d4_merged_state,D4.1_current_merged_state,253.0,243.0,-10.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
8.0,offkd,320,0.1,18,qwen,self_attn.v_proj,E_ifeval,0.06896551724137931,qwen_d4_merged_state,D4.1_current_merged_state,116.0,108.0,-8.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
18.0,offkd,320,0.01,18,qwen,self_attn.o_proj,E_ifeval,0.013363028953229399,qwen_d4_merged_state,D4.1_current_merged_state,1347.0,1329.0,-18.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
18.0,offkd,320,0.025,18,qwen,self_attn.o_proj,E_ifeval,0.018575851393188854,qwen_d4_merged_state,D4.1_current_merged_state,969.0,951.0,-18.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
19.0,offkd,320,0.05,18,qwen,self_attn.o_proj,E_ifeval,0.028273809523809524,qwen_d4_merged_state,D4.1_current_merged_state,672.0,653.0,-19.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
17.0,offkd,320,0.1,18,qwen,self_attn.o_proj,E_ifeval,0.04392764857881137,qwen_d4_merged_state,D4.1_current_merged_state,387.0,370.0,-17.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,320,0.01,18,qwen,mlp.gate_proj,E_ifeval,0.008507853403141362,qwen_d4_merged_state,D4.1_current_merged_state,1528.0,1515.0,-13.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
15.0,offkd,320,0.025,18,qwen,mlp.gate_proj,E_ifeval,0.014925373134328358,qwen_d4_merged_state,D4.1_current_merged_state,1005.0,990.0,-15.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
14.0,offkd,320,0.05,18,qwen,mlp.gate_proj,E_ifeval,0.023972602739726026,qwen_d4_merged_state,D4.1_current_merged_state,584.0,570.0,-14.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
9.0,offkd,320,0.1,18,qwen,mlp.gate_proj,E_ifeval,0.039473684210526314,qwen_d4_merged_state,D4.1_current_merged_state,228.0,219.0,-9.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
9.0,offkd,320,0.01,18,qwen,mlp.up_proj,E_ifeval,0.0046559751681324365,qwen_d4_merged_state,D4.1_current_merged_state,1933.0,1924.0,-9.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
12.0,offkd,320,0.025,18,qwen,mlp.up_proj,E_ifeval,0.007889546351084813,qwen_d4_merged_state,D4.1_current_merged_state,1521.0,1509.0,-12.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,320,0.05,18,qwen,mlp.up_proj,E_ifeval,0.011535048802129548,qwen_d4_merged_state,D4.1_current_merged_state,1127.0,1114.0,-13.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,320,0.1,18,qwen,mlp.up_proj,E_ifeval,0.01870503597122302,qwen_d4_merged_state,D4.1_current_merged_state,695.0,682.0,-13.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
15.0,offkd,320,0.01,18,qwen,mlp.down_proj,E_ifeval,0.007411067193675889,qwen_d4_merged_state,D4.1_current_merged_state,2024.0,2009.0,-15.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
21.0,offkd,320,0.025,18,qwen,mlp.down_proj,E_ifeval,0.012734990903577926,qwen_d4_merged_state,D4.1_current_merged_state,1649.0,1628.0,-21.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
25.0,offkd,320,0.05,18,qwen,mlp.down_proj,E_ifeval,0.019623233908948195,qwen_d4_merged_state,D4.1_current_merged_state,1274.0,1249.0,-25.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
27.0,offkd,320,0.1,18,qwen,mlp.down_proj,E_ifeval,0.03218116805721097,qwen_d4_merged_state,D4.1_current_merged_state,839.0,812.0,-27.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
14.0,offkd,320,0.01,18,qwen,self_attn.v_proj,E_mathHeld,0.020378457059679767,qwen_d4_merged_state,D4.1_current_merged_state,687.0,673.0,-14.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
17.0,offkd,320,0.025,18,qwen,self_attn.v_proj,E_mathHeld,0.03275529865125241,qwen_d4_merged_state,D4.1_current_merged_state,519.0,502.0,-17.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
19.0,offkd,320,0.05,18,qwen,self_attn.v_proj,E_mathHeld,0.05121293800539083,qwen_d4_merged_state,D4.1_current_merged_state,371.0,352.0,-19.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
16.0,offkd,320,0.1,18,qwen,self_attn.v_proj,E_mathHeld,0.07407407407407407,qwen_d4_merged_state,D4.1_current_merged_state,216.0,200.0,-16.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,320,0.01,18,qwen,self_attn.o_proj,E_mathHeld,0.008552631578947369,qwen_d4_merged_state,D4.1_current_merged_state,1520.0,1507.0,-13.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,320,0.025,18,qwen,self_attn.o_proj,E_mathHeld,0.011235955056179775,qwen_d4_merged_state,D4.1_current_merged_state,1157.0,1144.0,-13.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,320,0.05,18,qwen,self_attn.o_proj,E_mathHeld,0.015116279069767442,qwen_d4_merged_state,D4.1_current_merged_state,860.0,847.0,-13.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
12.0,offkd,320,0.1,18,qwen,self_attn.o_proj,E_mathHeld,0.0213903743315508,qwen_d4_merged_state,D4.1_current_merged_state,561.0,549.0,-12.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
15.0,offkd,320,0.01,18,qwen,mlp.gate_proj,E_mathHeld,0.008246289169873557,qwen_d4_merged_state,D4.1_current_merged_state,1819.0,1804.0,-15.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
21.0,offkd,320,0.025,18,qwen,mlp.gate_proj,E_mathHeld,0.015339663988312637,qwen_d4_merged_state,D4.1_current_merged_state,1369.0,1348.0,-21.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
22.0,offkd,320,0.05,18,qwen,mlp.gate_proj,E_mathHeld,0.02301255230125523,qwen_d4_merged_state,D4.1_current_merged_state,956.0,934.0,-22.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
19.0,offkd,320,0.1,18,qwen,mlp.gate_proj,E_mathHeld,0.035916824196597356,qwen_d4_merged_state,D4.1_current_merged_state,529.0,510.0,-19.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
8.0,offkd,320,0.01,18,qwen,mlp.up_proj,E_mathHeld,0.0039100684261974585,qwen_d4_merged_state,D4.1_current_merged_state,2046.0,2038.0,-8.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
13.0,offkd,320,0.025,18,qwen,mlp.up_proj,E_mathHeld,0.00768775872264932,qwen_d4_merged_state,D4.1_current_merged_state,1691.0,1678.0,-13.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
14.0,offkd,320,0.05,18,qwen,mlp.up_proj,E_mathHeld,0.010510510510510511,qwen_d4_merged_state,D4.1_current_merged_state,1332.0,1318.0,-14.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
