model,arm,checkpoint,artifact_probe_name,probe_name,epsilon,layer,module_count,module_set,source_rows_complete,included_modules,excluded_modules,r_epsilon_equal5,state_rank_base_equal5_non_qk,state_rank_current_equal5_non_qk,delta_r_equal5,c_equal5,ratio_of_means_sensitivity_equal5,base_rank_modules_json_equal5_non_qk,current_rank_modules_json_equal5_non_qk,delta_r_modules_json_equal5_non_qk,c_modules_json_equal5_non_qk,c_equal5_E_general,G_equal5,module_count_eq7src,module_set_eq7src,source_rows_complete_eq7src,included_modules_eq7src,excluded_modules_eq7src,r_epsilon_equal7,state_rank_base_equal7,state_rank_current_equal7,delta_r_equal7,c_equal7,ratio_of_means_sensitivity_equal7,base_rank_modules_json_equal7,current_rank_modules_json_equal7,delta_r_modules_json_equal7,c_modules_json_equal7,equal5_minus_equal7_c,equal5_minus_equal7_delta_r,equal5_minus_equal7_r,sign_changed_c,excluded_modules_exactly_qk
qwen,opd,480,E_if,E_ifeval,0.01,18,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",1463.0,1484.2,1463.0,-21.2,0.017037053520996652,0.014283789246732277,"{""mlp.down_proj"": 2024.0, ""mlp.gate_proj"": 1528.0, ""mlp.up_proj"": 1933.0, ""self_attn.o_proj"": 1347.0, ""self_attn.v_proj"": 589.0}","{""mlp.down_proj"": 2000.0, ""mlp.gate_proj"": 1499.0, ""mlp.up_proj"": 1919.0, ""self_attn.o_proj"": 1327.0, ""self_attn.v_proj"": 570.0}","{""mlp.down_proj"": -24.0, ""mlp.gate_proj"": -29.0, ""mlp.up_proj"": -14.0, ""self_attn.o_proj"": -20.0, ""self_attn.v_proj"": -19.0}","{""mlp.down_proj"": 0.011857707509881422, ""mlp.gate_proj"": 0.018979057591623036, ""mlp.up_proj"": 0.007242628039317123, ""self_attn.o_proj"": 0.014847809948032665, ""self_attn.v_proj"": 0.03225806451612903}",0.009433587023537585,0.007603466497459067,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,1151.7142857142858,1174.0,1151.7142857142858,-22.285714285714285,0.030061918444669537,0.018982720856656067,"{""mlp.down_proj"": 2024.0, ""mlp.gate_proj"": 1528.0, ""mlp.up_proj"": 1933.0, ""self_attn.k_proj"": 273.0, ""self_attn.o_proj"": 1347.0, ""self_attn.q_proj"": 524.0, ""self_attn.v_proj"": 589.0}","{""mlp.down_proj"": 2000.0, ""mlp.gate_proj"": 1499.0, ""mlp.up_proj"": 1919.0, ""self_attn.k_proj"": 256.0, ""self_attn.o_proj"": 1327.0, ""self_attn.q_proj"": 491.0, ""self_attn.v_proj"": 570.0}","{""mlp.down_proj"": -24.0, ""mlp.gate_proj"": -29.0, ""mlp.up_proj"": -14.0, ""self_attn.k_proj"": -17.0, ""self_attn.o_proj"": -20.0, ""self_attn.q_proj"": -33.0, ""self_attn.v_proj"": -19.0}","{""mlp.down_proj"": 0.011857707509881422, ""mlp.gate_proj"": 0.018979057591623036, ""mlp.up_proj"": 0.007242628039317123, ""self_attn.k_proj"": 0.06227106227106227, ""self_attn.o_proj"": 0.014847809948032665, ""self_attn.q_proj"": 0.06297709923664122, ""self_attn.v_proj"": 0.03225806451612903}",-0.013024864923672885,1.0857142857142854,311.2857142857142,False,True
qwen,opd,480,E_if,E_ifeval,0.025,18,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",1084.4,1109.6,1084.4,-25.2,0.027581746004860696,0.022710886806056076,"{""mlp.down_proj"": 1649.0, ""mlp.gate_proj"": 1005.0, ""mlp.up_proj"": 1521.0, ""self_attn.o_proj"": 969.0, ""self_attn.v_proj"": 404.0}","{""mlp.down_proj"": 1615.0, ""mlp.gate_proj"": 972.0, ""mlp.up_proj"": 1503.0, ""self_attn.o_proj"": 949.0, ""self_attn.v_proj"": 383.0}","{""mlp.down_proj"": -34.0, ""mlp.gate_proj"": -33.0, ""mlp.up_proj"": -18.0, ""self_attn.o_proj"": -20.0, ""self_attn.v_proj"": -21.0}","{""mlp.down_proj"": 0.020618556701030927, ""mlp.gate_proj"": 0.03283582089552239, ""mlp.up_proj"": 0.011834319526627219, ""self_attn.o_proj"": 0.02063983488132095, ""self_attn.v_proj"": 0.05198019801980198}",0.015241636881796,0.012340109123064696,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,817.7142857142857,840.0,817.7142857142857,-22.285714285714285,0.044986188990962815,0.026530612244898017,"{""mlp.down_proj"": 1649.0, ""mlp.gate_proj"": 1005.0, ""mlp.up_proj"": 1521.0, ""self_attn.k_proj"": 123.0, ""self_attn.o_proj"": 969.0, ""self_attn.q_proj"": 209.0, ""self_attn.v_proj"": 404.0}","{""mlp.down_proj"": 1615.0, ""mlp.gate_proj"": 972.0, ""mlp.up_proj"": 1503.0, ""self_attn.k_proj"": 113.0, ""self_attn.o_proj"": 949.0, ""self_attn.q_proj"": 189.0, ""self_attn.v_proj"": 383.0}","{""mlp.down_proj"": -34.0, ""mlp.gate_proj"": -33.0, ""mlp.up_proj"": -18.0, ""self_attn.k_proj"": -10.0, ""self_attn.o_proj"": -20.0, ""self_attn.q_proj"": -20.0, ""self_attn.v_proj"": -21.0}","{""mlp.down_proj"": 0.020618556701030927, ""mlp.gate_proj"": 0.03283582089552239, ""mlp.up_proj"": 0.011834319526627219, ""self_attn.k_proj"": 0.08130081300813008, ""self_attn.o_proj"": 0.02063983488132095, ""self_attn.q_proj"": 0.09569377990430622, ""self_attn.v_proj"": 0.05198019801980198}",-0.01740444298610212,-2.9142857142857146,266.6857142857144,False,True
qwen,opd,480,E_if,E_ifeval,0.05,18,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",756.4,782.0,756.4,-25.6,0.04077717798948548,0.03273657289002561,"{""mlp.down_proj"": 1274.0, ""mlp.gate_proj"": 584.0, ""mlp.up_proj"": 1127.0, ""self_attn.o_proj"": 672.0, ""self_attn.v_proj"": 253.0}","{""mlp.down_proj"": 1234.0, ""mlp.gate_proj"": 554.0, ""mlp.up_proj"": 1107.0, ""self_attn.o_proj"": 653.0, ""self_attn.v_proj"": 234.0}","{""mlp.down_proj"": -40.0, ""mlp.gate_proj"": -30.0, ""mlp.up_proj"": -20.0, ""self_attn.o_proj"": -19.0, ""self_attn.v_proj"": -19.0}","{""mlp.down_proj"": 0.03139717425431711, ""mlp.gate_proj"": 0.05136986301369863, ""mlp.up_proj"": 0.01774622892635315, ""self_attn.o_proj"": 0.028273809523809524, ""self_attn.v_proj"": 0.07509881422924901}",0.022517116741465372,0.018260061248020105,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,555.4285714285714,575.7142857142857,555.4285714285714,-20.285714285714285,0.06177961693126514,0.03523573200992545,"{""mlp.down_proj"": 1274.0, ""mlp.gate_proj"": 584.0, ""mlp.up_proj"": 1127.0, ""self_attn.k_proj"": 50.0, ""self_attn.o_proj"": 672.0, ""self_attn.q_proj"": 70.0, ""self_attn.v_proj"": 253.0}","{""mlp.down_proj"": 1234.0, ""mlp.gate_proj"": 554.0, ""mlp.up_proj"": 1107.0, ""self_attn.k_proj"": 45.0, ""self_attn.o_proj"": 653.0, ""self_attn.q_proj"": 61.0, ""self_attn.v_proj"": 234.0}","{""mlp.down_proj"": -40.0, ""mlp.gate_proj"": -30.0, ""mlp.up_proj"": -20.0, ""self_attn.k_proj"": -5.0, ""self_attn.o_proj"": -19.0, ""self_attn.q_proj"": -9.0, ""self_attn.v_proj"": -19.0}","{""mlp.down_proj"": 0.03139717425431711, ""mlp.gate_proj"": 0.05136986301369863, ""mlp.up_proj"": 0.01774622892635315, ""self_attn.k_proj"": 0.1, ""self_attn.o_proj"": 0.028273809523809524, ""self_attn.q_proj"": 0.12857142857142856, ""self_attn.v_proj"": 0.07509881422924901}",-0.02100243894177966,-5.314285714285717,200.97142857142853,False,True
qwen,opd,480,E_if,E_ifeval,0.1,18,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",431.4,453.0,431.4,-21.6,0.0633879136350627,0.047682119205298065,"{""mlp.down_proj"": 839.0, ""mlp.gate_proj"": 228.0, ""mlp.up_proj"": 695.0, ""self_attn.o_proj"": 387.0, ""self_attn.v_proj"": 116.0}","{""mlp.down_proj"": 797.0, ""mlp.gate_proj"": 210.0, ""mlp.up_proj"": 677.0, ""self_attn.o_proj"": 371.0, ""self_attn.v_proj"": 102.0}","{""mlp.down_proj"": -42.0, ""mlp.gate_proj"": -18.0, ""mlp.up_proj"": -18.0, ""self_attn.o_proj"": -16.0, ""self_attn.v_proj"": -14.0}","{""mlp.down_proj"": 0.050059594755661505, ""mlp.gate_proj"": 0.07894736842105263, ""mlp.up_proj"": 0.025899280575539568, ""self_attn.o_proj"": 0.041343669250646, ""self_attn.v_proj"": 0.1206896551724138}",0.03481296559280135,0.02857494804226135,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,311.42857142857144,327.42857142857144,311.42857142857144,-16.0,0.08910824999907076,0.04886561954624782,"{""mlp.down_proj"": 839.0, ""mlp.gate_proj"": 228.0, ""mlp.up_proj"": 695.0, ""self_attn.k_proj"": 16.0, ""self_attn.o_proj"": 387.0, ""self_attn.q_proj"": 11.0, ""self_attn.v_proj"": 116.0}","{""mlp.down_proj"": 797.0, ""mlp.gate_proj"": 210.0, ""mlp.up_proj"": 677.0, ""self_attn.k_proj"": 14.0, ""self_attn.o_proj"": 371.0, ""self_attn.q_proj"": 9.0, ""self_attn.v_proj"": 102.0}","{""mlp.down_proj"": -42.0, ""mlp.gate_proj"": -18.0, ""mlp.up_proj"": -18.0, ""self_attn.k_proj"": -2.0, ""self_attn.o_proj"": -16.0, ""self_attn.q_proj"": -2.0, ""self_attn.v_proj"": -14.0}","{""mlp.down_proj"": 0.050059594755661505, ""mlp.gate_proj"": 0.07894736842105263, ""mlp.up_proj"": 0.025899280575539568, ""self_attn.k_proj"": 0.125, ""self_attn.o_proj"": 0.041343669250646, ""self_attn.q_proj"": 0.18181818181818182, ""self_attn.v_proj"": 0.1206896551724138}",-0.025720336364008056,-5.600000000000001,119.97142857142853,False,True
qwen,opd,480,E_math,E_mathHeld,0.01,18,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",1634.4,1649.6,1634.4,-15.2,0.011459058492964549,0.00921435499515023,"{""mlp.down_proj"": 2176.0, ""mlp.gate_proj"": 1819.0, ""mlp.up_proj"": 2046.0, ""self_attn.o_proj"": 1520.0, ""self_attn.v_proj"": 687.0}","{""mlp.down_proj"": 2162.0, ""mlp.gate_proj"": 1795.0, ""mlp.up_proj"": 2036.0, ""self_attn.o_proj"": 1510.0, ""self_attn.v_proj"": 669.0}","{""mlp.down_proj"": -14.0, ""mlp.gate_proj"": -24.0, ""mlp.up_proj"": -10.0, ""self_attn.o_proj"": -10.0, ""self_attn.v_proj"": -18.0}","{""mlp.down_proj"": 0.006433823529411764, ""mlp.gate_proj"": 0.013194062671797692, ""mlp.up_proj"": 0.004887585532746823, ""self_attn.o_proj"": 0.006578947368421052, ""self_attn.v_proj"": 0.026200873362445413}",0.009433587023537585,0.0020254714694269635,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,1319.857142857143,1339.0,1319.857142857143,-19.142857142857142,0.022973998946167244,0.01429638322842204,"{""mlp.down_proj"": 2176.0, ""mlp.gate_proj"": 1819.0, ""mlp.up_proj"": 2046.0, ""self_attn.k_proj"": 363.0, ""self_attn.o_proj"": 1520.0, ""self_attn.q_proj"": 762.0, ""self_attn.v_proj"": 687.0}","{""mlp.down_proj"": 2162.0, ""mlp.gate_proj"": 1795.0, ""mlp.up_proj"": 2036.0, ""self_attn.k_proj"": 344.0, ""self_attn.o_proj"": 1510.0, ""self_attn.q_proj"": 723.0, ""self_attn.v_proj"": 669.0}","{""mlp.down_proj"": -14.0, ""mlp.gate_proj"": -24.0, ""mlp.up_proj"": -10.0, ""self_attn.k_proj"": -19.0, ""self_attn.o_proj"": -10.0, ""self_attn.q_proj"": -39.0, ""self_attn.v_proj"": -18.0}","{""mlp.down_proj"": 0.006433823529411764, ""mlp.gate_proj"": 0.013194062671797692, ""mlp.up_proj"": 0.004887585532746823, ""self_attn.k_proj"": 0.05234159779614325, ""self_attn.o_proj"": 0.006578947368421052, ""self_attn.q_proj"": 0.051181102362204724, ""self_attn.v_proj"": 0.026200873362445413}",-0.011514940453202695,3.942857142857143,314.5428571428572,False,True
qwen,opd,480,E_math,E_mathHeld,0.025,18,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",1301.6,1322.2,1301.6,-20.6,0.019505790188791016,0.015580093783088894,"{""mlp.down_proj"": 1875.0, ""mlp.gate_proj"": 1369.0, ""mlp.up_proj"": 1691.0, ""self_attn.o_proj"": 1157.0, ""self_attn.v_proj"": 519.0}","{""mlp.down_proj"": 1853.0, ""mlp.gate_proj"": 1337.0, ""mlp.up_proj"": 1675.0, ""self_attn.o_proj"": 1147.0, ""self_attn.v_proj"": 496.0}","{""mlp.down_proj"": -22.0, ""mlp.gate_proj"": -32.0, ""mlp.up_proj"": -16.0, ""self_attn.o_proj"": -10.0, ""self_attn.v_proj"": -23.0}","{""mlp.down_proj"": 0.011733333333333333, ""mlp.gate_proj"": 0.02337472607742878, ""mlp.up_proj"": 0.009461856889414548, ""self_attn.o_proj"": 0.00864304235090752, ""self_attn.v_proj"": 0.04431599229287091}",0.015241636881796,0.004264153306995016,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,1004.2857142857143,1025.5714285714287,1004.2857142857143,-21.285714285714285,0.03695546079424201,0.02075497980220091,"{""mlp.down_proj"": 1875.0, ""mlp.gate_proj"": 1369.0, ""mlp.up_proj"": 1691.0, ""self_attn.k_proj"": 189.0, ""self_attn.o_proj"": 1157.0, ""self_attn.q_proj"": 379.0, ""self_attn.v_proj"": 519.0}","{""mlp.down_proj"": 1853.0, ""mlp.gate_proj"": 1337.0, ""mlp.up_proj"": 1675.0, ""self_attn.k_proj"": 174.0, ""self_attn.o_proj"": 1147.0, ""self_attn.q_proj"": 348.0, ""self_attn.v_proj"": 496.0}","{""mlp.down_proj"": -22.0, ""mlp.gate_proj"": -32.0, ""mlp.up_proj"": -16.0, ""self_attn.k_proj"": -15.0, ""self_attn.o_proj"": -10.0, ""self_attn.q_proj"": -31.0, ""self_attn.v_proj"": -23.0}","{""mlp.down_proj"": 0.011733333333333333, ""mlp.gate_proj"": 0.02337472607742878, ""mlp.up_proj"": 0.009461856889414548, ""self_attn.k_proj"": 0.07936507936507936, ""self_attn.o_proj"": 0.00864304235090752, ""self_attn.q_proj"": 0.08179419525065963, ""self_attn.v_proj"": 0.04431599229287091}",-0.017449670605450992,0.6857142857142833,297.3142857142856,False,True
qwen,opd,480,E_math,E_mathHeld,0.05,18,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",991.4,1014.2,991.4,-22.8,0.028994033041281196,0.02248077302307244,"{""mlp.down_proj"": 1552.0, ""mlp.gate_proj"": 956.0, ""mlp.up_proj"": 1332.0, ""self_attn.o_proj"": 860.0, ""self_attn.v_proj"": 371.0}","{""mlp.down_proj"": 1524.0, ""mlp.gate_proj"": 922.0, ""mlp.up_proj"": 1314.0, ""self_attn.o_proj"": 851.0, ""self_attn.v_proj"": 346.0}","{""mlp.down_proj"": -28.0, ""mlp.gate_proj"": -34.0, ""mlp.up_proj"": -18.0, ""self_attn.o_proj"": -9.0, ""self_attn.v_proj"": -25.0}","{""mlp.down_proj"": 0.01804123711340206, ""mlp.gate_proj"": 0.03556485355648536, ""mlp.up_proj"": 0.013513513513513514, ""self_attn.o_proj"": 0.010465116279069767, ""self_attn.v_proj"": 0.0673854447439353}",0.022517116741465372,0.006476916299815824,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,737.8571428571429,758.1428571428571,737.8571428571429,-20.285714285714285,0.054014698020572134,0.026757113246655275,"{""mlp.down_proj"": 1552.0, ""mlp.gate_proj"": 956.0, ""mlp.up_proj"": 1332.0, ""self_attn.k_proj"": 82.0, ""self_attn.o_proj"": 860.0, ""self_attn.q_proj"": 154.0, ""self_attn.v_proj"": 371.0}","{""mlp.down_proj"": 1524.0, ""mlp.gate_proj"": 922.0, ""mlp.up_proj"": 1314.0, ""self_attn.k_proj"": 73.0, ""self_attn.o_proj"": 851.0, ""self_attn.q_proj"": 135.0, ""self_attn.v_proj"": 346.0}","{""mlp.down_proj"": -28.0, ""mlp.gate_proj"": -34.0, ""mlp.up_proj"": -18.0, ""self_attn.k_proj"": -9.0, ""self_attn.o_proj"": -9.0, ""self_attn.q_proj"": -19.0, ""self_attn.v_proj"": -25.0}","{""mlp.down_proj"": 0.01804123711340206, ""mlp.gate_proj"": 0.03556485355648536, ""mlp.up_proj"": 0.013513513513513514, ""self_attn.k_proj"": 0.10975609756097561, ""self_attn.o_proj"": 0.010465116279069767, ""self_attn.q_proj"": 0.12337662337662338, ""self_attn.v_proj"": 0.0673854447439353}",-0.025020664979290938,-2.514285714285716,253.5428571428571,False,True
qwen,opd,480,E_math,E_mathHeld,0.1,18,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",651.2,673.2,651.2,-22.0,0.044132083653384696,0.0326797385620915,"{""mlp.down_proj"": 1147.0, ""mlp.gate_proj"": 529.0, ""mlp.up_proj"": 913.0, ""self_attn.o_proj"": 561.0, ""self_attn.v_proj"": 216.0}","{""mlp.down_proj"": 1116.0, ""mlp.gate_proj"": 499.0, ""mlp.up_proj"": 894.0, ""self_attn.o_proj"": 553.0, ""self_attn.v_proj"": 194.0}","{""mlp.down_proj"": -31.0, ""mlp.gate_proj"": -30.0, ""mlp.up_proj"": -19.0, ""self_attn.o_proj"": -8.0, ""self_attn.v_proj"": -22.0}","{""mlp.down_proj"": 0.02702702702702703, ""mlp.gate_proj"": 0.05671077504725898, ""mlp.up_proj"": 0.0208105147864184, ""self_attn.o_proj"": 0.0142602495543672, ""self_attn.v_proj"": 0.10185185185185185}",0.03481296559280135,0.009319118060583345,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,471.7142857142857,488.7142857142857,471.7142857142857,-17.0,0.0770298293376711,0.03478515054077755,"{""mlp.down_proj"": 1147.0, ""mlp.gate_proj"": 529.0, ""mlp.up_proj"": 913.0, ""self_attn.k_proj"": 24.0, ""self_attn.o_proj"": 561.0, ""self_attn.q_proj"": 31.0, ""self_attn.v_proj"": 216.0}","{""mlp.down_proj"": 1116.0, ""mlp.gate_proj"": 499.0, ""mlp.up_proj"": 894.0, ""self_attn.k_proj"": 21.0, ""self_attn.o_proj"": 553.0, ""self_attn.q_proj"": 25.0, ""self_attn.v_proj"": 194.0}","{""mlp.down_proj"": -31.0, ""mlp.gate_proj"": -30.0, ""mlp.up_proj"": -19.0, ""self_attn.k_proj"": -3.0, ""self_attn.o_proj"": -8.0, ""self_attn.q_proj"": -6.0, ""self_attn.v_proj"": -22.0}","{""mlp.down_proj"": 0.02702702702702703, ""mlp.gate_proj"": 0.05671077504725898, ""mlp.up_proj"": 0.0208105147864184, ""self_attn.k_proj"": 0.125, ""self_attn.o_proj"": 0.0142602495543672, ""self_attn.q_proj"": 0.1935483870967742, ""self_attn.v_proj"": 0.10185185185185185}",-0.0328977456842864,-5.0,179.48571428571432,False,True
qwen,opd,480,E_ood,E_mmluPro,0.01,18,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",1590.8,1610.4,1590.8,-19.6,0.013836489862330539,0.012170889220069632,"{""mlp.down_proj"": 2156.0, ""mlp.gate_proj"": 1667.0, ""mlp.up_proj"": 2029.0, ""self_attn.o_proj"": 1471.0, ""self_attn.v_proj"": 729.0}","{""mlp.down_proj"": 2145.0, ""mlp.gate_proj"": 1634.0, ""mlp.up_proj"": 2014.0, ""self_attn.o_proj"": 1447.0, ""self_attn.v_proj"": 714.0}","{""mlp.down_proj"": -11.0, ""mlp.gate_proj"": -33.0, ""mlp.up_proj"": -15.0, ""self_attn.o_proj"": -24.0, ""self_attn.v_proj"": -15.0}","{""mlp.down_proj"": 0.00510204081632653, ""mlp.gate_proj"": 0.01979604079184163, ""mlp.up_proj"": 0.007392804337111878, ""self_attn.o_proj"": 0.016315431679129844, ""self_attn.v_proj"": 0.0205761316872428}",0.009433587023537585,0.004402902838792954,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,1283.0,1305.5714285714287,1283.0,-22.571428571428573,0.024451657804278815,0.017288543604333153,"{""mlp.down_proj"": 2156.0, ""mlp.gate_proj"": 1667.0, ""mlp.up_proj"": 2029.0, ""self_attn.k_proj"": 402.0, ""self_attn.o_proj"": 1471.0, ""self_attn.q_proj"": 685.0, ""self_attn.v_proj"": 729.0}","{""mlp.down_proj"": 2145.0, ""mlp.gate_proj"": 1634.0, ""mlp.up_proj"": 2014.0, ""self_attn.k_proj"": 388.0, ""self_attn.o_proj"": 1447.0, ""self_attn.q_proj"": 639.0, ""self_attn.v_proj"": 714.0}","{""mlp.down_proj"": -11.0, ""mlp.gate_proj"": -33.0, ""mlp.up_proj"": -15.0, ""self_attn.k_proj"": -14.0, ""self_attn.o_proj"": -24.0, ""self_attn.q_proj"": -46.0, ""self_attn.v_proj"": -15.0}","{""mlp.down_proj"": 0.00510204081632653, ""mlp.gate_proj"": 0.01979604079184163, ""mlp.up_proj"": 0.007392804337111878, ""self_attn.k_proj"": 0.03482587064676617, ""self_attn.o_proj"": 0.016315431679129844, ""self_attn.q_proj"": 0.06715328467153285, ""self_attn.v_proj"": 0.0205761316872428}",-0.010615167941948276,2.9714285714285715,307.79999999999995,False,True
qwen,opd,480,E_ood,E_mmluPro,0.025,18,5,equal5_non_qk,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",1244.0,1268.4,1244.0,-24.4,0.02213310288018551,0.019236833806370302,"{""mlp.down_proj"": 1847.0, ""mlp.gate_proj"": 1163.0, ""mlp.up_proj"": 1655.0, ""self_attn.o_proj"": 1105.0, ""self_attn.v_proj"": 572.0}","{""mlp.down_proj"": 1829.0, ""mlp.gate_proj"": 1124.0, ""mlp.up_proj"": 1633.0, ""self_attn.o_proj"": 1080.0, ""self_attn.v_proj"": 554.0}","{""mlp.down_proj"": -18.0, ""mlp.gate_proj"": -39.0, ""mlp.up_proj"": -22.0, ""self_attn.o_proj"": -25.0, ""self_attn.v_proj"": -18.0}","{""mlp.down_proj"": 0.009745533297238766, ""mlp.gate_proj"": 0.03353396388650043, ""mlp.up_proj"": 0.013293051359516616, ""self_attn.o_proj"": 0.02262443438914027, ""self_attn.v_proj"": 0.03146853146853147}",0.015241636881796,0.006891465998389509,7,equal7,True,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.k_proj,self_attn.o_proj,self_attn.q_proj,self_attn.v_proj",,960.5714285714286,984.2857142857143,960.5714285714286,-23.714285714285715,0.037638336894573694,0.024092888243831705,"{""mlp.down_proj"": 1847.0, ""mlp.gate_proj"": 1163.0, ""mlp.up_proj"": 1655.0, ""self_attn.k_proj"": 230.0, ""self_attn.o_proj"": 1105.0, ""self_attn.q_proj"": 318.0, ""self_attn.v_proj"": 572.0}","{""mlp.down_proj"": 1829.0, ""mlp.gate_proj"": 1124.0, ""mlp.up_proj"": 1633.0, ""self_attn.k_proj"": 218.0, ""self_attn.o_proj"": 1080.0, ""self_attn.q_proj"": 286.0, ""self_attn.v_proj"": 554.0}","{""mlp.down_proj"": -18.0, ""mlp.gate_proj"": -39.0, ""mlp.up_proj"": -22.0, ""self_attn.k_proj"": -12.0, ""self_attn.o_proj"": -25.0, ""self_attn.q_proj"": -32.0, ""self_attn.v_proj"": -18.0}","{""mlp.down_proj"": 0.009745533297238766, ""mlp.gate_proj"": 0.03353396388650043, ""mlp.up_proj"": 0.013293051359516616, ""self_attn.k_proj"": 0.05217391304347826, ""self_attn.o_proj"": 0.02262443438914027, ""self_attn.q_proj"": 0.10062893081761007, ""self_attn.v_proj"": 0.03146853146853147}",-0.015505234014388185,-0.6857142857142833,283.42857142857144,False,True
