model,domain,target,feature_block,OOF_R2,OOF_MAE,OOF_prediction_spearman,n_checkpoint_groups,n_state_rows,analysis_role,outer_split,standardization,alpha_selection
llama,mmlu,abs_delta_nll_t,PkAll-only,0.23682545915381603,0.5077337144668069,0.5130434782608695,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_a,C-only,0.35406921557967397,0.06279007857289301,0.37043478260869556,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_a,C-only-matched,0.35406921557967397,0.06279007857289301,0.37043478260869556,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_a,Pk4-only,-0.08897976696782339,0.08727583227343667,-0.29739130434782607,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_a,Pk8-only,-0.050915234123313224,0.08636854889439478,0.02260869565217391,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_a,Pk16-only,0.2881040506390947,0.06889228112917316,0.4904347826086956,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_a,Pk32-only,0.2853322226681899,0.06786466428882858,0.3460869565217391,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_a,PkAll-only,0.25228557169047894,0.07234544672651255,0.40695652173913033,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_p,C-only,0.5025913376075866,0.06281702217332887,0.46956521739130425,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_p,C-only-matched,0.5025913376075866,0.06281702217332887,0.46956521739130425,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_p,Pk4-only,-0.007086142864745515,0.08995736592384072,0.034782608695652174,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_p,Pk8-only,0.0819564892312662,0.08797876161016155,0.2643478260869565,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_p,Pk16-only,0.38903448602348556,0.07098860063154791,0.5591304347826086,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_p,Pk32-only,0.46874841079858853,0.0691468174450457,0.4478260869565217,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,delta_nll_f_minus_p,PkAll-only,0.5361095931860949,0.06313077274586205,0.4834782608695652,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,kl_f_minus_a,C-only,0.728285386729798,0.03340592643655484,0.8982608695652173,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,kl_f_minus_a,C-only-matched,0.728285386729798,0.03340592643655484,0.8982608695652173,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,kl_f_minus_a,Pk4-only,0.1120509853763737,0.05713652899257445,0.5330434782608695,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,kl_f_minus_a,Pk8-only,0.4956471339204812,0.04346710423522804,0.7260869565217389,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,kl_f_minus_a,Pk16-only,0.46116360023147906,0.045383494815059905,0.7556521739130433,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,kl_f_minus_a,Pk32-only,0.5914284724781451,0.04133033163231329,0.8139130434782607,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
llama,mmlu,kl_f_minus_a,PkAll-only,0.28524542875783554,0.04928421433758747,0.7652173913043477,6,24,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_p,C-only,0.2501328954323525,0.04208062695282849,0.6257400257400259,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_p,C-only-matched,-0.05893465831389966,0.05070231681844267,0.12060117302052785,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_p,Pk4-only,0.1187037690965771,0.03947435567457683,0.30975073313782986,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_p,Pk8-only,0.1736379589226701,0.040127327605305046,0.5586510263929617,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_p,Pk16-only,0.30348097444069333,0.036589282254116104,0.6242668621700879,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_p,Pk32-only,0.35979690299797185,0.036265932532650896,0.5989736070381232,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_p,PkAll-only,0.1756920136284219,0.039780063421927594,0.5095307917888563,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_c,C-only,0.17356525914793708,0.031709479452948545,0.7678249678249679,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_c,C-only-matched,0.13951958247355156,0.03504681185539758,0.7752932551319647,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_c,Pk4-only,-0.05257512992934532,0.03875490689074615,-0.13526392961876832,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_c,Pk8-only,-0.015996876907249824,0.03967647956804882,0.13269794721407624,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_c,Pk16-only,-0.04574351956742806,0.03966766843997563,-0.10080645161290322,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_c,Pk32-only,0.0769203748852767,0.03736071553961009,0.5894428152492668,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_c,PkAll-only,-0.16796571229616064,0.04220682717539982,0.21517595307917886,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b,C-only,0.09961287910842986,0.04329454797543829,0.38635778635778645,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b,C-only-matched,0.06859864216729539,0.047375656462517526,0.282258064516129,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b,Pk4-only,-0.06701748167209698,0.05040912810015266,-0.3581378299120234,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b,Pk8-only,-0.026508441274631034,0.05055267614522412,-0.21480938416422285,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b,Pk16-only,-0.03386837019665201,0.050719303586439585,-0.25366568914956006,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b,Pk32-only,-0.011469197371206663,0.048194175738070735,0.1656891495601173,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b,PkAll-only,-0.23053457691753532,0.05537595839842714,-0.026759530791788853,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_t,C-only,0.43981561512055667,0.780807392206105,0.5495495495495496,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_t,C-only-matched,0.39577029406132924,0.8349131251352536,0.5447214076246334,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_t,Pk4-only,0.12442712762329644,1.0130020137086941,0.35153958944281516,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_t,Pk8-only,0.38399353557579907,0.8052803337760384,0.6165689149560116,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_t,Pk16-only,0.5490344998558326,0.6755048068267582,0.7712609970674487,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_t,Pk32-only,0.6816414695175931,0.5617677478525227,0.8159824046920819,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_t,PkAll-only,0.7444987165921237,0.5431790539755461,0.8379765395894426,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_b,C-only,0.27172705687123866,0.030260958606514003,0.7688545688545689,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_b,C-only-matched,0.22718495857935184,0.03298918210719522,0.7565982404692082,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_b,Pk4-only,-0.04610943126607259,0.0370418693602493,-0.00843108504398827,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_b,Pk8-only,-0.010164399867919505,0.03642678683114825,0.2624633431085044,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_b,Pk16-only,-0.0522833439619228,0.038807067120505065,0.12683284457478003,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_b,Pk32-only,0.16707784514770452,0.034958075334471844,0.6030058651026393,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_b,PkAll-only,-0.1065729605315886,0.039630545602781474,0.43071847507331373,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_t,C-only,0.6508568869727052,0.34100618921260123,0.8015444015444017,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_t,C-only-matched,0.6044317769574813,0.3548341868691055,0.8086510263929618,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_t,Pk4-only,0.08685672147800505,0.5438299068656448,0.2782258064516129,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_t,Pk8-only,0.5776119421735078,0.3349299676800771,0.7573313782991201,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_t,Pk16-only,0.6315093855897227,0.31692080185085747,0.7804252199413488,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_t,Pk32-only,0.7178699388555585,0.2606019279306313,0.8427419354838708,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,kl_t,PkAll-only,0.6506668419623816,0.3005870842148952,0.786290322580645,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_c,C-only,0.1880474721822354,0.0302273428702095,0.7837837837837839,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_c,C-only-matched,0.14963935428776853,0.03342655580435335,0.7991202346041056,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_c,Pk4-only,-0.05393662078150929,0.03710453360034677,-0.11400293255131963,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_c,Pk8-only,-0.014695402925152923,0.038052810099090575,0.18145161290322578,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_c,Pk16-only,-0.04654148605437225,0.0380382858233375,-0.08541055718475073,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_c,Pk32-only,0.08715989214079511,0.03571294432335773,0.6206011730205278,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_c,PkAll-only,-0.16360105513288703,0.040443396814732344,0.25476539589442815,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_b,C-only,0.24878900882004673,0.040851023569268875,0.7621621621621621,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_b,C-only-matched,0.18012300576312057,0.04480849933138539,0.6964809384164222,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_b,Pk4-only,-0.03265120036979785,0.04838146254148262,-0.005865102639296188,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_b,Pk8-only,-0.020936982343310984,0.048875446812876575,0.17631964809384162,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_b,Pk16-only,-0.05916638254737672,0.049683127762362556,0.028958944281524925,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_b,Pk32-only,0.13385815371681198,0.04612145879494489,0.5406891495601173,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_b,PkAll-only,-0.11533027945132668,0.051104848347891675,0.35850439882697943,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_t,C-only,0.5642053384072936,0.49929862438774575,0.755984555984556,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_t,C-only-matched,0.5143194451841502,0.5461771125020727,0.7283724340175952,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_t,Pk4-only,0.2495930341275071,0.6479396112825377,0.49230205278592365,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_t,Pk8-only,0.5522399913453899,0.4490813093877438,0.8244134897360703,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_t,Pk16-only,0.6555200679731439,0.40563125823017937,0.8533724340175952,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_t,Pk32-only,0.7235456898649815,0.3513253486444845,0.8713343108504397,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,abs_delta_nll_t,PkAll-only,0.6338866084240289,0.43493224580929124,0.8159824046920819,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_c,C-only,-0.042805331194626595,0.013466769192883317,-0.3523809523809524,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_c,C-only-matched,-0.06781765574175447,0.013309758856146917,-0.37866568914956006,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_c,Pk4-only,-0.06512493356157045,0.013184892628209405,-0.46224340175953077,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_c,Pk8-only,-0.12190289678806199,0.013646489104857495,-0.21554252199413487,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_c,Pk16-only,-0.137817931846425,0.013737383195052286,-0.21810850439882695,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_c,Pk32-only,-0.14064467520947255,0.01377188568944318,-0.3739002932551319,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_c,PkAll-only,-0.14970987164047123,0.01377593789265733,-0.28115835777126097,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_p,C-only,-0.0305030492221694,0.03172231633638288,-0.019305019305019308,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_p,C-only-matched,-0.11531772822191222,0.034398083085809605,-0.1972140762463343,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_p,Pk4-only,0.05603170572637328,0.03403405034348879,0.30938416422287385,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_p,Pk8-only,0.16776367020948724,0.029240167514277868,0.406524926686217,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_p,Pk16-only,0.22903706466156093,0.02806537643029893,0.6337976539589442,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_p,Pk32-only,0.1462299224030651,0.028834146429832404,0.5135630498533724,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,math,delta_nll_b_minus_p,PkAll-only,-0.029077885105436074,0.03354650253739726,0.4369501466275659,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_p,C-only,0.11761777433799192,0.014041971508984964,-0.02059202059202059,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_p,C-only-matched,0.08412662357577072,0.01675559042657193,-0.00036656891495601173,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_p,Pk4-only,-0.027890550501349365,0.016726338648002936,-0.2133431085043988,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_p,Pk8-only,-0.011726127587215585,0.016544914182372833,-0.25549853372434017,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_p,Pk16-only,-0.014347421753645673,0.016593483095199438,-0.19208211143695011,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_p,Pk32-only,-0.014598011005916733,0.016463862380710986,-0.24303519061583576,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_p,PkAll-only,-0.2344596091959914,0.01903681100937652,-0.02346041055718475,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f,C-only,0.6294077895720953,0.10292065899579429,0.7861003861003861,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f,C-only-matched,0.6096039760636738,0.10983561077730108,0.786656891495601,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f,Pk4-only,-0.288444851399946,0.20089951625059674,-0.6147360703812316,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f,Pk8-only,0.5126589422271131,0.1086278063429735,0.7558651026392962,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f,Pk16-only,0.33210128766079383,0.13508087607026795,0.7269061583577713,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f,Pk32-only,0.3115805959000587,0.13984217627729673,0.7291055718475072,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f,PkAll-only,0.6470736547188973,0.09317871346396406,0.8255131964809383,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_a,C-only,0.1576430334811958,0.04494202045883706,-0.0913770913770914,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_a,C-only-matched,0.15459448545916377,0.047858742133899734,-0.059017595307917885,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_a,Pk4-only,-0.029211951442141393,0.05175495233601793,-0.09457478005865103,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_a,Pk8-only,-0.00769991528545888,0.052510729802341824,-0.1444281524926686,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_a,Pk16-only,-0.019399746581030497,0.05278817254797666,-0.16422287390029325,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_a,Pk32-only,0.05823454680774909,0.050637149918451106,-0.21480938416422285,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_a,PkAll-only,-0.22329608465932016,0.06232566230308187,-0.21370967741935482,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_t,C-only,0.4629995646378291,0.7653895573853599,0.6275418275418276,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_t,C-only-matched,0.340237531573816,0.7944969930814355,0.5692815249266862,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_t,Pk4-only,-0.15595246794660111,0.9678464839736194,-0.3317448680351906,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_t,Pk8-only,-0.04462510032116196,0.8518382927548178,-0.09420821114369501,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_t,Pk16-only,0.06740307645689447,0.8813527168043062,0.21774193548387094,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_t,Pk32-only,0.4025084304229717,0.7388369261040961,0.5505865102639296,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_t,PkAll-only,0.4584622243281976,0.6678066119797712,0.6389296187683284,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f,C-only,0.6265755795217145,0.05164478497408739,0.8249678249678251,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f,C-only-matched,0.576763625923961,0.05628597713175335,0.8541055718475072,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f,Pk4-only,-0.13704959993598043,0.09818341172667386,-0.6217008797653958,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f,Pk8-only,0.18730392874218438,0.07985078660981135,0.6213343108504398,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f,Pk16-only,0.19804101740559077,0.07628643546866196,0.5806451612903225,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f,Pk32-only,0.31768269064841403,0.06858660888851192,0.657624633431085,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f,PkAll-only,0.18903865096235362,0.07613262494558462,0.5832111436950146,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_a,C-only,0.45639978310903406,0.039495765807869274,0.8442728442728443,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_a,C-only-matched,0.4258177909091918,0.04340602121977562,0.846041055718475,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_a,Pk4-only,-0.05194974051873413,0.057459106891190784,-0.06414956011730204,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_a,Pk8-only,0.0294157290364353,0.060873911760758154,0.3508064516129032,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_a,Pk16-only,-0.013815488148558375,0.060160470441274184,0.24853372434017595,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_a,Pk32-only,0.24286845504653942,0.05189735792518074,0.7038123167155425,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_a,PkAll-only,-0.05560581646018514,0.0626475692595557,0.4171554252199413,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_t,C-only,0.6130543890047921,0.10235979510600902,0.8,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_t,C-only-matched,0.5964292075636635,0.09879162446445816,0.8592375366568914,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_t,Pk4-only,-0.16623307612173366,0.166543812806841,-0.5201612903225806,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
