model,domain,arm,feature,target,n,pearson,spearman,diagnostic_only,residual_model
llama,math,sft,p32_equal5,kl_b,6,0.9109404538911589,0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,c_equal5,kl_t,6,0.716670305903941,0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p4_equal5,kl_t,6,0.6863083891486109,0.6571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p8_equal5,kl_t,6,0.9119787588451519,0.8285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p16_equal5,kl_t,6,0.9309753252478344,1.0,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p32_equal5,kl_t,6,0.9772634447520948,0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,c_equal5,abs_delta_nll_c,6,0.5007493790815885,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p4_equal5,abs_delta_nll_c,6,0.7968703786134286,0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p8_equal5,abs_delta_nll_c,6,0.9563764271099109,0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p16_equal5,abs_delta_nll_c,6,0.8338116035384106,0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p32_equal5,abs_delta_nll_c,6,0.8978421980827151,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,c_equal5,abs_delta_nll_b,6,0.09806913753564601,0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p4_equal5,abs_delta_nll_b,6,0.7076942769918697,0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p8_equal5,abs_delta_nll_b,6,0.7216187838250844,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p16_equal5,abs_delta_nll_b,6,0.39176806051823143,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p32_equal5,abs_delta_nll_b,6,0.5471033507898478,0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,c_equal5,abs_delta_nll_t,6,-0.17359613347706754,0.028571428571428574,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p4_equal5,abs_delta_nll_t,6,0.37506270599084734,0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p8_equal5,abs_delta_nll_t,6,0.5038885180495123,0.3142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p16_equal5,abs_delta_nll_t,6,0.3793578701194917,0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p32_equal5,abs_delta_nll_t,6,0.4125621756446594,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,c_equal5,delta_nll_b_minus_c,6,-0.03243336439482682,0.028571428571428574,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p4_equal5,delta_nll_b_minus_c,6,0.6348473424678163,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p8_equal5,delta_nll_b_minus_c,6,0.6381372039420758,0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p16_equal5,delta_nll_b_minus_c,6,0.2839202890615044,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p32_equal5,delta_nll_b_minus_c,6,0.4606757175611892,0.3142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,c_equal5,delta_nll_b_minus_p,6,-0.06513493449773294,0.028571428571428574,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p4_equal5,delta_nll_b_minus_p,6,0.6634087357841263,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p8_equal5,delta_nll_b_minus_p,6,0.6318810000153426,0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p16_equal5,delta_nll_b_minus_p,6,0.24704302035487907,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,math,sft,p32_equal5,delta_nll_b_minus_p,6,0.4118497723514935,0.3142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,delta_nll_p,6,0.1690109101291498,0.2,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,delta_nll_p,6,0.4113329779313921,0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,delta_nll_p,6,0.4303481970096974,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,delta_nll_p,6,0.24059462890557076,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,delta_nll_p,6,-0.11222392625190358,-0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,delta_nll_f,6,0.3770110011163148,0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,delta_nll_f,6,-0.8831344347648741,-0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,delta_nll_f,6,-0.8535564301938527,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,delta_nll_f,6,-0.9330492330321675,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,delta_nll_f,6,-0.9002620950680785,-0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,delta_nll_a,6,0.2516552320723752,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,delta_nll_a,6,-0.8398658616396033,-0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,delta_nll_a,6,-0.8929147775907478,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,delta_nll_a,6,-0.9037628690927507,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,delta_nll_a,6,-0.8723807923745988,-0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,delta_nll_t,6,-0.12948002715458698,-0.028571428571428574,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,delta_nll_t,6,0.07696365272160768,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,delta_nll_t,6,0.17289045689820862,-0.028571428571428574,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,delta_nll_t,6,0.1317006269996259,-0.3142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,delta_nll_t,6,0.13448910834960406,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,kl_f,6,0.6723759143915955,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,kl_f,6,-0.46451836198041224,-0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,kl_f,6,-0.4318380051776452,-0.3142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,kl_f,6,-0.6394467211672448,-0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,kl_f,6,-0.8221820099603105,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,kl_a,6,0.12323386900640512,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,kl_a,6,0.016021251144342902,-0.028571428571428574,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,kl_a,6,0.020271969452350252,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,kl_a,6,-0.15301901688130531,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,kl_a,6,-0.474518499309201,-0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,kl_t,6,-0.012108162670974606,0.028571428571428574,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,kl_t,6,0.0734549074031057,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,kl_t,6,0.12958926562811404,0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,kl_t,6,0.004479519033208551,-0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,kl_t,6,-0.1879400793392055,-0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,abs_delta_nll_f,6,0.2695848767055981,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,abs_delta_nll_f,6,-0.9928640024770325,-1.0,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,abs_delta_nll_f,6,-0.9749332719554368,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,abs_delta_nll_f,6,-0.9763030317699858,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,abs_delta_nll_f,6,-0.8170191406063754,-0.8285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,abs_delta_nll_a,6,0.033736757110667016,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,abs_delta_nll_a,6,-0.9863652900460644,-1.0,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,abs_delta_nll_a,6,-0.9829911494799148,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,abs_delta_nll_a,6,-0.9299254985758565,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,abs_delta_nll_a,6,-0.737282054898319,-0.8285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,abs_delta_nll_t,6,-0.05856944868078798,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,abs_delta_nll_t,6,-0.65512332060311,-0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,abs_delta_nll_t,6,-0.5866459905581375,-0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,abs_delta_nll_t,6,-0.5852763858171101,-0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,abs_delta_nll_t,6,-0.46067945709545216,-0.3142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,delta_nll_f_minus_a,6,0.3776001963881653,0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,delta_nll_f_minus_a,6,-0.8396482855734986,-0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,delta_nll_f_minus_a,6,-0.7969798200629499,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,delta_nll_f_minus_a,6,-0.8841614228015738,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,delta_nll_f_minus_a,6,-0.8530248227298448,-0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,delta_nll_f_minus_p,6,0.32604773167385914,0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,delta_nll_f_minus_p,6,-0.9712925220515202,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,delta_nll_f_minus_p,6,-0.9471925466895297,-0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,delta_nll_f_minus_p,6,-0.9763165621509111,-1.0,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,delta_nll_f_minus_p,6,-0.8534740299380109,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,c_equal5,kl_f_minus_a,6,0.7441821489217562,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p4_equal5,kl_f_minus_a,6,-0.536492204885435,-0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p8_equal5,kl_f_minus_a,6,-0.499937277317382,-0.3142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p16_equal5,kl_f_minus_a,6,-0.6998165611334024,-0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,offkd,p32_equal5,kl_f_minus_a,6,-0.8383899462352946,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,delta_nll_p,6,0.303170113864625,0.028571428571428574,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,delta_nll_p,6,-0.7264939132193277,-0.6571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,delta_nll_p,6,-0.5990195174633841,-0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,delta_nll_p,6,-0.34636328718409337,-0.3142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,delta_nll_p,6,-0.1515390954167712,-0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,delta_nll_f,6,0.5724691669809238,0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,delta_nll_f,6,-0.8314028288107868,-0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,delta_nll_f,6,-0.43452270921971303,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,delta_nll_f,6,-0.029753193847472444,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,delta_nll_f,6,0.1649075678575006,0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,delta_nll_a,6,0.5940029239429505,0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,delta_nll_a,6,-0.5764409820302061,-0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,delta_nll_a,6,-0.2905995402838261,-0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,delta_nll_a,6,-0.010539713709891362,-0.2,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,delta_nll_a,6,0.183689381208914,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,delta_nll_t,6,0.8423960952295116,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,delta_nll_t,6,-0.09004546171736504,0.2,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,delta_nll_t,6,0.3065348599698459,0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,delta_nll_t,6,0.48430356834700306,0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,delta_nll_t,6,0.6573726639573505,0.8285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,kl_f,6,0.8169214731950613,0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,kl_f,6,-0.6604519894664623,-0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,kl_f,6,-0.08959921293063358,0.028571428571428574,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,kl_f,6,0.3469570244784623,0.3142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,kl_f,6,0.5123024587501339,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,kl_a,6,0.6982522986239058,0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,kl_a,6,-0.6195305691751137,-0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,kl_a,6,-0.22895802636830678,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,kl_a,6,0.1100078015371356,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,kl_a,6,0.3069223383922041,0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,kl_t,6,0.9456061994939184,0.8285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,kl_t,6,-0.34649642816770515,-0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,kl_t,6,0.22305235038857618,0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,kl_t,6,0.5601558086983404,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,kl_t,6,0.7279075853982536,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,abs_delta_nll_f,6,0.6460423375264386,0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,abs_delta_nll_f,6,-0.8057921914687743,-0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,abs_delta_nll_f,6,-0.3472660489929593,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,abs_delta_nll_f,6,0.07947109897570391,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,abs_delta_nll_f,6,0.2646778179938437,0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,abs_delta_nll_a,6,0.9890775478997369,0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,abs_delta_nll_a,6,-0.24561462350875835,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,abs_delta_nll_a,6,0.38016277879818905,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,abs_delta_nll_a,6,0.7190102791475961,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,abs_delta_nll_a,6,0.8483223283509579,0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,abs_delta_nll_t,6,0.865268379870681,0.8285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,abs_delta_nll_t,6,-0.14028910323905996,-0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,abs_delta_nll_t,6,0.28975886000316114,0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,abs_delta_nll_t,6,0.4976828551715983,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,abs_delta_nll_t,6,0.6728915495688323,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,delta_nll_f_minus_a,6,0.5503309154236937,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,delta_nll_f_minus_a,6,-0.8704080667672843,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,delta_nll_f_minus_a,6,-0.45756094629038985,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,delta_nll_f_minus_a,6,-0.033657199906170596,-0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,delta_nll_f_minus_a,6,0.15540332954885114,0.2,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,delta_nll_f_minus_p,6,0.6109005724805534,0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,delta_nll_f_minus_p,6,-0.8310948866846816,-0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,delta_nll_f_minus_p,6,-0.39135261893141654,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,delta_nll_f_minus_p,6,0.03308024369401732,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,delta_nll_f_minus_p,6,0.22282015652443274,0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,c_equal5,kl_f_minus_a,6,0.823343659807812,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p4_equal5,kl_f_minus_a,6,-0.6362015070716766,-0.3142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p8_equal5,kl_f_minus_a,6,-0.008761848646421285,0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p16_equal5,kl_f_minus_a,6,0.4495145591123583,0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,opd,p32_equal5,kl_f_minus_a,6,0.5864125314090194,0.6571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,delta_nll_p,6,0.6953953237712697,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,delta_nll_p,6,0.29523260441577454,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p8_equal5,delta_nll_p,6,0.2606992003630812,0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,delta_nll_p,6,0.3966957756291248,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,delta_nll_p,6,0.26525420796818727,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,delta_nll_f,6,0.8087579758449919,0.8285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,delta_nll_f,6,-0.6793462216452881,-0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p8_equal5,delta_nll_f,6,-0.7245325714762921,-0.6571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,delta_nll_f,6,-0.7919256287184394,-0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,delta_nll_f,6,-0.7442721219055103,-0.6571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,delta_nll_a,6,0.20614147354806123,-0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,delta_nll_a,6,-0.6367584688224867,-0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p8_equal5,delta_nll_a,6,-0.6766273384076001,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,delta_nll_a,6,-0.41186453679596413,-0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,delta_nll_a,6,-0.5589736502773827,-0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,delta_nll_t,6,-0.7222625931710831,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,delta_nll_t,6,-0.4172679222866519,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p8_equal5,delta_nll_t,6,-0.32864492417677293,-0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,delta_nll_t,6,-0.35633059452177474,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,delta_nll_t,6,0.07010742006315321,0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,kl_f,6,0.8247560769689553,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,kl_f,6,-0.26161745050718527,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
