arm,base_r_epsilon,delta_from_base,epsilon,layer,module,n_samples,probe,r_epsilon,step,track
frozen_self,469,0,0.025,7,self_attn.v_proj,30,E_math_hard_v2,469,5,per_checkpoint
frozen_self,338,0,0.05,7,self_attn.v_proj,30,E_math_hard_v2,338,5,per_checkpoint
frozen_self,212,0,0.1,7,self_attn.v_proj,30,E_math_hard_v2,212,5,per_checkpoint
frozen_self,948,-1,0.01,7,self_attn.o_proj,30,E_math_hard_v2,947,5,per_checkpoint
frozen_self,658,0,0.025,7,self_attn.o_proj,30,E_math_hard_v2,658,5,per_checkpoint
frozen_self,453,-1,0.05,7,self_attn.o_proj,30,E_math_hard_v2,452,5,per_checkpoint
frozen_self,272,-1,0.1,7,self_attn.o_proj,30,E_math_hard_v2,271,5,per_checkpoint
frozen_self,964,1,0.01,7,mlp.gate_proj,30,E_math_hard_v2,965,5,per_checkpoint
frozen_self,563,1,0.025,7,mlp.gate_proj,30,E_math_hard_v2,564,5,per_checkpoint
frozen_self,302,0,0.05,7,mlp.gate_proj,30,E_math_hard_v2,302,5,per_checkpoint
frozen_self,113,0,0.1,7,mlp.gate_proj,30,E_math_hard_v2,113,5,per_checkpoint
frozen_self,1475,0,0.01,7,mlp.up_proj,30,E_math_hard_v2,1475,5,per_checkpoint
frozen_self,1057,1,0.025,7,mlp.up_proj,30,E_math_hard_v2,1058,5,per_checkpoint
frozen_self,737,1,0.05,7,mlp.up_proj,30,E_math_hard_v2,738,5,per_checkpoint
frozen_self,438,0,0.1,7,mlp.up_proj,30,E_math_hard_v2,438,5,per_checkpoint
frozen_self,1800,0,0.01,7,mlp.down_proj,30,E_math_hard_v2,1800,5,per_checkpoint
frozen_self,1393,0,0.025,7,mlp.down_proj,30,E_math_hard_v2,1393,5,per_checkpoint
frozen_self,1064,0,0.05,7,mlp.down_proj,30,E_math_hard_v2,1064,5,per_checkpoint
frozen_self,731,0,0.1,7,mlp.down_proj,30,E_math_hard_v2,731,5,per_checkpoint
frozen_self,479,0,0.01,14,self_attn.q_proj,30,E_math_hard_v2,479,5,per_checkpoint
frozen_self,246,0,0.025,14,self_attn.q_proj,30,E_math_hard_v2,246,5,per_checkpoint
frozen_self,117,0,0.05,14,self_attn.q_proj,30,E_math_hard_v2,117,5,per_checkpoint
frozen_self,41,0,0.1,14,self_attn.q_proj,30,E_math_hard_v2,41,5,per_checkpoint
frozen_self,298,-1,0.01,14,self_attn.k_proj,30,E_math_hard_v2,297,5,per_checkpoint
frozen_self,168,-1,0.025,14,self_attn.k_proj,30,E_math_hard_v2,167,5,per_checkpoint
frozen_self,91,0,0.05,14,self_attn.k_proj,30,E_math_hard_v2,91,5,per_checkpoint
frozen_self,40,0,0.1,14,self_attn.k_proj,30,E_math_hard_v2,40,5,per_checkpoint
frozen_self,764,-1,0.01,14,self_attn.v_proj,30,E_math_hard_v2,763,5,per_checkpoint
frozen_self,620,-1,0.025,14,self_attn.v_proj,30,E_math_hard_v2,619,5,per_checkpoint
frozen_self,487,-1,0.05,14,self_attn.v_proj,30,E_math_hard_v2,486,5,per_checkpoint
frozen_self,341,0,0.1,14,self_attn.v_proj,30,E_math_hard_v2,341,5,per_checkpoint
frozen_self,1177,-3,0.01,14,self_attn.o_proj,30,E_math_hard_v2,1174,5,per_checkpoint
frozen_self,863,-2,0.025,14,self_attn.o_proj,30,E_math_hard_v2,861,5,per_checkpoint
frozen_self,627,-2,0.05,14,self_attn.o_proj,30,E_math_hard_v2,625,5,per_checkpoint
frozen_self,405,-2,0.1,14,self_attn.o_proj,30,E_math_hard_v2,403,5,per_checkpoint
frozen_self,877,-4,0.01,14,mlp.gate_proj,30,E_math_hard_v2,873,5,per_checkpoint
frozen_self,470,-3,0.025,14,mlp.gate_proj,30,E_math_hard_v2,467,5,per_checkpoint
frozen_self,225,-2,0.05,14,mlp.gate_proj,30,E_math_hard_v2,223,5,per_checkpoint
frozen_self,66,-1,0.1,14,mlp.gate_proj,30,E_math_hard_v2,65,5,per_checkpoint
frozen_self,1561,-2,0.01,14,mlp.up_proj,30,E_math_hard_v2,1559,5,per_checkpoint
frozen_self,1129,-3,0.025,14,mlp.up_proj,30,E_math_hard_v2,1126,5,per_checkpoint
frozen_self,792,-2,0.05,14,mlp.up_proj,30,E_math_hard_v2,790,5,per_checkpoint
frozen_self,474,-2,0.1,14,mlp.up_proj,30,E_math_hard_v2,472,5,per_checkpoint
frozen_self,1802,-2,0.01,14,mlp.down_proj,30,E_math_hard_v2,1800,5,per_checkpoint
frozen_self,1392,-3,0.025,14,mlp.down_proj,30,E_math_hard_v2,1389,5,per_checkpoint
frozen_self,1060,-3,0.05,14,mlp.down_proj,30,E_math_hard_v2,1057,5,per_checkpoint
frozen_self,724,-2,0.1,14,mlp.down_proj,30,E_math_hard_v2,722,5,per_checkpoint
frozen_self,515,-6,0.01,21,self_attn.q_proj,30,E_math_hard_v2,509,5,per_checkpoint
frozen_self,256,-3,0.025,21,self_attn.q_proj,30,E_math_hard_v2,253,5,per_checkpoint
frozen_self,114,-1,0.05,21,self_attn.q_proj,30,E_math_hard_v2,113,5,per_checkpoint
frozen_self,32,0,0.1,21,self_attn.q_proj,30,E_math_hard_v2,32,5,per_checkpoint
frozen_self,319,-2,0.01,21,self_attn.k_proj,30,E_math_hard_v2,317,5,per_checkpoint
frozen_self,171,-2,0.025,21,self_attn.k_proj,30,E_math_hard_v2,169,5,per_checkpoint
frozen_self,83,-1,0.05,21,self_attn.k_proj,30,E_math_hard_v2,82,5,per_checkpoint
frozen_self,30,0,0.1,21,self_attn.k_proj,30,E_math_hard_v2,30,5,per_checkpoint
frozen_self,685,-3,0.01,21,self_attn.v_proj,30,E_math_hard_v2,682,5,per_checkpoint
frozen_self,535,-3,0.025,21,self_attn.v_proj,30,E_math_hard_v2,532,5,per_checkpoint
frozen_self,406,-3,0.05,21,self_attn.v_proj,30,E_math_hard_v2,403,5,per_checkpoint
frozen_self,274,-2,0.1,21,self_attn.v_proj,30,E_math_hard_v2,272,5,per_checkpoint
frozen_self,952,-5,0.01,21,self_attn.o_proj,30,E_math_hard_v2,947,5,per_checkpoint
frozen_self,678,-4,0.025,21,self_attn.o_proj,30,E_math_hard_v2,674,5,per_checkpoint
frozen_self,480,-3,0.05,21,self_attn.o_proj,30,E_math_hard_v2,477,5,per_checkpoint
frozen_self,301,-2,0.1,21,self_attn.o_proj,30,E_math_hard_v2,299,5,per_checkpoint
frozen_self,1206,-14,0.01,21,mlp.gate_proj,30,E_math_hard_v2,1192,5,per_checkpoint
frozen_self,770,-12,0.025,21,mlp.gate_proj,30,E_math_hard_v2,758,5,per_checkpoint
frozen_self,463,-10,0.05,21,mlp.gate_proj,30,E_math_hard_v2,453,5,per_checkpoint
frozen_self,211,-7,0.1,21,mlp.gate_proj,30,E_math_hard_v2,204,5,per_checkpoint
frozen_self,1525,-11,0.01,21,mlp.up_proj,30,E_math_hard_v2,1514,5,per_checkpoint
frozen_self,1091,-11,0.025,21,mlp.up_proj,30,E_math_hard_v2,1080,5,per_checkpoint
frozen_self,758,-10,0.05,21,mlp.up_proj,30,E_math_hard_v2,748,5,per_checkpoint
frozen_self,447,-8,0.1,21,mlp.up_proj,30,E_math_hard_v2,439,5,per_checkpoint
frozen_self,1719,-10,0.01,21,mlp.down_proj,30,E_math_hard_v2,1709,5,per_checkpoint
frozen_self,1297,-11,0.025,21,mlp.down_proj,30,E_math_hard_v2,1286,5,per_checkpoint
frozen_self,959,-10,0.05,21,mlp.down_proj,30,E_math_hard_v2,949,5,per_checkpoint
frozen_self,625,-8,0.1,21,mlp.down_proj,30,E_math_hard_v2,617,5,per_checkpoint
frozen_self,522,0,0.01,7,self_attn.q_proj,128,E_ood,522,5,per_checkpoint
frozen_self,223,0,0.025,7,self_attn.q_proj,128,E_ood,223,5,per_checkpoint
frozen_self,77,0,0.05,7,self_attn.q_proj,128,E_ood,77,5,per_checkpoint
frozen_self,17,0,0.1,7,self_attn.q_proj,128,E_ood,17,5,per_checkpoint
frozen_self,308,0,0.01,7,self_attn.k_proj,128,E_ood,308,5,per_checkpoint
frozen_self,154,0,0.025,7,self_attn.k_proj,128,E_ood,154,5,per_checkpoint
frozen_self,67,0,0.05,7,self_attn.k_proj,128,E_ood,67,5,per_checkpoint
frozen_self,19,0,0.1,7,self_attn.k_proj,128,E_ood,19,5,per_checkpoint
frozen_self,744,0,0.01,7,self_attn.v_proj,128,E_ood,744,5,per_checkpoint
frozen_self,587,0,0.025,7,self_attn.v_proj,128,E_ood,587,5,per_checkpoint
frozen_self,444,0,0.05,7,self_attn.v_proj,128,E_ood,444,5,per_checkpoint
frozen_self,288,0,0.1,7,self_attn.v_proj,128,E_ood,288,5,per_checkpoint
frozen_self,1331,-2,0.01,7,self_attn.o_proj,128,E_ood,1329,5,per_checkpoint
frozen_self,960,-2,0.025,7,self_attn.o_proj,128,E_ood,958,5,per_checkpoint
frozen_self,674,-2,0.05,7,self_attn.o_proj,128,E_ood,672,5,per_checkpoint
frozen_self,403,-1,0.1,7,self_attn.o_proj,128,E_ood,402,5,per_checkpoint
frozen_self,1606,0,0.01,7,mlp.gate_proj,128,E_ood,1606,5,per_checkpoint
frozen_self,987,-1,0.025,7,mlp.gate_proj,128,E_ood,986,5,per_checkpoint
frozen_self,524,-1,0.05,7,mlp.gate_proj,128,E_ood,523,5,per_checkpoint
frozen_self,172,-1,0.1,7,mlp.gate_proj,128,E_ood,171,5,per_checkpoint
frozen_self,2288,-1,0.01,7,mlp.up_proj,128,E_ood,2287,5,per_checkpoint
frozen_self,1805,-1,0.025,7,mlp.up_proj,128,E_ood,1804,5,per_checkpoint
frozen_self,1351,-1,0.05,7,mlp.up_proj,128,E_ood,1350,5,per_checkpoint
frozen_self,853,-1,0.1,7,mlp.up_proj,128,E_ood,852,5,per_checkpoint
frozen_self,2435,-1,0.01,7,mlp.down_proj,128,E_ood,2434,5,per_checkpoint
frozen_self,2047,0,0.025,7,mlp.down_proj,128,E_ood,2047,5,per_checkpoint
frozen_self,1661,-1,0.05,7,mlp.down_proj,128,E_ood,1660,5,per_checkpoint
frozen_self,1203,0,0.1,7,mlp.down_proj,128,E_ood,1203,5,per_checkpoint
frozen_self,603,0,0.01,14,self_attn.q_proj,128,E_ood,603,5,per_checkpoint
frozen_self,288,0,0.025,14,self_attn.q_proj,128,E_ood,288,5,per_checkpoint
frozen_self,123,0,0.05,14,self_attn.q_proj,128,E_ood,123,5,per_checkpoint
frozen_self,41,0,0.1,14,self_attn.q_proj,128,E_ood,41,5,per_checkpoint
frozen_self,330,0,0.01,14,self_attn.k_proj,128,E_ood,330,5,per_checkpoint
frozen_self,178,0,0.025,14,self_attn.k_proj,128,E_ood,178,5,per_checkpoint
frozen_self,91,0,0.05,14,self_attn.k_proj,128,E_ood,91,5,per_checkpoint
frozen_self,39,0,0.1,14,self_attn.k_proj,128,E_ood,39,5,per_checkpoint
frozen_self,848,0,0.01,14,self_attn.v_proj,128,E_ood,848,5,per_checkpoint
frozen_self,728,-1,0.025,14,self_attn.v_proj,128,E_ood,727,5,per_checkpoint
frozen_self,602,0,0.05,14,self_attn.v_proj,128,E_ood,602,5,per_checkpoint
frozen_self,446,-1,0.1,14,self_attn.v_proj,128,E_ood,445,5,per_checkpoint
frozen_self,1557,-1,0.01,14,self_attn.o_proj,128,E_ood,1556,5,per_checkpoint
frozen_self,1191,0,0.025,14,self_attn.o_proj,128,E_ood,1191,5,per_checkpoint
frozen_self,891,0,0.05,14,self_attn.o_proj,128,E_ood,891,5,per_checkpoint
frozen_self,586,0,0.1,14,self_attn.o_proj,128,E_ood,586,5,per_checkpoint
frozen_self,1353,-3,0.01,14,mlp.gate_proj,128,E_ood,1350,5,per_checkpoint
frozen_self,732,-3,0.025,14,mlp.gate_proj,128,E_ood,729,5,per_checkpoint
frozen_self,328,-2,0.05,14,mlp.gate_proj,128,E_ood,326,5,per_checkpoint
frozen_self,83,-1,0.1,14,mlp.gate_proj,128,E_ood,82,5,per_checkpoint
frozen_self,2264,-2,0.01,14,mlp.up_proj,128,E_ood,2262,5,per_checkpoint
frozen_self,1776,-2,0.025,14,mlp.up_proj,128,E_ood,1774,5,per_checkpoint
frozen_self,1320,-2,0.05,14,mlp.up_proj,128,E_ood,1318,5,per_checkpoint
frozen_self,826,-2,0.1,14,mlp.up_proj,128,E_ood,824,5,per_checkpoint
frozen_self,2452,-1,0.01,14,mlp.down_proj,128,E_ood,2451,5,per_checkpoint
frozen_self,2058,-1,0.025,14,mlp.down_proj,128,E_ood,2057,5,per_checkpoint
frozen_self,1669,-1,0.05,14,mlp.down_proj,128,E_ood,1668,5,per_checkpoint
frozen_self,1213,-1,0.1,14,mlp.down_proj,128,E_ood,1212,5,per_checkpoint
frozen_self,726,-1,0.01,21,self_attn.q_proj,128,E_ood,725,5,per_checkpoint
frozen_self,347,-2,0.025,21,self_attn.q_proj,128,E_ood,345,5,per_checkpoint
frozen_self,133,-1,0.05,21,self_attn.q_proj,128,E_ood,132,5,per_checkpoint
frozen_self,31,0,0.1,21,self_attn.q_proj,128,E_ood,31,5,per_checkpoint
frozen_self,377,-1,0.01,21,self_attn.k_proj,128,E_ood,376,5,per_checkpoint
frozen_self,196,0,0.025,21,self_attn.k_proj,128,E_ood,196,5,per_checkpoint
frozen_self,83,0,0.05,21,self_attn.k_proj,128,E_ood,83,5,per_checkpoint
frozen_self,28,0,0.1,21,self_attn.k_proj,128,E_ood,28,5,per_checkpoint
frozen_self,786,0,0.01,21,self_attn.v_proj,128,E_ood,786,5,per_checkpoint
frozen_self,652,-1,0.025,21,self_attn.v_proj,128,E_ood,651,5,per_checkpoint
frozen_self,520,-1,0.05,21,self_attn.v_proj,128,E_ood,519,5,per_checkpoint
frozen_self,366,-1,0.1,21,self_attn.v_proj,128,E_ood,365,5,per_checkpoint
frozen_self,1414,-5,0.01,21,self_attn.o_proj,128,E_ood,1409,5,per_checkpoint
frozen_self,1049,-4,0.025,21,self_attn.o_proj,128,E_ood,1045,5,per_checkpoint
frozen_self,760,-4,0.05,21,self_attn.o_proj,128,E_ood,756,5,per_checkpoint
frozen_self,476,-3,0.1,21,self_attn.o_proj,128,E_ood,473,5,per_checkpoint
frozen_self,1877,-8,0.01,21,mlp.gate_proj,128,E_ood,1869,5,per_checkpoint
frozen_self,1302,-9,0.025,21,mlp.gate_proj,128,E_ood,1293,5,per_checkpoint
frozen_self,828,-8,0.05,21,mlp.gate_proj,128,E_ood,820,5,per_checkpoint
frozen_self,387,-5,0.1,21,mlp.gate_proj,128,E_ood,382,5,per_checkpoint
frozen_self,2272,-5,0.01,21,mlp.up_proj,128,E_ood,2267,5,per_checkpoint
frozen_self,1792,-7,0.025,21,mlp.up_proj,128,E_ood,1785,5,per_checkpoint
frozen_self,1347,-7,0.05,21,mlp.up_proj,128,E_ood,1340,5,per_checkpoint
frozen_self,865,-6,0.1,21,mlp.up_proj,128,E_ood,859,5,per_checkpoint
frozen_self,2445,-2,0.01,21,mlp.down_proj,128,E_ood,2443,5,per_checkpoint
frozen_self,2047,-3,0.025,21,mlp.down_proj,128,E_ood,2044,5,per_checkpoint
frozen_self,1654,-4,0.05,21,mlp.down_proj,128,E_ood,1650,5,per_checkpoint
frozen_self,1195,-5,0.1,21,mlp.down_proj,128,E_ood,1190,5,per_checkpoint
frozen_self,559,0,0.01,7,self_attn.q_proj,541,E_if,559,5,per_checkpoint
frozen_self,253,0,0.025,7,self_attn.q_proj,541,E_if,253,5,per_checkpoint
frozen_self,98,0,0.05,7,self_attn.q_proj,541,E_if,98,5,per_checkpoint
frozen_self,23,0,0.1,7,self_attn.q_proj,541,E_if,23,5,per_checkpoint
frozen_self,327,0,0.01,7,self_attn.k_proj,541,E_if,327,5,per_checkpoint
frozen_self,172,0,0.025,7,self_attn.k_proj,541,E_if,172,5,per_checkpoint
frozen_self,81,0,0.05,7,self_attn.k_proj,541,E_if,81,5,per_checkpoint
frozen_self,27,0,0.1,7,self_attn.k_proj,541,E_if,27,5,per_checkpoint
frozen_self,735,0,0.01,7,self_attn.v_proj,541,E_if,735,5,per_checkpoint
frozen_self,575,1,0.025,7,self_attn.v_proj,541,E_if,576,5,per_checkpoint
frozen_self,430,0,0.05,7,self_attn.v_proj,541,E_if,430,5,per_checkpoint
frozen_self,276,0,0.1,7,self_attn.v_proj,541,E_if,276,5,per_checkpoint
frozen_self,1347,-1,0.01,7,self_attn.o_proj,541,E_if,1346,5,per_checkpoint
frozen_self,979,-1,0.025,7,self_attn.o_proj,541,E_if,978,5,per_checkpoint
frozen_self,692,-1,0.05,7,self_attn.o_proj,541,E_if,691,5,per_checkpoint
frozen_self,417,-1,0.1,7,self_attn.o_proj,541,E_if,416,5,per_checkpoint
frozen_self,1624,0,0.01,7,mlp.gate_proj,541,E_if,1624,5,per_checkpoint
frozen_self,1008,0,0.025,7,mlp.gate_proj,541,E_if,1008,5,per_checkpoint
frozen_self,547,0,0.05,7,mlp.gate_proj,541,E_if,547,5,per_checkpoint
frozen_self,194,0,0.1,7,mlp.gate_proj,541,E_if,194,5,per_checkpoint
frozen_self,2268,0,0.01,7,mlp.up_proj,541,E_if,2268,5,per_checkpoint
frozen_self,1780,0,0.025,7,mlp.up_proj,541,E_if,1780,5,per_checkpoint
frozen_self,1322,0,0.05,7,mlp.up_proj,541,E_if,1322,5,per_checkpoint
frozen_self,822,0,0.1,7,mlp.up_proj,541,E_if,822,5,per_checkpoint
frozen_self,2454,0,0.01,7,mlp.down_proj,541,E_if,2454,5,per_checkpoint
frozen_self,2074,-1,0.025,7,mlp.down_proj,541,E_if,2073,5,per_checkpoint
frozen_self,1690,0,0.05,7,mlp.down_proj,541,E_if,1690,5,per_checkpoint
frozen_self,1231,-1,0.1,7,mlp.down_proj,541,E_if,1230,5,per_checkpoint
frozen_self,630,0,0.01,14,self_attn.q_proj,541,E_if,630,5,per_checkpoint
frozen_self,309,0,0.025,14,self_attn.q_proj,541,E_if,309,5,per_checkpoint
frozen_self,135,0,0.05,14,self_attn.q_proj,541,E_if,135,5,per_checkpoint
frozen_self,44,0,0.1,14,self_attn.q_proj,541,E_if,44,5,per_checkpoint
frozen_self,344,0,0.01,14,self_attn.k_proj,541,E_if,344,5,per_checkpoint
frozen_self,188,0,0.025,14,self_attn.k_proj,541,E_if,188,5,per_checkpoint
frozen_self,98,0,0.05,14,self_attn.k_proj,541,E_if,98,5,per_checkpoint
frozen_self,42,0,0.1,14,self_attn.k_proj,541,E_if,42,5,per_checkpoint
frozen_self,831,-1,0.01,14,self_attn.v_proj,541,E_if,830,5,per_checkpoint
frozen_self,703,0,0.025,14,self_attn.v_proj,541,E_if,703,5,per_checkpoint
frozen_self,571,0,0.05,14,self_attn.v_proj,541,E_if,571,5,per_checkpoint
frozen_self,408,0,0.1,14,self_attn.v_proj,541,E_if,408,5,per_checkpoint
frozen_self,1511,-2,0.01,14,self_attn.o_proj,541,E_if,1509,5,per_checkpoint
frozen_self,1157,-1,0.025,14,self_attn.o_proj,541,E_if,1156,5,per_checkpoint
frozen_self,868,-1,0.05,14,self_attn.o_proj,541,E_if,867,5,per_checkpoint
frozen_self,572,-1,0.1,14,self_attn.o_proj,541,E_if,571,5,per_checkpoint
frozen_self,1310,-3,0.01,14,mlp.gate_proj,541,E_if,1307,5,per_checkpoint
frozen_self,710,-3,0.025,14,mlp.gate_proj,541,E_if,707,5,per_checkpoint
frozen_self,328,-2,0.05,14,mlp.gate_proj,541,E_if,326,5,per_checkpoint
frozen_self,96,-1,0.1,14,mlp.gate_proj,541,E_if,95,5,per_checkpoint
frozen_self,2179,-2,0.01,14,mlp.up_proj,541,E_if,2177,5,per_checkpoint
frozen_self,1671,-1,0.025,14,mlp.up_proj,541,E_if,1670,5,per_checkpoint
frozen_self,1208,-1,0.05,14,mlp.up_proj,541,E_if,1207,5,per_checkpoint
frozen_self,722,-1,0.1,14,mlp.up_proj,541,E_if,721,5,per_checkpoint
frozen_self,2435,-1,0.01,14,mlp.down_proj,541,E_if,2434,5,per_checkpoint
frozen_self,2031,-2,0.025,14,mlp.down_proj,541,E_if,2029,5,per_checkpoint
frozen_self,1632,-1,0.05,14,mlp.down_proj,541,E_if,1631,5,per_checkpoint
frozen_self,1166,-2,0.1,14,mlp.down_proj,541,E_if,1164,5,per_checkpoint
frozen_self,758,-4,0.01,21,self_attn.q_proj,541,E_if,754,5,per_checkpoint
frozen_self,366,-2,0.025,21,self_attn.q_proj,541,E_if,364,5,per_checkpoint
frozen_self,143,-2,0.05,21,self_attn.q_proj,541,E_if,141,5,per_checkpoint
frozen_self,31,0,0.1,21,self_attn.q_proj,541,E_if,31,5,per_checkpoint
frozen_self,398,-1,0.01,21,self_attn.k_proj,541,E_if,397,5,per_checkpoint
frozen_self,218,-1,0.025,21,self_attn.k_proj,541,E_if,217,5,per_checkpoint
frozen_self,100,-1,0.05,21,self_attn.k_proj,541,E_if,99,5,per_checkpoint
frozen_self,34,0,0.1,21,self_attn.k_proj,541,E_if,34,5,per_checkpoint
frozen_self,777,-1,0.01,21,self_attn.v_proj,541,E_if,776,5,per_checkpoint
frozen_self,639,-1,0.025,21,self_attn.v_proj,541,E_if,638,5,per_checkpoint
frozen_self,503,-1,0.05,21,self_attn.v_proj,541,E_if,502,5,per_checkpoint
frozen_self,346,-1,0.1,21,self_attn.v_proj,541,E_if,345,5,per_checkpoint
frozen_self,1518,-8,0.01,21,self_attn.o_proj,541,E_if,1510,5,per_checkpoint
frozen_self,1147,-7,0.025,21,self_attn.o_proj,541,E_if,1140,5,per_checkpoint
frozen_self,848,-7,0.05,21,self_attn.o_proj,541,E_if,841,5,per_checkpoint
frozen_self,549,-5,0.1,21,self_attn.o_proj,541,E_if,544,5,per_checkpoint
frozen_self,1786,-9,0.01,21,mlp.gate_proj,541,E_if,1777,5,per_checkpoint
frozen_self,1198,-10,0.025,21,mlp.gate_proj,541,E_if,1188,5,per_checkpoint
frozen_self,725,-9,0.05,21,mlp.gate_proj,541,E_if,716,5,per_checkpoint
frozen_self,306,-6,0.1,21,mlp.gate_proj,541,E_if,300,5,per_checkpoint
frozen_self,2231,-5,0.01,21,mlp.up_proj,541,E_if,2226,5,per_checkpoint
frozen_self,1741,-6,0.025,21,mlp.up_proj,541,E_if,1735,5,per_checkpoint
frozen_self,1291,-7,0.05,21,mlp.up_proj,541,E_if,1284,5,per_checkpoint
frozen_self,809,-7,0.1,21,mlp.up_proj,541,E_if,802,5,per_checkpoint
frozen_self,2416,-4,0.01,21,mlp.down_proj,541,E_if,2412,5,per_checkpoint
frozen_self,2004,-5,0.025,21,mlp.down_proj,541,E_if,1999,5,per_checkpoint
frozen_self,1600,-6,0.05,21,mlp.down_proj,541,E_if,1594,5,per_checkpoint
frozen_self,1130,-6,0.1,21,mlp.down_proj,541,E_if,1124,5,per_checkpoint
frozen_self,602,0,0.01,7,self_attn.q_proj,128,E_general,602,5,per_checkpoint
frozen_self,277,0,0.025,7,self_attn.q_proj,128,E_general,277,5,per_checkpoint
frozen_self,104,0,0.05,7,self_attn.q_proj,128,E_general,104,5,per_checkpoint
frozen_self,24,0,0.1,7,self_attn.q_proj,128,E_general,24,5,per_checkpoint
frozen_self,347,0,0.01,7,self_attn.k_proj,128,E_general,347,5,per_checkpoint
frozen_self,186,0,0.025,7,self_attn.k_proj,128,E_general,186,5,per_checkpoint
frozen_self,88,0,0.05,7,self_attn.k_proj,128,E_general,88,5,per_checkpoint
frozen_self,29,0,0.1,7,self_attn.k_proj,128,E_general,29,5,per_checkpoint
frozen_self,769,0,0.01,7,self_attn.v_proj,128,E_general,769,5,per_checkpoint
frozen_self,619,0,0.025,7,self_attn.v_proj,128,E_general,619,5,per_checkpoint
frozen_self,479,0,0.05,7,self_attn.v_proj,128,E_general,479,5,per_checkpoint
frozen_self,323,0,0.1,7,self_attn.v_proj,128,E_general,323,5,per_checkpoint
frozen_self,1435,-1,0.01,7,self_attn.o_proj,128,E_general,1434,5,per_checkpoint
frozen_self,1072,-1,0.025,7,self_attn.o_proj,128,E_general,1071,5,per_checkpoint
frozen_self,784,-1,0.05,7,self_attn.o_proj,128,E_general,783,5,per_checkpoint
frozen_self,501,-1,0.1,7,self_attn.o_proj,128,E_general,500,5,per_checkpoint
frozen_self,1725,2,0.01,7,mlp.gate_proj,128,E_general,1727,5,per_checkpoint
frozen_self,1115,2,0.025,7,mlp.gate_proj,128,E_general,1117,5,per_checkpoint
frozen_self,635,1,0.05,7,mlp.gate_proj,128,E_general,636,5,per_checkpoint
frozen_self,235,0,0.1,7,mlp.gate_proj,128,E_general,235,5,per_checkpoint
frozen_self,2385,0,0.01,7,mlp.up_proj,128,E_general,2385,5,per_checkpoint
frozen_self,1939,1,0.025,7,mlp.up_proj,128,E_general,1940,5,per_checkpoint
frozen_self,1506,1,0.05,7,mlp.up_proj,128,E_general,1507,5,per_checkpoint
frozen_self,1012,1,0.1,7,mlp.up_proj,128,E_general,1013,5,per_checkpoint
frozen_self,2545,1,0.01,7,mlp.down_proj,128,E_general,2546,5,per_checkpoint
frozen_self,2208,0,0.025,7,mlp.down_proj,128,E_general,2208,5,per_checkpoint
frozen_self,1859,0,0.05,7,mlp.down_proj,128,E_general,1859,5,per_checkpoint
frozen_self,1428,0,0.1,7,mlp.down_proj,128,E_general,1428,5,per_checkpoint
frozen_self,693,-1,0.01,14,self_attn.q_proj,128,E_general,692,5,per_checkpoint
frozen_self,351,0,0.025,14,self_attn.q_proj,128,E_general,351,5,per_checkpoint
frozen_self,156,0,0.05,14,self_attn.q_proj,128,E_general,156,5,per_checkpoint
frozen_self,50,0,0.1,14,self_attn.q_proj,128,E_general,50,5,per_checkpoint
frozen_self,375,0,0.01,14,self_attn.k_proj,128,E_general,375,5,per_checkpoint
frozen_self,212,-1,0.025,14,self_attn.k_proj,128,E_general,211,5,per_checkpoint
frozen_self,111,0,0.05,14,self_attn.k_proj,128,E_general,111,5,per_checkpoint
frozen_self,48,0,0.1,14,self_attn.k_proj,128,E_general,48,5,per_checkpoint
frozen_self,863,0,0.01,14,self_attn.v_proj,128,E_general,863,5,per_checkpoint
frozen_self,751,0,0.025,14,self_attn.v_proj,128,E_general,751,5,per_checkpoint
frozen_self,631,0,0.05,14,self_attn.v_proj,128,E_general,631,5,per_checkpoint
frozen_self,479,0,0.1,14,self_attn.v_proj,128,E_general,479,5,per_checkpoint
frozen_self,1584,-1,0.01,14,self_attn.o_proj,128,E_general,1583,5,per_checkpoint
frozen_self,1239,-2,0.025,14,self_attn.o_proj,128,E_general,1237,5,per_checkpoint
frozen_self,955,-1,0.05,14,self_attn.o_proj,128,E_general,954,5,per_checkpoint
frozen_self,659,-1,0.1,14,self_attn.o_proj,128,E_general,658,5,per_checkpoint
frozen_self,1400,-1,0.01,14,mlp.gate_proj,128,E_general,1399,5,per_checkpoint
frozen_self,785,0,0.025,14,mlp.gate_proj,128,E_general,785,5,per_checkpoint
frozen_self,368,0,0.05,14,mlp.gate_proj,128,E_general,368,5,per_checkpoint
frozen_self,100,0,0.1,14,mlp.gate_proj,128,E_general,100,5,per_checkpoint
frozen_self,2315,-1,0.01,14,mlp.up_proj,128,E_general,2314,5,per_checkpoint
frozen_self,1853,-1,0.025,14,mlp.up_proj,128,E_general,1852,5,per_checkpoint
frozen_self,1413,0,0.05,14,mlp.up_proj,128,E_general,1413,5,per_checkpoint
frozen_self,924,-1,0.1,14,mlp.up_proj,128,E_general,923,5,per_checkpoint
frozen_self,2529,0,0.01,14,mlp.down_proj,128,E_general,2529,5,per_checkpoint
frozen_self,2167,0,0.025,14,mlp.down_proj,128,E_general,2167,5,per_checkpoint
frozen_self,1802,0,0.05,14,mlp.down_proj,128,E_general,1802,5,per_checkpoint
