arm,base_r_epsilon,epsilon,layer,module,n_samples,probe,r_epsilon,r_epsilon_delta,shared_base_compute,step,track
alpha05,1195,0.01,18,mlp.down_proj,32,E_math,1195,0,False,40,per_checkpoint
alpha05,945,0.025,18,mlp.down_proj,32,E_math,945,0,False,40,per_checkpoint
alpha05,733,0.05,18,mlp.down_proj,32,E_math,733,0,False,40,per_checkpoint
alpha05,510,0.1,18,mlp.down_proj,32,E_math,509,-1,False,40,per_checkpoint
alpha05,419,0.01,18,self_attn.q_proj,32,E_math,415,-4,False,80,per_checkpoint
alpha05,212,0.025,18,self_attn.q_proj,32,E_math,209,-3,False,80,per_checkpoint
alpha05,93,0.05,18,self_attn.q_proj,32,E_math,91,-2,False,80,per_checkpoint
alpha05,22,0.1,18,self_attn.q_proj,32,E_math,21,-1,False,80,per_checkpoint
alpha05,249,0.01,18,self_attn.k_proj,32,E_math,247,-2,False,80,per_checkpoint
alpha05,126,0.025,18,self_attn.k_proj,32,E_math,125,-1,False,80,per_checkpoint
alpha05,57,0.05,18,self_attn.k_proj,32,E_math,56,-1,False,80,per_checkpoint
alpha05,18,0.1,18,self_attn.k_proj,32,E_math,18,0,False,80,per_checkpoint
alpha05,502,0.01,18,self_attn.v_proj,32,E_math,500,-2,False,80,per_checkpoint
alpha05,352,0.025,18,self_attn.v_proj,32,E_math,349,-3,False,80,per_checkpoint
alpha05,237,0.05,18,self_attn.v_proj,32,E_math,234,-3,False,80,per_checkpoint
alpha05,130,0.1,18,self_attn.v_proj,32,E_math,128,-2,False,80,per_checkpoint
alpha05,776,0.01,18,self_attn.o_proj,32,E_math,775,-1,False,80,per_checkpoint
alpha05,550,0.025,18,self_attn.o_proj,32,E_math,549,-1,False,80,per_checkpoint
alpha05,384,0.05,18,self_attn.o_proj,32,E_math,383,-1,False,80,per_checkpoint
alpha05,232,0.1,18,self_attn.o_proj,32,E_math,231,-1,False,80,per_checkpoint
alpha05,912,0.01,18,mlp.gate_proj,32,E_math,911,-1,False,80,per_checkpoint
alpha05,638,0.025,18,mlp.gate_proj,32,E_math,637,-1,False,80,per_checkpoint
alpha05,427,0.05,18,mlp.gate_proj,32,E_math,425,-2,False,80,per_checkpoint
alpha05,232,0.1,18,mlp.gate_proj,32,E_math,230,-2,False,80,per_checkpoint
alpha05,1080,0.01,18,mlp.up_proj,32,E_math,1080,0,False,80,per_checkpoint
alpha05,822,0.025,18,mlp.up_proj,32,E_math,822,0,False,80,per_checkpoint
alpha05,610,0.05,18,mlp.up_proj,32,E_math,609,-1,False,80,per_checkpoint
alpha05,397,0.1,18,mlp.up_proj,32,E_math,396,-1,False,80,per_checkpoint
alpha05,1195,0.01,18,mlp.down_proj,32,E_math,1194,-1,False,80,per_checkpoint
alpha05,945,0.025,18,mlp.down_proj,32,E_math,943,-2,False,80,per_checkpoint
alpha05,733,0.05,18,mlp.down_proj,32,E_math,732,-1,False,80,per_checkpoint
alpha05,510,0.1,18,mlp.down_proj,32,E_math,508,-2,False,80,per_checkpoint
alpha05,419,0.01,18,self_attn.q_proj,32,E_math,407,-12,False,160,per_checkpoint
alpha05,212,0.025,18,self_attn.q_proj,32,E_math,203,-9,False,160,per_checkpoint
alpha05,93,0.05,18,self_attn.q_proj,32,E_math,87,-6,False,160,per_checkpoint
alpha05,22,0.1,18,self_attn.q_proj,32,E_math,19,-3,False,160,per_checkpoint
alpha05,249,0.01,18,self_attn.k_proj,32,E_math,245,-4,False,160,per_checkpoint
alpha05,126,0.025,18,self_attn.k_proj,32,E_math,123,-3,False,160,per_checkpoint
alpha05,57,0.05,18,self_attn.k_proj,32,E_math,55,-2,False,160,per_checkpoint
alpha05,18,0.1,18,self_attn.k_proj,32,E_math,18,0,False,160,per_checkpoint
alpha05,502,0.01,18,self_attn.v_proj,32,E_math,497,-5,False,160,per_checkpoint
alpha05,352,0.025,18,self_attn.v_proj,32,E_math,346,-6,False,160,per_checkpoint
alpha05,237,0.05,18,self_attn.v_proj,32,E_math,232,-5,False,160,per_checkpoint
alpha05,130,0.1,18,self_attn.v_proj,32,E_math,126,-4,False,160,per_checkpoint
alpha05,776,0.01,18,self_attn.o_proj,32,E_math,771,-5,False,160,per_checkpoint
alpha05,550,0.025,18,self_attn.o_proj,32,E_math,545,-5,False,160,per_checkpoint
alpha05,384,0.05,18,self_attn.o_proj,32,E_math,380,-4,False,160,per_checkpoint
alpha05,232,0.1,18,self_attn.o_proj,32,E_math,229,-3,False,160,per_checkpoint
alpha05,912,0.01,18,mlp.gate_proj,32,E_math,905,-7,False,160,per_checkpoint
alpha05,638,0.025,18,mlp.gate_proj,32,E_math,630,-8,False,160,per_checkpoint
alpha05,427,0.05,18,mlp.gate_proj,32,E_math,419,-8,False,160,per_checkpoint
alpha05,232,0.1,18,mlp.gate_proj,32,E_math,225,-7,False,160,per_checkpoint
alpha05,1080,0.01,18,mlp.up_proj,32,E_math,1077,-3,False,160,per_checkpoint
alpha05,822,0.025,18,mlp.up_proj,32,E_math,818,-4,False,160,per_checkpoint
alpha05,610,0.05,18,mlp.up_proj,32,E_math,605,-5,False,160,per_checkpoint
alpha05,397,0.1,18,mlp.up_proj,32,E_math,392,-5,False,160,per_checkpoint
alpha05,1195,0.01,18,mlp.down_proj,32,E_math,1190,-5,False,160,per_checkpoint
alpha05,945,0.025,18,mlp.down_proj,32,E_math,939,-6,False,160,per_checkpoint
alpha05,733,0.05,18,mlp.down_proj,32,E_math,727,-6,False,160,per_checkpoint
alpha05,510,0.1,18,mlp.down_proj,32,E_math,503,-7,False,160,per_checkpoint
alpha05,419,0.01,18,self_attn.q_proj,32,E_math,401,-18,False,320,per_checkpoint
alpha05,212,0.025,18,self_attn.q_proj,32,E_math,198,-14,False,320,per_checkpoint
alpha05,93,0.05,18,self_attn.q_proj,32,E_math,85,-8,False,320,per_checkpoint
alpha05,22,0.1,18,self_attn.q_proj,32,E_math,18,-4,False,320,per_checkpoint
alpha05,249,0.01,18,self_attn.k_proj,32,E_math,241,-8,False,320,per_checkpoint
alpha05,126,0.025,18,self_attn.k_proj,32,E_math,121,-5,False,320,per_checkpoint
alpha05,57,0.05,18,self_attn.k_proj,32,E_math,54,-3,False,320,per_checkpoint
alpha05,18,0.1,18,self_attn.k_proj,32,E_math,17,-1,False,320,per_checkpoint
alpha05,502,0.01,18,self_attn.v_proj,32,E_math,492,-10,False,320,per_checkpoint
alpha05,352,0.025,18,self_attn.v_proj,32,E_math,342,-10,False,320,per_checkpoint
alpha05,237,0.05,18,self_attn.v_proj,32,E_math,227,-10,False,320,per_checkpoint
alpha05,130,0.1,18,self_attn.v_proj,32,E_math,123,-7,False,320,per_checkpoint
alpha05,776,0.01,18,self_attn.o_proj,32,E_math,769,-7,False,320,per_checkpoint
alpha05,550,0.025,18,self_attn.o_proj,32,E_math,543,-7,False,320,per_checkpoint
alpha05,384,0.05,18,self_attn.o_proj,32,E_math,378,-6,False,320,per_checkpoint
alpha05,232,0.1,18,self_attn.o_proj,32,E_math,227,-5,False,320,per_checkpoint
alpha05,912,0.01,18,mlp.gate_proj,32,E_math,902,-10,False,320,per_checkpoint
alpha05,638,0.025,18,mlp.gate_proj,32,E_math,627,-11,False,320,per_checkpoint
alpha05,427,0.05,18,mlp.gate_proj,32,E_math,416,-11,False,320,per_checkpoint
alpha05,232,0.1,18,mlp.gate_proj,32,E_math,223,-9,False,320,per_checkpoint
alpha05,1080,0.01,18,mlp.up_proj,32,E_math,1075,-5,False,320,per_checkpoint
alpha05,822,0.025,18,mlp.up_proj,32,E_math,816,-6,False,320,per_checkpoint
alpha05,610,0.05,18,mlp.up_proj,32,E_math,603,-7,False,320,per_checkpoint
alpha05,397,0.1,18,mlp.up_proj,32,E_math,391,-6,False,320,per_checkpoint
alpha05,1195,0.01,18,mlp.down_proj,32,E_math,1186,-9,False,320,per_checkpoint
alpha05,945,0.025,18,mlp.down_proj,32,E_math,934,-11,False,320,per_checkpoint
alpha05,733,0.05,18,mlp.down_proj,32,E_math,722,-11,False,320,per_checkpoint
alpha05,510,0.1,18,mlp.down_proj,32,E_math,498,-12,False,320,per_checkpoint
alpha05,555,0.01,18,self_attn.q_proj,30,E_math_hard_v2,555,0,True,0,per_checkpoint
alpha05,280,0.025,18,self_attn.q_proj,30,E_math_hard_v2,280,0,True,0,per_checkpoint
alpha05,123,0.05,18,self_attn.q_proj,30,E_math_hard_v2,123,0,True,0,per_checkpoint
alpha05,31,0.1,18,self_attn.q_proj,30,E_math_hard_v2,31,0,True,0,per_checkpoint
alpha05,338,0.01,18,self_attn.k_proj,30,E_math_hard_v2,338,0,True,0,per_checkpoint
alpha05,188,0.025,18,self_attn.k_proj,30,E_math_hard_v2,188,0,True,0,per_checkpoint
alpha05,93,0.05,18,self_attn.k_proj,30,E_math_hard_v2,93,0,True,0,per_checkpoint
alpha05,33,0.1,18,self_attn.k_proj,30,E_math_hard_v2,33,0,True,0,per_checkpoint
alpha05,632,0.01,18,self_attn.v_proj,30,E_math_hard_v2,632,0,True,0,per_checkpoint
alpha05,471,0.025,18,self_attn.v_proj,30,E_math_hard_v2,471,0,True,0,per_checkpoint
alpha05,340,0.05,18,self_attn.v_proj,30,E_math_hard_v2,340,0,True,0,per_checkpoint
alpha05,209,0.1,18,self_attn.v_proj,30,E_math_hard_v2,209,0,True,0,per_checkpoint
alpha05,1126,0.01,18,self_attn.o_proj,30,E_math_hard_v2,1126,0,True,0,per_checkpoint
alpha05,815,0.025,18,self_attn.o_proj,30,E_math_hard_v2,815,0,True,0,per_checkpoint
alpha05,584,0.05,18,self_attn.o_proj,30,E_math_hard_v2,584,0,True,0,per_checkpoint
alpha05,369,0.1,18,self_attn.o_proj,30,E_math_hard_v2,369,0,True,0,per_checkpoint
alpha05,1286,0.01,18,mlp.gate_proj,30,E_math_hard_v2,1286,0,True,0,per_checkpoint
alpha05,889,0.025,18,mlp.gate_proj,30,E_math_hard_v2,889,0,True,0,per_checkpoint
alpha05,586,0.05,18,mlp.gate_proj,30,E_math_hard_v2,586,0,True,0,per_checkpoint
alpha05,309,0.1,18,mlp.gate_proj,30,E_math_hard_v2,309,0,True,0,per_checkpoint
alpha05,1539,0.01,18,mlp.up_proj,30,E_math_hard_v2,1539,0,True,0,per_checkpoint
alpha05,1167,0.025,18,mlp.up_proj,30,E_math_hard_v2,1167,0,True,0,per_checkpoint
alpha05,863,0.05,18,mlp.up_proj,30,E_math_hard_v2,863,0,True,0,per_checkpoint
alpha05,556,0.1,18,mlp.up_proj,30,E_math_hard_v2,556,0,True,0,per_checkpoint
alpha05,1764,0.01,18,mlp.down_proj,30,E_math_hard_v2,1764,0,True,0,per_checkpoint
alpha05,1417,0.025,18,mlp.down_proj,30,E_math_hard_v2,1417,0,True,0,per_checkpoint
alpha05,1117,0.05,18,mlp.down_proj,30,E_math_hard_v2,1117,0,True,0,per_checkpoint
alpha05,795,0.1,18,mlp.down_proj,30,E_math_hard_v2,795,0,True,0,per_checkpoint
alpha05,555,0.01,18,self_attn.q_proj,30,E_math_hard_v2,556,1,False,5,per_checkpoint
alpha05,280,0.025,18,self_attn.q_proj,30,E_math_hard_v2,281,1,False,5,per_checkpoint
alpha05,123,0.05,18,self_attn.q_proj,30,E_math_hard_v2,124,1,False,5,per_checkpoint
alpha05,31,0.1,18,self_attn.q_proj,30,E_math_hard_v2,31,0,False,5,per_checkpoint
alpha05,338,0.01,18,self_attn.k_proj,30,E_math_hard_v2,338,0,False,5,per_checkpoint
alpha05,188,0.025,18,self_attn.k_proj,30,E_math_hard_v2,188,0,False,5,per_checkpoint
alpha05,93,0.05,18,self_attn.k_proj,30,E_math_hard_v2,94,1,False,5,per_checkpoint
alpha05,33,0.1,18,self_attn.k_proj,30,E_math_hard_v2,33,0,False,5,per_checkpoint
alpha05,632,0.01,18,self_attn.v_proj,30,E_math_hard_v2,632,0,False,5,per_checkpoint
alpha05,471,0.025,18,self_attn.v_proj,30,E_math_hard_v2,471,0,False,5,per_checkpoint
alpha05,340,0.05,18,self_attn.v_proj,30,E_math_hard_v2,340,0,False,5,per_checkpoint
alpha05,209,0.1,18,self_attn.v_proj,30,E_math_hard_v2,209,0,False,5,per_checkpoint
alpha05,1126,0.01,18,self_attn.o_proj,30,E_math_hard_v2,1127,1,False,5,per_checkpoint
alpha05,815,0.025,18,self_attn.o_proj,30,E_math_hard_v2,816,1,False,5,per_checkpoint
alpha05,584,0.05,18,self_attn.o_proj,30,E_math_hard_v2,585,1,False,5,per_checkpoint
alpha05,369,0.1,18,self_attn.o_proj,30,E_math_hard_v2,370,1,False,5,per_checkpoint
alpha05,1286,0.01,18,mlp.gate_proj,30,E_math_hard_v2,1287,1,False,5,per_checkpoint
alpha05,889,0.025,18,mlp.gate_proj,30,E_math_hard_v2,890,1,False,5,per_checkpoint
alpha05,586,0.05,18,mlp.gate_proj,30,E_math_hard_v2,586,0,False,5,per_checkpoint
alpha05,309,0.1,18,mlp.gate_proj,30,E_math_hard_v2,309,0,False,5,per_checkpoint
alpha05,1539,0.01,18,mlp.up_proj,30,E_math_hard_v2,1540,1,False,5,per_checkpoint
alpha05,1167,0.025,18,mlp.up_proj,30,E_math_hard_v2,1168,1,False,5,per_checkpoint
alpha05,863,0.05,18,mlp.up_proj,30,E_math_hard_v2,864,1,False,5,per_checkpoint
alpha05,556,0.1,18,mlp.up_proj,30,E_math_hard_v2,557,1,False,5,per_checkpoint
alpha05,1764,0.01,18,mlp.down_proj,30,E_math_hard_v2,1765,1,False,5,per_checkpoint
alpha05,1417,0.025,18,mlp.down_proj,30,E_math_hard_v2,1418,1,False,5,per_checkpoint
alpha05,1117,0.05,18,mlp.down_proj,30,E_math_hard_v2,1117,0,False,5,per_checkpoint
alpha05,795,0.1,18,mlp.down_proj,30,E_math_hard_v2,796,1,False,5,per_checkpoint
alpha05,555,0.01,18,self_attn.q_proj,30,E_math_hard_v2,557,2,False,20,per_checkpoint
alpha05,280,0.025,18,self_attn.q_proj,30,E_math_hard_v2,282,2,False,20,per_checkpoint
alpha05,123,0.05,18,self_attn.q_proj,30,E_math_hard_v2,124,1,False,20,per_checkpoint
alpha05,31,0.1,18,self_attn.q_proj,30,E_math_hard_v2,31,0,False,20,per_checkpoint
alpha05,338,0.01,18,self_attn.k_proj,30,E_math_hard_v2,339,1,False,20,per_checkpoint
alpha05,188,0.025,18,self_attn.k_proj,30,E_math_hard_v2,189,1,False,20,per_checkpoint
alpha05,93,0.05,18,self_attn.k_proj,30,E_math_hard_v2,94,1,False,20,per_checkpoint
alpha05,33,0.1,18,self_attn.k_proj,30,E_math_hard_v2,33,0,False,20,per_checkpoint
alpha05,632,0.01,18,self_attn.v_proj,30,E_math_hard_v2,632,0,False,20,per_checkpoint
alpha05,471,0.025,18,self_attn.v_proj,30,E_math_hard_v2,472,1,False,20,per_checkpoint
alpha05,340,0.05,18,self_attn.v_proj,30,E_math_hard_v2,341,1,False,20,per_checkpoint
alpha05,209,0.1,18,self_attn.v_proj,30,E_math_hard_v2,209,0,False,20,per_checkpoint
alpha05,1126,0.01,18,self_attn.o_proj,30,E_math_hard_v2,1131,5,False,20,per_checkpoint
alpha05,815,0.025,18,self_attn.o_proj,30,E_math_hard_v2,819,4,False,20,per_checkpoint
alpha05,584,0.05,18,self_attn.o_proj,30,E_math_hard_v2,588,4,False,20,per_checkpoint
alpha05,369,0.1,18,self_attn.o_proj,30,E_math_hard_v2,372,3,False,20,per_checkpoint
alpha05,1286,0.01,18,mlp.gate_proj,30,E_math_hard_v2,1287,1,False,20,per_checkpoint
alpha05,889,0.025,18,mlp.gate_proj,30,E_math_hard_v2,890,1,False,20,per_checkpoint
alpha05,586,0.05,18,mlp.gate_proj,30,E_math_hard_v2,586,0,False,20,per_checkpoint
alpha05,309,0.1,18,mlp.gate_proj,30,E_math_hard_v2,309,0,False,20,per_checkpoint
alpha05,1539,0.01,18,mlp.up_proj,30,E_math_hard_v2,1541,2,False,20,per_checkpoint
alpha05,1167,0.025,18,mlp.up_proj,30,E_math_hard_v2,1169,2,False,20,per_checkpoint
alpha05,863,0.05,18,mlp.up_proj,30,E_math_hard_v2,864,1,False,20,per_checkpoint
alpha05,556,0.1,18,mlp.up_proj,30,E_math_hard_v2,558,2,False,20,per_checkpoint
alpha05,1764,0.01,18,mlp.down_proj,30,E_math_hard_v2,1767,3,False,20,per_checkpoint
alpha05,1417,0.025,18,mlp.down_proj,30,E_math_hard_v2,1420,3,False,20,per_checkpoint
alpha05,1117,0.05,18,mlp.down_proj,30,E_math_hard_v2,1120,3,False,20,per_checkpoint
alpha05,795,0.1,18,mlp.down_proj,30,E_math_hard_v2,798,3,False,20,per_checkpoint
alpha05,555,0.01,18,self_attn.q_proj,30,E_math_hard_v2,556,1,False,40,per_checkpoint
alpha05,280,0.025,18,self_attn.q_proj,30,E_math_hard_v2,281,1,False,40,per_checkpoint
alpha05,123,0.05,18,self_attn.q_proj,30,E_math_hard_v2,124,1,False,40,per_checkpoint
alpha05,31,0.1,18,self_attn.q_proj,30,E_math_hard_v2,31,0,False,40,per_checkpoint
alpha05,338,0.01,18,self_attn.k_proj,30,E_math_hard_v2,338,0,False,40,per_checkpoint
alpha05,188,0.025,18,self_attn.k_proj,30,E_math_hard_v2,188,0,False,40,per_checkpoint
alpha05,93,0.05,18,self_attn.k_proj,30,E_math_hard_v2,94,1,False,40,per_checkpoint
alpha05,33,0.1,18,self_attn.k_proj,30,E_math_hard_v2,33,0,False,40,per_checkpoint
alpha05,632,0.01,18,self_attn.v_proj,30,E_math_hard_v2,631,-1,False,40,per_checkpoint
alpha05,471,0.025,18,self_attn.v_proj,30,E_math_hard_v2,471,0,False,40,per_checkpoint
alpha05,340,0.05,18,self_attn.v_proj,30,E_math_hard_v2,339,-1,False,40,per_checkpoint
alpha05,209,0.1,18,self_attn.v_proj,30,E_math_hard_v2,208,-1,False,40,per_checkpoint
alpha05,1126,0.01,18,self_attn.o_proj,30,E_math_hard_v2,1129,3,False,40,per_checkpoint
alpha05,815,0.025,18,self_attn.o_proj,30,E_math_hard_v2,818,3,False,40,per_checkpoint
alpha05,584,0.05,18,self_attn.o_proj,30,E_math_hard_v2,587,3,False,40,per_checkpoint
alpha05,369,0.1,18,self_attn.o_proj,30,E_math_hard_v2,372,3,False,40,per_checkpoint
alpha05,1286,0.01,18,mlp.gate_proj,30,E_math_hard_v2,1286,0,False,40,per_checkpoint
alpha05,889,0.025,18,mlp.gate_proj,30,E_math_hard_v2,889,0,False,40,per_checkpoint
alpha05,586,0.05,18,mlp.gate_proj,30,E_math_hard_v2,585,-1,False,40,per_checkpoint
alpha05,309,0.1,18,mlp.gate_proj,30,E_math_hard_v2,308,-1,False,40,per_checkpoint
alpha05,1539,0.01,18,mlp.up_proj,30,E_math_hard_v2,1540,1,False,40,per_checkpoint
alpha05,1167,0.025,18,mlp.up_proj,30,E_math_hard_v2,1168,1,False,40,per_checkpoint
alpha05,863,0.05,18,mlp.up_proj,30,E_math_hard_v2,864,1,False,40,per_checkpoint
alpha05,556,0.1,18,mlp.up_proj,30,E_math_hard_v2,557,1,False,40,per_checkpoint
alpha05,1764,0.01,18,mlp.down_proj,30,E_math_hard_v2,1766,2,False,40,per_checkpoint
alpha05,1417,0.025,18,mlp.down_proj,30,E_math_hard_v2,1420,3,False,40,per_checkpoint
alpha05,1117,0.05,18,mlp.down_proj,30,E_math_hard_v2,1119,2,False,40,per_checkpoint
alpha05,795,0.1,18,mlp.down_proj,30,E_math_hard_v2,797,2,False,40,per_checkpoint
alpha05,555,0.01,18,self_attn.q_proj,30,E_math_hard_v2,552,-3,False,80,per_checkpoint
alpha05,280,0.025,18,self_attn.q_proj,30,E_math_hard_v2,278,-2,False,80,per_checkpoint
alpha05,123,0.05,18,self_attn.q_proj,30,E_math_hard_v2,122,-1,False,80,per_checkpoint
alpha05,31,0.1,18,self_attn.q_proj,30,E_math_hard_v2,30,-1,False,80,per_checkpoint
alpha05,338,0.01,18,self_attn.k_proj,30,E_math_hard_v2,337,-1,False,80,per_checkpoint
alpha05,188,0.025,18,self_attn.k_proj,30,E_math_hard_v2,187,-1,False,80,per_checkpoint
alpha05,93,0.05,18,self_attn.k_proj,30,E_math_hard_v2,93,0,False,80,per_checkpoint
alpha05,33,0.1,18,self_attn.k_proj,30,E_math_hard_v2,33,0,False,80,per_checkpoint
alpha05,632,0.01,18,self_attn.v_proj,30,E_math_hard_v2,630,-2,False,80,per_checkpoint
alpha05,471,0.025,18,self_attn.v_proj,30,E_math_hard_v2,469,-2,False,80,per_checkpoint
alpha05,340,0.05,18,self_attn.v_proj,30,E_math_hard_v2,338,-2,False,80,per_checkpoint
alpha05,209,0.1,18,self_attn.v_proj,30,E_math_hard_v2,207,-2,False,80,per_checkpoint
alpha05,1126,0.01,18,self_attn.o_proj,30,E_math_hard_v2,1126,0,False,80,per_checkpoint
alpha05,815,0.025,18,self_attn.o_proj,30,E_math_hard_v2,815,0,False,80,per_checkpoint
alpha05,584,0.05,18,self_attn.o_proj,30,E_math_hard_v2,585,1,False,80,per_checkpoint
alpha05,369,0.1,18,self_attn.o_proj,30,E_math_hard_v2,370,1,False,80,per_checkpoint
alpha05,1286,0.01,18,mlp.gate_proj,30,E_math_hard_v2,1285,-1,False,80,per_checkpoint
alpha05,889,0.025,18,mlp.gate_proj,30,E_math_hard_v2,888,-1,False,80,per_checkpoint
alpha05,586,0.05,18,mlp.gate_proj,30,E_math_hard_v2,584,-2,False,80,per_checkpoint
alpha05,309,0.1,18,mlp.gate_proj,30,E_math_hard_v2,308,-1,False,80,per_checkpoint
alpha05,1539,0.01,18,mlp.up_proj,30,E_math_hard_v2,1540,1,False,80,per_checkpoint
alpha05,1167,0.025,18,mlp.up_proj,30,E_math_hard_v2,1168,1,False,80,per_checkpoint
alpha05,863,0.05,18,mlp.up_proj,30,E_math_hard_v2,863,0,False,80,per_checkpoint
alpha05,556,0.1,18,mlp.up_proj,30,E_math_hard_v2,557,1,False,80,per_checkpoint
alpha05,1764,0.01,18,mlp.down_proj,30,E_math_hard_v2,1766,2,False,80,per_checkpoint
alpha05,1417,0.025,18,mlp.down_proj,30,E_math_hard_v2,1419,2,False,80,per_checkpoint
alpha05,1117,0.05,18,mlp.down_proj,30,E_math_hard_v2,1118,1,False,80,per_checkpoint
alpha05,795,0.1,18,mlp.down_proj,30,E_math_hard_v2,796,1,False,80,per_checkpoint
alpha05,555,0.01,18,self_attn.q_proj,30,E_math_hard_v2,540,-15,False,160,per_checkpoint
alpha05,280,0.025,18,self_attn.q_proj,30,E_math_hard_v2,269,-11,False,160,per_checkpoint
alpha05,123,0.05,18,self_attn.q_proj,30,E_math_hard_v2,116,-7,False,160,per_checkpoint
alpha05,31,0.1,18,self_attn.q_proj,30,E_math_hard_v2,28,-3,False,160,per_checkpoint
alpha05,338,0.01,18,self_attn.k_proj,30,E_math_hard_v2,332,-6,False,160,per_checkpoint
alpha05,188,0.025,18,self_attn.k_proj,30,E_math_hard_v2,183,-5,False,160,per_checkpoint
alpha05,93,0.05,18,self_attn.k_proj,30,E_math_hard_v2,91,-2,False,160,per_checkpoint
alpha05,33,0.1,18,self_attn.k_proj,30,E_math_hard_v2,32,-1,False,160,per_checkpoint
alpha05,632,0.01,18,self_attn.v_proj,30,E_math_hard_v2,625,-7,False,160,per_checkpoint
alpha05,471,0.025,18,self_attn.v_proj,30,E_math_hard_v2,464,-7,False,160,per_checkpoint
alpha05,340,0.05,18,self_attn.v_proj,30,E_math_hard_v2,333,-7,False,160,per_checkpoint
alpha05,209,0.1,18,self_attn.v_proj,30,E_math_hard_v2,203,-6,False,160,per_checkpoint
alpha05,1126,0.01,18,self_attn.o_proj,30,E_math_hard_v2,1118,-8,False,160,per_checkpoint
alpha05,815,0.025,18,self_attn.o_proj,30,E_math_hard_v2,807,-8,False,160,per_checkpoint
alpha05,584,0.05,18,self_attn.o_proj,30,E_math_hard_v2,577,-7,False,160,per_checkpoint
alpha05,369,0.1,18,self_attn.o_proj,30,E_math_hard_v2,364,-5,False,160,per_checkpoint
alpha05,1286,0.01,18,mlp.gate_proj,30,E_math_hard_v2,1276,-10,False,160,per_checkpoint
alpha05,889,0.025,18,mlp.gate_proj,30,E_math_hard_v2,878,-11,False,160,per_checkpoint
alpha05,586,0.05,18,mlp.gate_proj,30,E_math_hard_v2,575,-11,False,160,per_checkpoint
alpha05,309,0.1,18,mlp.gate_proj,30,E_math_hard_v2,300,-9,False,160,per_checkpoint
alpha05,1539,0.01,18,mlp.up_proj,30,E_math_hard_v2,1535,-4,False,160,per_checkpoint
alpha05,1167,0.025,18,mlp.up_proj,30,E_math_hard_v2,1162,-5,False,160,per_checkpoint
alpha05,863,0.05,18,mlp.up_proj,30,E_math_hard_v2,857,-6,False,160,per_checkpoint
alpha05,556,0.1,18,mlp.up_proj,30,E_math_hard_v2,551,-5,False,160,per_checkpoint
alpha05,1764,0.01,18,mlp.down_proj,30,E_math_hard_v2,1761,-3,False,160,per_checkpoint
alpha05,1417,0.025,18,mlp.down_proj,30,E_math_hard_v2,1413,-4,False,160,per_checkpoint
alpha05,1117,0.05,18,mlp.down_proj,30,E_math_hard_v2,1112,-5,False,160,per_checkpoint
alpha05,795,0.1,18,mlp.down_proj,30,E_math_hard_v2,790,-5,False,160,per_checkpoint
alpha05,555,0.01,18,self_attn.q_proj,30,E_math_hard_v2,531,-24,False,320,per_checkpoint
alpha05,280,0.025,18,self_attn.q_proj,30,E_math_hard_v2,262,-18,False,320,per_checkpoint
alpha05,123,0.05,18,self_attn.q_proj,30,E_math_hard_v2,112,-11,False,320,per_checkpoint
alpha05,31,0.1,18,self_attn.q_proj,30,E_math_hard_v2,26,-5,False,320,per_checkpoint
alpha05,338,0.01,18,self_attn.k_proj,30,E_math_hard_v2,327,-11,False,320,per_checkpoint
alpha05,188,0.025,18,self_attn.k_proj,30,E_math_hard_v2,179,-9,False,320,per_checkpoint
alpha05,93,0.05,18,self_attn.k_proj,30,E_math_hard_v2,88,-5,False,320,per_checkpoint
alpha05,33,0.1,18,self_attn.k_proj,30,E_math_hard_v2,31,-2,False,320,per_checkpoint
alpha05,632,0.01,18,self_attn.v_proj,30,E_math_hard_v2,620,-12,False,320,per_checkpoint
alpha05,471,0.025,18,self_attn.v_proj,30,E_math_hard_v2,459,-12,False,320,per_checkpoint
alpha05,340,0.05,18,self_attn.v_proj,30,E_math_hard_v2,327,-13,False,320,per_checkpoint
alpha05,209,0.1,18,self_attn.v_proj,30,E_math_hard_v2,198,-11,False,320,per_checkpoint
alpha05,1126,0.01,18,self_attn.o_proj,30,E_math_hard_v2,1111,-15,False,320,per_checkpoint
alpha05,815,0.025,18,self_attn.o_proj,30,E_math_hard_v2,801,-14,False,320,per_checkpoint
alpha05,584,0.05,18,self_attn.o_proj,30,E_math_hard_v2,572,-12,False,320,per_checkpoint
alpha05,369,0.1,18,self_attn.o_proj,30,E_math_hard_v2,359,-10,False,320,per_checkpoint
alpha05,1286,0.01,18,mlp.gate_proj,30,E_math_hard_v2,1269,-17,False,320,per_checkpoint
alpha05,889,0.025,18,mlp.gate_proj,30,E_math_hard_v2,871,-18,False,320,per_checkpoint
alpha05,586,0.05,18,mlp.gate_proj,30,E_math_hard_v2,569,-17,False,320,per_checkpoint
alpha05,309,0.1,18,mlp.gate_proj,30,E_math_hard_v2,295,-14,False,320,per_checkpoint
alpha05,1539,0.01,18,mlp.up_proj,30,E_math_hard_v2,1531,-8,False,320,per_checkpoint
alpha05,1167,0.025,18,mlp.up_proj,30,E_math_hard_v2,1158,-9,False,320,per_checkpoint
alpha05,863,0.05,18,mlp.up_proj,30,E_math_hard_v2,853,-10,False,320,per_checkpoint
alpha05,556,0.1,18,mlp.up_proj,30,E_math_hard_v2,548,-8,False,320,per_checkpoint
