arm,base_r_epsilon,delta_from_base,epsilon,layer,module,n_samples,probe,r_epsilon,step,track
opd,1331,-17,0.01,7,self_attn.o_proj,128,E_ood,1314,40,per_checkpoint
opd,960,-17,0.025,7,self_attn.o_proj,128,E_ood,943,40,per_checkpoint
opd,674,-16,0.05,7,self_attn.o_proj,128,E_ood,658,40,per_checkpoint
opd,403,-13,0.1,7,self_attn.o_proj,128,E_ood,390,40,per_checkpoint
opd,1606,-16,0.01,7,mlp.gate_proj,128,E_ood,1590,40,per_checkpoint
opd,987,-17,0.025,7,mlp.gate_proj,128,E_ood,970,40,per_checkpoint
opd,524,-14,0.05,7,mlp.gate_proj,128,E_ood,510,40,per_checkpoint
opd,172,-7,0.1,7,mlp.gate_proj,128,E_ood,165,40,per_checkpoint
opd,2288,-11,0.01,7,mlp.up_proj,128,E_ood,2277,40,per_checkpoint
opd,1805,-14,0.025,7,mlp.up_proj,128,E_ood,1791,40,per_checkpoint
opd,1351,-15,0.05,7,mlp.up_proj,128,E_ood,1336,40,per_checkpoint
opd,853,-15,0.1,7,mlp.up_proj,128,E_ood,838,40,per_checkpoint
opd,2435,-5,0.01,7,mlp.down_proj,128,E_ood,2430,40,per_checkpoint
opd,2047,-6,0.025,7,mlp.down_proj,128,E_ood,2041,40,per_checkpoint
opd,1661,-7,0.05,7,mlp.down_proj,128,E_ood,1654,40,per_checkpoint
opd,1203,-8,0.1,7,mlp.down_proj,128,E_ood,1195,40,per_checkpoint
opd,603,-9,0.01,14,self_attn.q_proj,128,E_ood,594,40,per_checkpoint
opd,288,-6,0.025,14,self_attn.q_proj,128,E_ood,282,40,per_checkpoint
opd,123,-4,0.05,14,self_attn.q_proj,128,E_ood,119,40,per_checkpoint
opd,41,-1,0.1,14,self_attn.q_proj,128,E_ood,40,40,per_checkpoint
opd,330,-5,0.01,14,self_attn.k_proj,128,E_ood,325,40,per_checkpoint
opd,178,-4,0.025,14,self_attn.k_proj,128,E_ood,174,40,per_checkpoint
opd,91,-2,0.05,14,self_attn.k_proj,128,E_ood,89,40,per_checkpoint
opd,39,0,0.1,14,self_attn.k_proj,128,E_ood,39,40,per_checkpoint
opd,848,-7,0.01,14,self_attn.v_proj,128,E_ood,841,40,per_checkpoint
opd,728,-10,0.025,14,self_attn.v_proj,128,E_ood,718,40,per_checkpoint
opd,602,-11,0.05,14,self_attn.v_proj,128,E_ood,591,40,per_checkpoint
opd,446,-12,0.1,14,self_attn.v_proj,128,E_ood,434,40,per_checkpoint
opd,1557,-31,0.01,14,self_attn.o_proj,128,E_ood,1526,40,per_checkpoint
opd,1191,-30,0.025,14,self_attn.o_proj,128,E_ood,1161,40,per_checkpoint
opd,891,-28,0.05,14,self_attn.o_proj,128,E_ood,863,40,per_checkpoint
opd,586,-23,0.1,14,self_attn.o_proj,128,E_ood,563,40,per_checkpoint
opd,1353,-55,0.01,14,mlp.gate_proj,128,E_ood,1298,40,per_checkpoint
opd,732,-48,0.025,14,mlp.gate_proj,128,E_ood,684,40,per_checkpoint
opd,328,-31,0.05,14,mlp.gate_proj,128,E_ood,297,40,per_checkpoint
opd,83,-10,0.1,14,mlp.gate_proj,128,E_ood,73,40,per_checkpoint
opd,2264,-32,0.01,14,mlp.up_proj,128,E_ood,2232,40,per_checkpoint
opd,1776,-39,0.025,14,mlp.up_proj,128,E_ood,1737,40,per_checkpoint
opd,1320,-41,0.05,14,mlp.up_proj,128,E_ood,1279,40,per_checkpoint
opd,826,-38,0.1,14,mlp.up_proj,128,E_ood,788,40,per_checkpoint
opd,2452,-17,0.01,14,mlp.down_proj,128,E_ood,2435,40,per_checkpoint
opd,2058,-23,0.025,14,mlp.down_proj,128,E_ood,2035,40,per_checkpoint
opd,1669,-26,0.05,14,mlp.down_proj,128,E_ood,1643,40,per_checkpoint
opd,1213,-26,0.1,14,mlp.down_proj,128,E_ood,1187,40,per_checkpoint
opd,726,-36,0.01,21,self_attn.q_proj,128,E_ood,690,40,per_checkpoint
opd,347,-25,0.025,21,self_attn.q_proj,128,E_ood,322,40,per_checkpoint
opd,133,-13,0.05,21,self_attn.q_proj,128,E_ood,120,40,per_checkpoint
opd,31,-4,0.1,21,self_attn.q_proj,128,E_ood,27,40,per_checkpoint
opd,377,-17,0.01,21,self_attn.k_proj,128,E_ood,360,40,per_checkpoint
opd,196,-14,0.025,21,self_attn.k_proj,128,E_ood,182,40,per_checkpoint
opd,83,-8,0.05,21,self_attn.k_proj,128,E_ood,75,40,per_checkpoint
opd,28,-2,0.1,21,self_attn.k_proj,128,E_ood,26,40,per_checkpoint
opd,786,-10,0.01,21,self_attn.v_proj,128,E_ood,776,40,per_checkpoint
opd,652,-14,0.025,21,self_attn.v_proj,128,E_ood,638,40,per_checkpoint
opd,520,-16,0.05,21,self_attn.v_proj,128,E_ood,504,40,per_checkpoint
opd,366,-16,0.1,21,self_attn.v_proj,128,E_ood,350,40,per_checkpoint
opd,1414,-40,0.01,21,self_attn.o_proj,128,E_ood,1374,40,per_checkpoint
opd,1049,-34,0.025,21,self_attn.o_proj,128,E_ood,1015,40,per_checkpoint
opd,760,-29,0.05,21,self_attn.o_proj,128,E_ood,731,40,per_checkpoint
opd,476,-22,0.1,21,self_attn.o_proj,128,E_ood,454,40,per_checkpoint
opd,1877,-97,0.01,21,mlp.gate_proj,128,E_ood,1780,40,per_checkpoint
opd,1301,-103,0.025,21,mlp.gate_proj,128,E_ood,1198,40,per_checkpoint
opd,828,-94,0.05,21,mlp.gate_proj,128,E_ood,734,40,per_checkpoint
opd,387,-66,0.1,21,mlp.gate_proj,128,E_ood,321,40,per_checkpoint
opd,2272,-54,0.01,21,mlp.up_proj,128,E_ood,2218,40,per_checkpoint
opd,1792,-67,0.025,21,mlp.up_proj,128,E_ood,1725,40,per_checkpoint
opd,1347,-68,0.05,21,mlp.up_proj,128,E_ood,1279,40,per_checkpoint
opd,865,-60,0.1,21,mlp.up_proj,128,E_ood,805,40,per_checkpoint
opd,2445,-36,0.01,21,mlp.down_proj,128,E_ood,2409,40,per_checkpoint
opd,2047,-48,0.025,21,mlp.down_proj,128,E_ood,1999,40,per_checkpoint
opd,1654,-53,0.05,21,mlp.down_proj,128,E_ood,1601,40,per_checkpoint
opd,1195,-53,0.1,21,mlp.down_proj,128,E_ood,1142,40,per_checkpoint
opd,558,-6,0.01,7,self_attn.q_proj,541,E_if,552,40,per_checkpoint
opd,253,-4,0.025,7,self_attn.q_proj,541,E_if,249,40,per_checkpoint
opd,97,-1,0.05,7,self_attn.q_proj,541,E_if,96,40,per_checkpoint
opd,23,0,0.1,7,self_attn.q_proj,541,E_if,23,40,per_checkpoint
opd,327,-4,0.01,7,self_attn.k_proj,541,E_if,323,40,per_checkpoint
opd,172,-2,0.025,7,self_attn.k_proj,541,E_if,170,40,per_checkpoint
opd,81,-1,0.05,7,self_attn.k_proj,541,E_if,80,40,per_checkpoint
opd,27,0,0.1,7,self_attn.k_proj,541,E_if,27,40,per_checkpoint
opd,735,-3,0.01,7,self_attn.v_proj,541,E_if,732,40,per_checkpoint
opd,575,-3,0.025,7,self_attn.v_proj,541,E_if,572,40,per_checkpoint
opd,430,-4,0.05,7,self_attn.v_proj,541,E_if,426,40,per_checkpoint
opd,276,-3,0.1,7,self_attn.v_proj,541,E_if,273,40,per_checkpoint
opd,1347,-8,0.01,7,self_attn.o_proj,541,E_if,1339,40,per_checkpoint
opd,979,-7,0.025,7,self_attn.o_proj,541,E_if,972,40,per_checkpoint
opd,692,-7,0.05,7,self_attn.o_proj,541,E_if,685,40,per_checkpoint
opd,417,-5,0.1,7,self_attn.o_proj,541,E_if,412,40,per_checkpoint
opd,1624,-6,0.01,7,mlp.gate_proj,541,E_if,1618,40,per_checkpoint
opd,1008,-6,0.025,7,mlp.gate_proj,541,E_if,1002,40,per_checkpoint
opd,547,-4,0.05,7,mlp.gate_proj,541,E_if,543,40,per_checkpoint
opd,194,-1,0.1,7,mlp.gate_proj,541,E_if,193,40,per_checkpoint
opd,2268,-8,0.01,7,mlp.up_proj,541,E_if,2260,40,per_checkpoint
opd,1780,-10,0.025,7,mlp.up_proj,541,E_if,1770,40,per_checkpoint
opd,1322,-11,0.05,7,mlp.up_proj,541,E_if,1311,40,per_checkpoint
opd,822,-9,0.1,7,mlp.up_proj,541,E_if,813,40,per_checkpoint
opd,2454,-4,0.01,7,mlp.down_proj,541,E_if,2450,40,per_checkpoint
opd,2074,-6,0.025,7,mlp.down_proj,541,E_if,2068,40,per_checkpoint
opd,1690,-7,0.05,7,mlp.down_proj,541,E_if,1683,40,per_checkpoint
opd,1231,-9,0.1,7,mlp.down_proj,541,E_if,1222,40,per_checkpoint
opd,630,-13,0.01,14,self_attn.q_proj,541,E_if,617,40,per_checkpoint
opd,309,-9,0.025,14,self_attn.q_proj,541,E_if,300,40,per_checkpoint
opd,135,-4,0.05,14,self_attn.q_proj,541,E_if,131,40,per_checkpoint
opd,44,-2,0.1,14,self_attn.q_proj,541,E_if,42,40,per_checkpoint
opd,344,-6,0.01,14,self_attn.k_proj,541,E_if,338,40,per_checkpoint
opd,188,-4,0.025,14,self_attn.k_proj,541,E_if,184,40,per_checkpoint
opd,98,-3,0.05,14,self_attn.k_proj,541,E_if,95,40,per_checkpoint
opd,42,-1,0.1,14,self_attn.k_proj,541,E_if,41,40,per_checkpoint
opd,831,-7,0.01,14,self_attn.v_proj,541,E_if,824,40,per_checkpoint
opd,703,-9,0.025,14,self_attn.v_proj,541,E_if,694,40,per_checkpoint
opd,571,-11,0.05,14,self_attn.v_proj,541,E_if,560,40,per_checkpoint
opd,408,-11,0.1,14,self_attn.v_proj,541,E_if,397,40,per_checkpoint
opd,1511,-30,0.01,14,self_attn.o_proj,541,E_if,1481,40,per_checkpoint
opd,1158,-30,0.025,14,self_attn.o_proj,541,E_if,1128,40,per_checkpoint
opd,868,-28,0.05,14,self_attn.o_proj,541,E_if,840,40,per_checkpoint
opd,572,-25,0.1,14,self_attn.o_proj,541,E_if,547,40,per_checkpoint
opd,1310,-53,0.01,14,mlp.gate_proj,541,E_if,1257,40,per_checkpoint
opd,710,-46,0.025,14,mlp.gate_proj,541,E_if,664,40,per_checkpoint
opd,328,-29,0.05,14,mlp.gate_proj,541,E_if,299,40,per_checkpoint
opd,96,-11,0.1,14,mlp.gate_proj,541,E_if,85,40,per_checkpoint
opd,2179,-32,0.01,14,mlp.up_proj,541,E_if,2147,40,per_checkpoint
opd,1671,-38,0.025,14,mlp.up_proj,541,E_if,1633,40,per_checkpoint
opd,1208,-39,0.05,14,mlp.up_proj,541,E_if,1169,40,per_checkpoint
opd,722,-33,0.1,14,mlp.up_proj,541,E_if,689,40,per_checkpoint
opd,2435,-23,0.01,14,mlp.down_proj,541,E_if,2412,40,per_checkpoint
opd,2031,-31,0.025,14,mlp.down_proj,541,E_if,2000,40,per_checkpoint
opd,1632,-34,0.05,14,mlp.down_proj,541,E_if,1598,40,per_checkpoint
opd,1166,-36,0.1,14,mlp.down_proj,541,E_if,1130,40,per_checkpoint
opd,758,-52,0.01,21,self_attn.q_proj,541,E_if,706,40,per_checkpoint
opd,366,-38,0.025,21,self_attn.q_proj,541,E_if,328,40,per_checkpoint
opd,143,-19,0.05,21,self_attn.q_proj,541,E_if,124,40,per_checkpoint
opd,31,-5,0.1,21,self_attn.q_proj,541,E_if,26,40,per_checkpoint
opd,398,-20,0.01,21,self_attn.k_proj,541,E_if,378,40,per_checkpoint
opd,218,-18,0.025,21,self_attn.k_proj,541,E_if,200,40,per_checkpoint
opd,100,-11,0.05,21,self_attn.k_proj,541,E_if,89,40,per_checkpoint
opd,34,-4,0.1,21,self_attn.k_proj,541,E_if,30,40,per_checkpoint
opd,777,-14,0.01,21,self_attn.v_proj,541,E_if,763,40,per_checkpoint
opd,639,-18,0.025,21,self_attn.v_proj,541,E_if,621,40,per_checkpoint
opd,503,-20,0.05,21,self_attn.v_proj,541,E_if,483,40,per_checkpoint
opd,346,-21,0.1,21,self_attn.v_proj,541,E_if,325,40,per_checkpoint
opd,1518,-65,0.01,21,self_attn.o_proj,541,E_if,1453,40,per_checkpoint
opd,1147,-59,0.025,21,self_attn.o_proj,541,E_if,1088,40,per_checkpoint
opd,848,-51,0.05,21,self_attn.o_proj,541,E_if,797,40,per_checkpoint
opd,549,-39,0.1,21,self_attn.o_proj,541,E_if,510,40,per_checkpoint
opd,1786,-107,0.01,21,mlp.gate_proj,541,E_if,1679,40,per_checkpoint
opd,1198,-112,0.025,21,mlp.gate_proj,541,E_if,1086,40,per_checkpoint
opd,725,-97,0.05,21,mlp.gate_proj,541,E_if,628,40,per_checkpoint
opd,306,-62,0.1,21,mlp.gate_proj,541,E_if,244,40,per_checkpoint
opd,2231,-63,0.01,21,mlp.up_proj,541,E_if,2168,40,per_checkpoint
opd,1741,-76,0.025,21,mlp.up_proj,541,E_if,1665,40,per_checkpoint
opd,1291,-78,0.05,21,mlp.up_proj,541,E_if,1213,40,per_checkpoint
opd,809,-69,0.1,21,mlp.up_proj,541,E_if,740,40,per_checkpoint
opd,2416,-50,0.01,21,mlp.down_proj,541,E_if,2366,40,per_checkpoint
opd,2004,-66,0.025,21,mlp.down_proj,541,E_if,1938,40,per_checkpoint
opd,1600,-73,0.05,21,mlp.down_proj,541,E_if,1527,40,per_checkpoint
opd,1130,-73,0.1,21,mlp.down_proj,541,E_if,1057,40,per_checkpoint
opd,602,-1,0.01,7,self_attn.q_proj,128,E_general,601,40,per_checkpoint
opd,277,-1,0.025,7,self_attn.q_proj,128,E_general,276,40,per_checkpoint
opd,104,0,0.05,7,self_attn.q_proj,128,E_general,104,40,per_checkpoint
opd,24,0,0.1,7,self_attn.q_proj,128,E_general,24,40,per_checkpoint
opd,347,-1,0.01,7,self_attn.k_proj,128,E_general,346,40,per_checkpoint
opd,186,-1,0.025,7,self_attn.k_proj,128,E_general,185,40,per_checkpoint
opd,88,-1,0.05,7,self_attn.k_proj,128,E_general,87,40,per_checkpoint
opd,29,0,0.1,7,self_attn.k_proj,128,E_general,29,40,per_checkpoint
opd,769,-2,0.01,7,self_attn.v_proj,128,E_general,767,40,per_checkpoint
opd,619,-2,0.025,7,self_attn.v_proj,128,E_general,617,40,per_checkpoint
opd,479,-2,0.05,7,self_attn.v_proj,128,E_general,477,40,per_checkpoint
opd,323,-2,0.1,7,self_attn.v_proj,128,E_general,321,40,per_checkpoint
opd,1435,-8,0.01,7,self_attn.o_proj,128,E_general,1427,40,per_checkpoint
opd,1072,-9,0.025,7,self_attn.o_proj,128,E_general,1063,40,per_checkpoint
opd,784,-8,0.05,7,self_attn.o_proj,128,E_general,776,40,per_checkpoint
opd,501,-7,0.1,7,self_attn.o_proj,128,E_general,494,40,per_checkpoint
opd,1725,2,0.01,7,mlp.gate_proj,128,E_general,1727,40,per_checkpoint
opd,1115,2,0.025,7,mlp.gate_proj,128,E_general,1117,40,per_checkpoint
opd,635,2,0.05,7,mlp.gate_proj,128,E_general,637,40,per_checkpoint
opd,235,2,0.1,7,mlp.gate_proj,128,E_general,237,40,per_checkpoint
opd,2385,-2,0.01,7,mlp.up_proj,128,E_general,2383,40,per_checkpoint
opd,1939,-2,0.025,7,mlp.up_proj,128,E_general,1937,40,per_checkpoint
opd,1506,-3,0.05,7,mlp.up_proj,128,E_general,1503,40,per_checkpoint
opd,1012,-3,0.1,7,mlp.up_proj,128,E_general,1009,40,per_checkpoint
opd,2545,1,0.01,7,mlp.down_proj,128,E_general,2546,40,per_checkpoint
opd,2208,0,0.025,7,mlp.down_proj,128,E_general,2208,40,per_checkpoint
opd,1859,0,0.05,7,mlp.down_proj,128,E_general,1859,40,per_checkpoint
opd,1428,-1,0.1,7,mlp.down_proj,128,E_general,1427,40,per_checkpoint
opd,692,-7,0.01,14,self_attn.q_proj,128,E_general,685,40,per_checkpoint
opd,351,-5,0.025,14,self_attn.q_proj,128,E_general,346,40,per_checkpoint
opd,156,-3,0.05,14,self_attn.q_proj,128,E_general,153,40,per_checkpoint
opd,50,-1,0.1,14,self_attn.q_proj,128,E_general,49,40,per_checkpoint
opd,375,-4,0.01,14,self_attn.k_proj,128,E_general,371,40,per_checkpoint
opd,212,-4,0.025,14,self_attn.k_proj,128,E_general,208,40,per_checkpoint
opd,111,-2,0.05,14,self_attn.k_proj,128,E_general,109,40,per_checkpoint
opd,48,-1,0.1,14,self_attn.k_proj,128,E_general,47,40,per_checkpoint
opd,863,-3,0.01,14,self_attn.v_proj,128,E_general,860,40,per_checkpoint
opd,751,-5,0.025,14,self_attn.v_proj,128,E_general,746,40,per_checkpoint
opd,631,-6,0.05,14,self_attn.v_proj,128,E_general,625,40,per_checkpoint
opd,479,-7,0.1,14,self_attn.v_proj,128,E_general,472,40,per_checkpoint
opd,1584,-22,0.01,14,self_attn.o_proj,128,E_general,1562,40,per_checkpoint
opd,1239,-22,0.025,14,self_attn.o_proj,128,E_general,1217,40,per_checkpoint
opd,955,-21,0.05,14,self_attn.o_proj,128,E_general,934,40,per_checkpoint
opd,659,-19,0.1,14,self_attn.o_proj,128,E_general,640,40,per_checkpoint
opd,1400,-26,0.01,14,mlp.gate_proj,128,E_general,1374,40,per_checkpoint
opd,785,-23,0.025,14,mlp.gate_proj,128,E_general,762,40,per_checkpoint
opd,369,-16,0.05,14,mlp.gate_proj,128,E_general,353,40,per_checkpoint
opd,100,-5,0.1,14,mlp.gate_proj,128,E_general,95,40,per_checkpoint
opd,2315,-15,0.01,14,mlp.up_proj,128,E_general,2300,40,per_checkpoint
opd,1853,-19,0.025,14,mlp.up_proj,128,E_general,1834,40,per_checkpoint
opd,1413,-21,0.05,14,mlp.up_proj,128,E_general,1392,40,per_checkpoint
opd,924,-20,0.1,14,mlp.up_proj,128,E_general,904,40,per_checkpoint
opd,2529,-8,0.01,14,mlp.down_proj,128,E_general,2521,40,per_checkpoint
opd,2167,-11,0.025,14,mlp.down_proj,128,E_general,2156,40,per_checkpoint
opd,1802,-14,0.05,14,mlp.down_proj,128,E_general,1788,40,per_checkpoint
opd,1362,-14,0.1,14,mlp.down_proj,128,E_general,1348,40,per_checkpoint
opd,851,-23,0.01,21,self_attn.q_proj,128,E_general,828,40,per_checkpoint
opd,444,-18,0.025,21,self_attn.q_proj,128,E_general,426,40,per_checkpoint
opd,185,-11,0.05,21,self_attn.q_proj,128,E_general,174,40,per_checkpoint
opd,40,-3,0.1,21,self_attn.q_proj,128,E_general,37,40,per_checkpoint
opd,435,-9,0.01,21,self_attn.k_proj,128,E_general,426,40,per_checkpoint
opd,253,-9,0.025,21,self_attn.k_proj,128,E_general,244,40,per_checkpoint
opd,119,-6,0.05,21,self_attn.k_proj,128,E_general,113,40,per_checkpoint
opd,40,-2,0.1,21,self_attn.k_proj,128,E_general,38,40,per_checkpoint
opd,813,-5,0.01,21,self_attn.v_proj,128,E_general,808,40,per_checkpoint
opd,689,-7,0.025,21,self_attn.v_proj,128,E_general,682,40,per_checkpoint
opd,564,-8,0.05,21,self_attn.v_proj,128,E_general,556,40,per_checkpoint
opd,413,-9,0.1,21,self_attn.v_proj,128,E_general,404,40,per_checkpoint
opd,1500,-36,0.01,21,self_attn.o_proj,128,E_general,1464,40,per_checkpoint
opd,1137,-33,0.025,21,self_attn.o_proj,128,E_general,1104,40,per_checkpoint
opd,844,-31,0.05,21,self_attn.o_proj,128,E_general,813,40,per_checkpoint
opd,548,-25,0.1,21,self_attn.o_proj,128,E_general,523,40,per_checkpoint
opd,1927,-42,0.01,21,mlp.gate_proj,128,E_general,1885,40,per_checkpoint
opd,1362,-46,0.025,21,mlp.gate_proj,128,E_general,1316,40,per_checkpoint
opd,887,-43,0.05,21,mlp.gate_proj,128,E_general,844,40,per_checkpoint
opd,430,-32,0.1,21,mlp.gate_proj,128,E_general,398,40,per_checkpoint
opd,2321,-24,0.01,21,mlp.up_proj,128,E_general,2297,40,per_checkpoint
opd,1864,-30,0.025,21,mlp.up_proj,128,E_general,1834,40,per_checkpoint
opd,1431,-32,0.05,21,mlp.up_proj,128,E_general,1399,40,per_checkpoint
opd,951,-29,0.1,21,mlp.up_proj,128,E_general,922,40,per_checkpoint
opd,2486,-17,0.01,21,mlp.down_proj,128,E_general,2469,40,per_checkpoint
opd,2104,-23,0.025,21,mlp.down_proj,128,E_general,2081,40,per_checkpoint
opd,1721,-26,0.05,21,mlp.down_proj,128,E_general,1695,40,per_checkpoint
opd,1265,-26,0.1,21,mlp.down_proj,128,E_general,1239,40,per_checkpoint
opd,295,-6,0.01,14,self_attn.q_proj,32,S_math,289,80,per_checkpoint
opd,138,-1,0.025,14,self_attn.q_proj,32,S_math,137,80,per_checkpoint
opd,65,0,0.05,14,self_attn.q_proj,32,S_math,65,80,per_checkpoint
opd,26,-1,0.1,14,self_attn.q_proj,32,S_math,25,80,per_checkpoint
opd,186,3,0.01,14,self_attn.k_proj,32,S_math,189,80,per_checkpoint
opd,94,4,0.025,14,self_attn.k_proj,32,S_math,98,80,per_checkpoint
opd,49,2,0.05,14,self_attn.k_proj,32,S_math,51,80,per_checkpoint
opd,19,0,0.1,14,self_attn.k_proj,32,S_math,19,80,per_checkpoint
opd,659,-24,0.01,14,self_attn.v_proj,32,S_math,635,80,per_checkpoint
opd,498,-23,0.025,14,self_attn.v_proj,32,S_math,475,80,per_checkpoint
opd,365,-19,0.05,14,self_attn.v_proj,32,S_math,346,80,per_checkpoint
opd,237,-13,0.1,14,self_attn.v_proj,32,S_math,224,80,per_checkpoint
opd,743,-24,0.01,14,self_attn.o_proj,32,S_math,719,80,per_checkpoint
opd,477,-14,0.025,14,self_attn.o_proj,32,S_math,463,80,per_checkpoint
opd,307,-8,0.05,14,self_attn.o_proj,32,S_math,299,80,per_checkpoint
opd,172,-3,0.1,14,self_attn.o_proj,32,S_math,169,80,per_checkpoint
opd,604,-64,0.01,14,mlp.gate_proj,32,S_math,540,80,per_checkpoint
opd,295,-35,0.025,14,mlp.gate_proj,32,S_math,260,80,per_checkpoint
opd,132,-17,0.05,14,mlp.gate_proj,32,S_math,115,80,per_checkpoint
opd,37,-5,0.1,14,mlp.gate_proj,32,S_math,32,80,per_checkpoint
opd,1193,-86,0.01,14,mlp.up_proj,32,S_math,1107,80,per_checkpoint
opd,783,-64,0.025,14,mlp.up_proj,32,S_math,719,80,per_checkpoint
opd,505,-45,0.05,14,mlp.up_proj,32,S_math,460,80,per_checkpoint
opd,275,-26,0.1,14,mlp.up_proj,32,S_math,249,80,per_checkpoint
opd,1423,-63,0.01,14,mlp.down_proj,32,S_math,1360,80,per_checkpoint
opd,1011,-49,0.025,14,mlp.down_proj,32,S_math,962,80,per_checkpoint
opd,711,-35,0.05,14,mlp.down_proj,32,S_math,676,80,per_checkpoint
opd,440,-20,0.1,14,mlp.down_proj,32,S_math,420,80,per_checkpoint
opd,391,-13,0.01,14,self_attn.q_proj,32,E_math,378,80,per_checkpoint
opd,208,-9,0.025,14,self_attn.q_proj,32,E_math,199,80,per_checkpoint
opd,103,-6,0.05,14,self_attn.q_proj,32,E_math,97,80,per_checkpoint
opd,38,-2,0.1,14,self_attn.q_proj,32,E_math,36,80,per_checkpoint
opd,263,-6,0.01,14,self_attn.k_proj,32,E_math,257,80,per_checkpoint
opd,150,-4,0.025,14,self_attn.k_proj,32,E_math,146,80,per_checkpoint
opd,84,-2,0.05,14,self_attn.k_proj,32,E_math,82,80,per_checkpoint
opd,38,-1,0.1,14,self_attn.k_proj,32,E_math,37,80,per_checkpoint
opd,659,-13,0.01,14,self_attn.v_proj,32,E_math,646,80,per_checkpoint
opd,517,-14,0.025,14,self_attn.v_proj,32,E_math,503,80,per_checkpoint
opd,397,-14,0.05,14,self_attn.v_proj,32,E_math,383,80,per_checkpoint
opd,273,-12,0.1,14,self_attn.v_proj,32,E_math,261,80,per_checkpoint
opd,848,-21,0.01,14,self_attn.o_proj,32,E_math,827,80,per_checkpoint
opd,618,-20,0.025,14,self_attn.o_proj,32,E_math,598,80,per_checkpoint
opd,447,-17,0.05,14,self_attn.o_proj,32,E_math,430,80,per_checkpoint
opd,289,-14,0.1,14,self_attn.o_proj,32,E_math,275,80,per_checkpoint
opd,588,-30,0.01,14,mlp.gate_proj,32,E_math,558,80,per_checkpoint
opd,322,-22,0.025,14,mlp.gate_proj,32,E_math,300,80,per_checkpoint
opd,158,-14,0.05,14,mlp.gate_proj,32,E_math,144,80,per_checkpoint
opd,49,-6,0.1,14,mlp.gate_proj,32,E_math,43,80,per_checkpoint
opd,1024,-27,0.01,14,mlp.up_proj,32,E_math,997,80,per_checkpoint
opd,752,-26,0.025,14,mlp.up_proj,32,E_math,726,80,per_checkpoint
opd,535,-23,0.05,14,mlp.up_proj,32,E_math,512,80,per_checkpoint
opd,326,-18,0.1,14,mlp.up_proj,32,E_math,308,80,per_checkpoint
opd,1191,-20,0.01,14,mlp.down_proj,32,E_math,1171,80,per_checkpoint
opd,928,-23,0.025,14,mlp.down_proj,32,E_math,905,80,per_checkpoint
opd,711,-22,0.05,14,mlp.down_proj,32,E_math,689,80,per_checkpoint
opd,489,-19,0.1,14,mlp.down_proj,32,E_math,470,80,per_checkpoint
opd,479,-21,0.01,14,self_attn.q_proj,30,E_math_hard_v2,458,80,per_checkpoint
opd,246,-14,0.025,14,self_attn.q_proj,30,E_math_hard_v2,232,80,per_checkpoint
opd,117,-9,0.05,14,self_attn.q_proj,30,E_math_hard_v2,108,80,per_checkpoint
opd,41,-3,0.1,14,self_attn.q_proj,30,E_math_hard_v2,38,80,per_checkpoint
opd,298,-10,0.01,14,self_attn.k_proj,30,E_math_hard_v2,288,80,per_checkpoint
opd,168,-7,0.025,14,self_attn.k_proj,30,E_math_hard_v2,161,80,per_checkpoint
opd,91,-3,0.05,14,self_attn.k_proj,30,E_math_hard_v2,88,80,per_checkpoint
opd,40,-1,0.1,14,self_attn.k_proj,30,E_math_hard_v2,39,80,per_checkpoint
opd,764,-15,0.01,14,self_attn.v_proj,30,E_math_hard_v2,749,80,per_checkpoint
opd,620,-18,0.025,14,self_attn.v_proj,30,E_math_hard_v2,602,80,per_checkpoint
opd,487,-19,0.05,14,self_attn.v_proj,30,E_math_hard_v2,468,80,per_checkpoint
opd,341,-17,0.1,14,self_attn.v_proj,30,E_math_hard_v2,324,80,per_checkpoint
opd,1177,-43,0.01,14,self_attn.o_proj,30,E_math_hard_v2,1134,80,per_checkpoint
opd,863,-39,0.025,14,self_attn.o_proj,30,E_math_hard_v2,824,80,per_checkpoint
opd,627,-34,0.05,14,self_attn.o_proj,30,E_math_hard_v2,593,80,per_checkpoint
opd,405,-27,0.1,14,self_attn.o_proj,30,E_math_hard_v2,378,80,per_checkpoint
opd,877,-71,0.01,14,mlp.gate_proj,30,E_math_hard_v2,806,80,per_checkpoint
opd,470,-52,0.025,14,mlp.gate_proj,30,E_math_hard_v2,418,80,per_checkpoint
opd,225,-33,0.05,14,mlp.gate_proj,30,E_math_hard_v2,192,80,per_checkpoint
opd,66,-13,0.1,14,mlp.gate_proj,30,E_math_hard_v2,53,80,per_checkpoint
opd,1561,-58,0.01,14,mlp.up_proj,30,E_math_hard_v2,1503,80,per_checkpoint
opd,1129,-56,0.025,14,mlp.up_proj,30,E_math_hard_v2,1073,80,per_checkpoint
opd,792,-49,0.05,14,mlp.up_proj,30,E_math_hard_v2,743,80,per_checkpoint
opd,474,-37,0.1,14,mlp.up_proj,30,E_math_hard_v2,437,80,per_checkpoint
opd,1802,-46,0.01,14,mlp.down_proj,30,E_math_hard_v2,1756,80,per_checkpoint
opd,1392,-48,0.025,14,mlp.down_proj,30,E_math_hard_v2,1344,80,per_checkpoint
opd,1060,-45,0.05,14,mlp.down_proj,30,E_math_hard_v2,1015,80,per_checkpoint
opd,724,-37,0.1,14,mlp.down_proj,30,E_math_hard_v2,687,80,per_checkpoint
