model,arm,checkpoint,probe_name,layer,module,epsilon,centered_state_rank,uncentered_state_rank,centered_minus_uncentered,spectrum_quantity,profile_source,checkpoint_weight_source,tail_at_r,tail_at_r_minus_1,margin_below,margin_above,two_sided_tail_margin,stable_rank,entropy_effective_rank,top1_energy_share,top10_energy_share,top32_energy_share,zero_probability_count,rank_spectrum_consistency,centered_state_rank_base,uncentered_state_rank_base,centered_absolute_contraction,centered_relative_contraction_module,uncentered_absolute_contraction,uncentered_relative_contraction_module
llama,opd,80,E_general,14,mlp.gate_proj,0.05,1136,350,786,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_general.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.04995424232897161,0.05002834517794593,4.575767102839301e-05,2.834517794592789e-05,2.834517794592789e-05,16.20876899133534,288.7303742299661,0.061694999819823834,0.3307101972227974,0.5007204305917817,0,PASS,1157.0,368.0,21.0,0.018150388936905792,18.0,0.04891304347826087
llama,opd,80,E_general,14,mlp.gate_proj,0.1,676,94,582,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_general.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.09992689618706632,0.10008445142975408,7.310381293368362e-05,8.445142975407882e-05,7.310381293368362e-05,16.20876899133534,288.7303742299661,0.061694999819823834,0.3307101972227974,0.5007204305917817,0,PASS,694.0,100.0,18.0,0.025936599423631124,6.0,0.06
llama,opd,80,E_general,14,mlp.up_proj,0.01,2362,2297,65,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_general.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.009991241261868726,0.010016011712389165,8.758738131274188e-06,1.6011712389164823e-05,8.758738131274188e-06,26.99955163870662,545.3473211951998,0.03703765208331822,0.2168391575522023,0.3699739915925516,0,PASS,2376.0,2314.0,14.0,0.005892255892255892,17.0,0.007346585998271392
llama,opd,80,E_general,14,mlp.up_proj,0.025,1920,1830,90,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_general.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.024987616279783045,0.025032143891720947,1.2383720216956745e-05,3.214389172094545e-05,1.2383720216956745e-05,26.99955163870662,545.3473211951998,0.03703765208331822,0.2168391575522023,0.3699739915925516,0,PASS,1938.0,1852.0,18.0,0.009287925696594427,22.0,0.011879049676025918
llama,opd,80,E_general,14,mlp.up_proj,0.05,1494,1389,105,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_general.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.04997705459098603,0.05005244795117929,2.2945409013971907e-05,5.2447951179285246e-05,2.2945409013971907e-05,26.99955163870662,545.3473211951998,0.03703765208331822,0.2168391575522023,0.3699739915925516,0,PASS,1514.0,1412.0,20.0,0.013210039630118891,23.0,0.016288951841359773
llama,opd,80,E_general,14,mlp.up_proj,0.1,1013,901,112,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_general.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.09988428952642932,0.10002441203890791,0.00011571047357068764,2.441203890790611e-05,2.441203890790611e-05,26.99955163870662,545.3473211951998,0.03703765208331822,0.2168391575522023,0.3699739915925516,0,PASS,1032.0,923.0,19.0,0.018410852713178296,22.0,0.023835319609967497
llama,opd,80,E_general,14,mlp.down_proj,0.01,2538,2519,19,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_general.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.009973301852098394,0.010004561980706175,2.669814790160624e-05,4.561980706174404e-06,4.561980706174404e-06,43.55111874906662,1165.1757114291709,0.022961522659424954,0.09971027769631363,0.18471700639893582,0,PASS,2546.0,2529.0,8.0,0.003142183817753339,10.0,0.0039541320680110716
llama,opd,80,E_general,14,mlp.down_proj,0.025,2180,2154,26,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_general.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.024969835047590237,0.025023688860596076,3.0164952409764828e-05,2.3688860596074446e-05,2.3688860596074446e-05,43.55111874906662,1165.1757114291709,0.022961522659424954,0.09971027769631363,0.18471700639893582,0,PASS,2191.0,2167.0,11.0,0.005020538566864446,13.0,0.005999077065066913
llama,opd,80,E_general,14,mlp.down_proj,0.05,1819,1786,33,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_general.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.049926456657094706,0.05001303221472112,7.354334290529674e-05,1.3032214721118984e-05,1.3032214721118984e-05,43.55111874906662,1165.1757114291709,0.022961522659424954,0.09971027769631363,0.18471700639893582,0,PASS,1832.0,1802.0,13.0,0.007096069868995633,16.0,0.008879023307436182
llama,opd,80,E_general,14,mlp.down_proj,0.1,1383,1345,38,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_general.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.09996617425651602,0.10011466965844333,3.382574348398393e-05,0.00011466965844332544,3.382574348398393e-05,43.55111874906662,1165.1757114291709,0.022961522659424954,0.09971027769631363,0.18471700639893582,0,PASS,1397.0,1362.0,14.0,0.010021474588403722,17.0,0.012481644640234948
llama,opd,80,E_math,14,self_attn.q_proj,0.01,639,377,262,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.009976873568810215,0.010019990952130728,2.3126431189785315e-05,1.999095213072767e-05,1.999095213072767e-05,8.796966874627097,97.26596637779728,0.11367554456573874,0.4535596354157808,0.6632597172617399,0,PASS,654.0,391.0,15.0,0.022935779816513763,14.0,0.03580562659846547
llama,opd,80,E_math,14,self_attn.q_proj,0.025,430,198,232,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.024889076772663082,0.025002197756578973,0.000110923227336919,2.1977565789720044e-06,2.1977565789720044e-06,8.796966874627097,97.26596637779728,0.11367554456573874,0.4535596354157808,0.6632597172617399,0,PASS,442.0,208.0,12.0,0.027149321266968326,10.0,0.04807692307692308
llama,opd,80,E_math,14,self_attn.q_proj,0.05,284,97,187,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.049867052728368784,0.05012104632520831,0.00013294727163121883,0.00012104632520830438,0.00012104632520830438,8.796966874627097,97.26596637779728,0.11367554456573874,0.4535596354157808,0.6632597172617399,0,PASS,294.0,103.0,10.0,0.034013605442176874,6.0,0.05825242718446602
llama,opd,80,E_math,14,self_attn.q_proj,0.1,161,36,125,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.09947953453162123,0.10012396630198508,0.0005204654683787779,0.00012396630198507896,0.00012396630198507896,8.796966874627097,97.26596637779728,0.11367554456573874,0.4535596354157808,0.6632597172617399,0,PASS,167.0,38.0,6.0,0.03592814371257485,2.0,0.05263157894736842
llama,opd,80,E_math,14,self_attn.k_proj,0.01,397,257,140,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.009964990236593816,0.010035321839967732,3.500976340618453e-05,3.532183996773214e-05,3.500976340618453e-05,9.054523677068012,79.42872531228234,0.11044203269716499,0.4749867721863665,0.6980102283832509,0,PASS,406.0,263.0,9.0,0.022167487684729065,6.0,0.022813688212927757
llama,opd,80,E_math,14,self_attn.k_proj,0.025,270,146,124,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.024983900775636503,0.025172610522240256,1.6099224363498588e-05,0.00017261052224025464,1.6099224363498588e-05,9.054523677068012,79.42872531228234,0.11044203269716499,0.4749867721863665,0.6980102283832509,0,PASS,278.0,150.0,8.0,0.02877697841726619,4.0,0.02666666666666667
llama,opd,80,E_math,14,self_attn.k_proj,0.05,183,81,102,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.04976243039057112,0.05018146616989342,0.00023756960942888233,0.00018146616989341696,0.00018146616989341696,9.054523677068012,79.42872531228234,0.11044203269716499,0.4749867721863665,0.6980102283832509,0,PASS,189.0,84.0,6.0,0.031746031746031744,3.0,0.03571428571428571
llama,opd,80,E_math,14,self_attn.k_proj,0.1,109,37,72,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.09967537238951939,0.10075507716573433,0.0003246276104806184,0.0007550771657343219,0.0003246276104806184,9.054523677068012,79.42872531228234,0.11044203269716499,0.4749867721863665,0.6980102283832509,0,PASS,113.0,38.0,4.0,0.035398230088495575,1.0,0.02631578947368421
llama,opd,80,E_math,14,self_attn.v_proj,0.01,661,645,16,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.009996284738831965,0.010067604783640422,3.7152611680347364e-06,6.760478364042227e-05,3.7152611680347364e-06,23.507495366978898,235.50544896995757,0.04253962340048806,0.23255291407648676,0.43453930737017876,0,PASS,673.0,659.0,12.0,0.017830609212481426,14.0,0.021244309559939303
llama,opd,80,E_math,14,self_attn.v_proj,0.025,521,502,19,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.02489453354293228,0.025046437000751105,0.00010546645706772245,4.643700075110391e-05,4.643700075110391e-05,23.507495366978898,235.50544896995757,0.04253962340048806,0.23255291407648676,0.43453930737017876,0,PASS,533.0,516.0,12.0,0.0225140712945591,14.0,0.027131782945736434
llama,opd,80,E_math,14,self_attn.v_proj,0.05,403,383,20,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.04977858202720919,0.05006483667892632,0.0002214179727908147,6.483667892631662e-05,6.483667892631662e-05,23.507495366978898,235.50544896995757,0.04253962340048806,0.23255291407648676,0.43453930737017876,0,PASS,415.0,397.0,12.0,0.02891566265060241,14.0,0.03526448362720403
llama,opd,80,E_math,14,self_attn.v_proj,0.1,281,261,20,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.09951286383615615,0.10008335294393586,0.0004871361638438543,8.33529439358549e-05,8.33529439358549e-05,23.507495366978898,235.50544896995757,0.04253962340048806,0.23255291407648676,0.43453930737017876,0,PASS,291.0,273.0,10.0,0.03436426116838488,12.0,0.04395604395604396
llama,opd,80,E_math,14,self_attn.o_proj,0.01,837,806,31,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.009996414314059279,0.010039489650442272,3.5856859407212838e-06,3.9489650442271415e-05,3.5856859407212838e-06,20.82227660119903,227.72047393570105,0.04802548823803522,0.26783500717843695,0.4642579048259042,0,PASS,856.0,828.0,19.0,0.02219626168224299,22.0,0.026570048309178744
llama,opd,80,E_math,14,self_attn.o_proj,0.025,620,588,32,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.024956470342276254,0.0250611472076137,4.352965772374748e-05,6.114720761369805e-05,4.352965772374748e-05,20.82227660119903,227.72047393570105,0.04802548823803522,0.26783500717843695,0.4642579048259042,0,PASS,636.0,607.0,16.0,0.025157232704402517,19.0,0.03130148270181219
llama,opd,80,E_math,14,self_attn.o_proj,0.05,456,424,32,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.04985110343684341,0.05006554353646907,0.00014889656315659333,6.554353646906486e-05,6.554353646906486e-05,20.82227660119903,227.72047393570105,0.04802548823803522,0.26783500717843695,0.4642579048259042,0,PASS,469.0,441.0,13.0,0.02771855010660981,17.0,0.03854875283446712
llama,opd,80,E_math,14,self_attn.o_proj,0.1,301,272,29,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.09959707984354152,0.10006865429979102,0.0004029201564584861,6.865429979101279e-05,6.865429979101279e-05,20.82227660119903,227.72047393570105,0.04802548823803522,0.26783500717843695,0.4642579048259042,0,PASS,311.0,286.0,10.0,0.03215434083601286,14.0,0.04895104895104895
llama,opd,80,E_math,14,mlp.gate_proj,0.01,949,557,392,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.009984880405050313,0.010020648162964666,1.5119594949687676e-05,2.0648162964665914e-05,1.5119594949687676e-05,9.207925068992525,146.69468945969786,0.1086021000939155,0.404753711410662,0.5796919847370741,0,PASS,974.0,587.0,25.0,0.02566735112936345,30.0,0.05110732538330494
llama,opd,80,E_math,14,mlp.gate_proj,0.025,681,300,381,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.02498094275104658,0.025064642107295164,1.9057248953419786e-05,6.464210729516251e-05,1.9057248953419786e-05,9.207925068992525,146.69468945969786,0.1086021000939155,0.404753711410662,0.5796919847370741,0,PASS,704.0,322.0,23.0,0.032670454545454544,22.0,0.06832298136645963
llama,opd,80,E_math,14,mlp.gate_proj,0.05,475,144,331,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.04998460599783233,0.050157029255538985,1.539400216767073e-05,0.00015702925553898184,1.539400216767073e-05,9.207925068992525,146.69468945969786,0.1086021000939155,0.404753711410662,0.5796919847370741,0,PASS,495.0,158.0,20.0,0.04040404040404041,14.0,0.08860759493670886
llama,opd,80,E_math,14,mlp.gate_proj,0.1,286,43,243,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.09973469123685104,0.10013299464133743,0.00026530876314896645,0.000132994641337425,0.000132994641337425,9.207925068992525,146.69468945969786,0.1086021000939155,0.404753711410662,0.5796919847370741,0,PASS,299.0,49.0,13.0,0.043478260869565216,6.0,0.12244897959183673
llama,opd,80,E_math,14,mlp.up_proj,0.01,1072,995,77,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.009978912420532976,0.010016234200237567,2.1087579467024206e-05,1.62342002375665e-05,1.62342002375665e-05,15.080290923602606,247.1923086820832,0.06631171806074847,0.28618845887324706,0.47437162148585155,0,PASS,1095.0,1022.0,23.0,0.021004566210045664,27.0,0.026418786692759294
llama,opd,80,E_math,14,mlp.up_proj,0.025,811,724,87,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.024928568069969088,0.02501190560140806,7.143193003091367e-05,1.1905601408058325e-05,1.1905601408058325e-05,15.080290923602606,247.1923086820832,0.06631171806074847,0.28618845887324706,0.47437162148585155,0,PASS,833.0,751.0,22.0,0.026410564225690276,27.0,0.03595206391478029
llama,opd,80,E_math,14,mlp.up_proj,0.05,598,511,87,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.04998710989856118,0.05014963146058316,1.289010143882413e-05,0.00014963146058315918,1.289010143882413e-05,15.080290923602606,247.1923086820832,0.06631171806074847,0.28618845887324706,0.47437162148585155,0,PASS,619.0,534.0,21.0,0.033925686591276254,23.0,0.04307116104868914
llama,opd,80,E_math,14,mlp.up_proj,0.1,389,308,81,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.09970327787898846,0.10004579327573362,0.00029672212101154727,4.57932757336188e-05,4.57932757336188e-05,15.080290923602606,247.1923086820832,0.06631171806074847,0.28618845887324706,0.47437162148585155,0,PASS,405.0,325.0,16.0,0.03950617283950617,17.0,0.052307692307692305
llama,opd,80,E_math,14,mlp.down_proj,0.01,1169,1140,29,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.009963877155567104,0.01000436528495002,3.6122844432896414e-05,4.365284950019407e-06,4.365284950019407e-06,32.78530971331929,394.44788858474067,0.030501465709617558,0.18744216765806704,0.35339923232129633,0,PASS,1188.0,1162.0,19.0,0.015993265993265993,22.0,0.0189328743545611
llama,opd,80,E_math,14,mlp.down_proj,0.025,923,889,34,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.02491997031940089,0.025006606573953385,8.002968059911061e-05,6.606573953384098e-06,6.606573953384098e-06,32.78530971331929,394.44788858474067,0.030501465709617558,0.18744216765806704,0.35339923232129633,0,PASS,942.0,912.0,19.0,0.020169851380042462,23.0,0.025219298245614034
llama,opd,80,E_math,14,mlp.down_proj,0.05,715,680,35,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.04998268259734395,0.05014551060903215,1.7317402656050196e-05,0.00014551060903214563,1.7317402656050196e-05,32.78530971331929,394.44788858474067,0.030501465709617558,0.18744216765806704,0.35339923232129633,0,PASS,734.0,701.0,19.0,0.025885558583106268,21.0,0.029957203994293864
llama,opd,80,E_math,14,mlp.down_proj,0.1,500,465,35,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_math.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.09995554532605058,0.10027902320878149,4.445467394942337e-05,0.00027902320878148146,4.445467394942337e-05,32.78530971331929,394.44788858474067,0.030501465709617558,0.18744216765806704,0.35339923232129633,0,PASS,517.0,483.0,17.0,0.03288201160541586,18.0,0.037267080745341616
llama,opd,80,E_ood,14,self_attn.q_proj,0.01,1056,590,466,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_ood.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.009999531438208585,0.010024362273104761,4.6856179141546717e-07,2.4362273104761023e-05,4.6856179141546717e-07,7.685492481301083,115.9804578828542,0.13011527920078184,0.4353438214920476,0.6415952363310164,0,PASS,1069.0,603.0,13.0,0.01216089803554724,13.0,0.02155887230514096
llama,opd,80,E_ood,14,self_attn.q_proj,0.025,688,279,409,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_ood.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.02497975309504703,0.025043751020634764,2.024690495297174e-05,4.3751020634762855e-05,2.024690495297174e-05,7.685492481301083,115.9804578828542,0.13011527920078184,0.4353438214920476,0.6415952363310164,0,PASS,699.0,288.0,11.0,0.015736766809728183,9.0,0.03125
llama,opd,80,E_ood,14,self_attn.q_proj,0.05,431,118,313,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_ood.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.04989828726106741,0.050043378618278074,0.00010171273893259253,4.337861827807127e-05,4.337861827807127e-05,7.685492481301083,115.9804578828542,0.13011527920078184,0.4353438214920476,0.6415952363310164,0,PASS,440.0,123.0,9.0,0.020454545454545454,5.0,0.04065040650406504
llama,opd,80,E_ood,14,self_attn.q_proj,0.1,220,40,180,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_ood.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.09978302618492257,0.10017323676191844,0.0002169738150774314,0.0001732367619184383,0.0001732367619184383,7.685492481301083,115.9804578828542,0.13011527920078184,0.4353438214920476,0.6415952363310164,0,PASS,226.0,41.0,6.0,0.02654867256637168,1.0,0.024390243902439025
llama,opd,80,E_ood,14,self_attn.k_proj,0.01,511,324,187,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_ood.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.009966980999087122,0.01002401431361519,3.301900091287786e-05,2.4014313615190394e-05,2.4014313615190394e-05,7.958983167364393,86.10196432492957,0.12564419084343267,0.45857644678265747,0.6816847627835267,0,PASS,519.0,331.0,8.0,0.015414258188824663,7.0,0.021148036253776436
llama,opd,80,E_ood,14,self_attn.k_proj,0.025,346,174,172,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_ood.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.02496200395919311,0.025102835151858058,3.799604080689106e-05,0.00010283515185805642,3.799604080689106e-05,7.958983167364393,86.10196432492957,0.12564419084343267,0.45857644678265747,0.6816847627835267,0,PASS,353.0,178.0,7.0,0.019830028328611898,4.0,0.02247191011235955
llama,opd,80,E_ood,14,self_attn.k_proj,0.05,227,89,138,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_ood.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.04991077682796,0.0502201166176895,8.922317203999969e-05,0.00022011661768949614,8.922317203999969e-05,7.958983167364393,86.10196432492957,0.12564419084343267,0.45857644678265747,0.6816847627835267,0,PASS,233.0,91.0,6.0,0.02575107296137339,2.0,0.02197802197802198
llama,opd,80,E_ood,14,self_attn.k_proj,0.1,127,39,88,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_ood.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.09981454672380846,0.10063177507290413,0.00018545327619154395,0.0006317750729041283,0.00018545327619154395,7.958983167364393,86.10196432492957,0.12564419084343267,0.45857644678265747,0.6816847627835267,0,PASS,131.0,39.0,4.0,0.030534351145038167,0.0,0.0
llama,opd,80,E_ood,14,self_attn.v_proj,0.01,849,840,9,formal_D10_W_t_centered_Sigma_D_t_state_singular_values,/root/autodl-tmp/cycle09_relative_functional_contraction/d10_llama_numeric_parity/formal/profiles/opd/step_080/E_ood.pt,/root/autodl-tmp/cycle09_block3/llama_models/merged/opd/step_080,0.009941815074398942,0.01003736842325109,5.818492560105866e-05,3.7368423251089855e-05,3.7368423251089855e-05,15.867454921764628,325.06684318014345,0.06302207915072429,0.23103306441062169,0.3763234675340767,0,PASS,856.0,848.0,7.0,0.008177570093457943,8.0,0.009433962264150943
