category,label,path,exists,bytes,sha256,notes
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_320/E_ood.L14.main.direction.pt,True,27798127,fc81f16e5982d9dff0df29ad6fe9c48a8037d70e6aecefdf76b3a7953f45755e,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_005/E_general.L14.main.direction.pt,True,27798235,07c1569c5df22419822fddb9f1742b8944a15bd0c20345f9fa1cb58864a1f9c1,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_005/E_if.L14.main.direction.pt,True,27798100,de3bea05fcde91b84ebac500302e93a341273a5889f4d808cef5a01c3f107aae,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_005/E_math.L14.main.direction.pt,True,27798154,81275653ae984e716466532cb136931c4aa2dc93843dfb8e0de16facbf270965,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_005/E_ood.L14.main.direction.pt,True,27798127,7d0b4e8b72c0f4465aac05033ee41e56b9ce604a2f4231602fd1de7d2d245711,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_general.L14.main.direction.pt,True,27798235,c184bab52942305407b1c6f9f6d0a3a329bfa4e100df9d586c6bf0e54ce89fe6,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_if.L14.main.direction.pt,True,27798100,aec84cf22f99d0242650adbf3713ede06ff0ed6f1b650c74b95e9dd6e64238c8,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_math.L14.main.direction.pt,True,27798154,564cb9fad46da25778ea4e4fe7d0c12765cbad9afae2b5c658d14cd8d120dfab,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_ood.L14.main.direction.pt,True,27798127,20aa1368e91794f72749937641886a05fd8af25dd99c1bd09c5d34f9d7e9f49d,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_general.L14.main.direction.pt,True,27798235,59d627347e2ba04c9f00397893324af55889a89a913894906d2a15059785e594,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_if.L14.main.direction.pt,True,27798100,bd5a90300d5e77dfbd119aa20311f33b4ec7710e4a6f995abe8b34252136ab20,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_math.L14.main.direction.pt,True,27798154,a2fd0b4327bdc087cb912c06f849187dd8426edbd811160f249ff90a25d0cd64,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_ood.L14.main.direction.pt,True,27798127,4e1a3f79bdd199381c8b7b2ca242a816fdcb24b4f7315eb591bbf5400e207c20,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_general.L14.main.direction.pt,True,27798235,b16417068f930be4c1e529418d0ee8e34cc21c70589fb74597464ac8e3f1568a,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_if.L14.main.direction.pt,True,27798100,a0e7c788358d1a08380c8e9c0f1faea56d74758375cbc3f4d4a8ed4462ffec12,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_math.L14.main.direction.pt,True,27798154,a8cf4cfcc139f40e8a2e73e812df1e76410860acee4985c8ea0493922421d6c2,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_ood.L14.main.direction.pt,True,27798127,d9e7ae0aaceffb176dd0150ef0395ccd925f346e21c595a436ce4c35ee9856c5,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_160/E_general.L14.main.direction.pt,True,27798235,3d7b12d36f25ef9543bd436575ae80eb7b42058ecd09c679fd79f439b85f30e3,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_160/E_if.L14.main.direction.pt,True,27798100,6c747d4fa42fa2050db58a81441c4c04bbf66fd5b94436fbebb2eaf7e8928300,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_160/E_math.L14.main.direction.pt,True,27798154,c9693ede867b1976d060f7d4659920cd99b556f28f2467a0f6d50756ec68182d,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_160/E_ood.L14.main.direction.pt,True,27798127,a52468a10d369d34a13fb4456eb4c7c21710361c9c8dbbbb690b500a5721269f,Stage4 direction.pt
direction_spectrum,E_general.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_320/E_general.L14.main.direction.pt,True,27798235,6e93335dd8380b386ff9c17ee0abfa79f13354258f0001ebbe9d72c2f23b6b41,Stage4 direction.pt
direction_spectrum,E_if.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_320/E_if.L14.main.direction.pt,True,27798100,3d815e78722d441426868762940c618a6f2f9eb15131bcb980cd83ac3b0dab06,Stage4 direction.pt
direction_spectrum,E_math.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_320/E_math.L14.main.direction.pt,True,27798154,f8097d057d4f4f8956ce3b4d9b29cb0a3e286bcdfe47e79427a5bf79d2c92127,Stage4 direction.pt
direction_spectrum,E_ood.L14.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_320/E_ood.L14.main.direction.pt,True,27798127,5b5251d80bd59c9442ac02242901c9a191e3b77fb02a5c53718fda74da126573,Stage4 direction.pt
direction_spectrum,E_general.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/base/step_000/E_general.L18.main.direction.pt,True,29371099,40bddbff6aac91079342017625063153ea51055f590c743024c38a0ae269c192,Stage4 direction.pt
direction_spectrum,E_if.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/base/step_000/E_if.L18.main.direction.pt,True,29370964,5f088d262b900f9a6fff1e34a6f2282e083aeaa6b1016ba070e037e3a1f4cc89,Stage4 direction.pt
direction_spectrum,E_math.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/base/step_000/E_math.L18.main.direction.pt,True,29371018,6b24fcb5e88ef28bb928175bf4a503b55314d42486511be7f62511c7261527a4,Stage4 direction.pt
direction_spectrum,E_ood.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/base/step_000/E_ood.L18.main.direction.pt,True,29370991,5c38e68f7e55729201b95d61dbbb641ab5e744800365ca837b98a500a9328e43,Stage4 direction.pt
direction_spectrum,E_general.L18.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_005/E_general.L18.main.centered.direction.pt,True,29371342,19ed676039c6da82d6ad4c6eb0e4257c015b083cb4a0d3d4e81d6a8024f6effe,Stage4 direction.pt
direction_spectrum,E_general.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_005/E_general.L18.main.direction.pt,True,29371099,1c8d671a10b8b4c6c6c46e42c31c4ca5f3eae74ee7bbdfde0f8067fe1f3f9284,Stage4 direction.pt
direction_spectrum,E_if.L18.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_005/E_if.L18.main.centered.direction.pt,True,29371207,050ccc1f08457f963c61341c006326e1891a622b594895c64688c7b4e4102f4d,Stage4 direction.pt
direction_spectrum,E_if.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_005/E_if.L18.main.direction.pt,True,29370964,c31d4e807f3637b0da729152fe957edddf3c7d08d04bf495242e0dbc22d52803,Stage4 direction.pt
direction_spectrum,E_math.L18.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_005/E_math.L18.main.centered.direction.pt,True,29371261,680baa1ba39f802a35a3f904bafbda67a5456d501f34c2aea837bea8b93588bc,Stage4 direction.pt
direction_spectrum,E_math.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_005/E_math.L18.main.direction.pt,True,29371018,81e19fb13f8881fc77168e8c8d44cc651c4cf992e6af2864edbdcacff43fa920,Stage4 direction.pt
direction_spectrum,E_ood.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_005/E_ood.L18.main.direction.pt,True,29370991,de2da976bf0eaeba41a675a0f721b24c4dcce681776c96cf5548baa21f5dfd26,Stage4 direction.pt
direction_spectrum,E_general.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_010/E_general.L18.main.direction.pt,True,29371099,9d03efb66dd04abe60422146706dfa82af73b4302dfebddcc9d68620dc2ba715,Stage4 direction.pt
direction_spectrum,E_if.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_010/E_if.L18.main.direction.pt,True,29370964,5bf0f390c532eab8131a3fbd09577121f158f3a92b7ea5e71c59809055bdd3a1,Stage4 direction.pt
direction_spectrum,E_math.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_010/E_math.L18.main.direction.pt,True,29371018,bc5549d81b6ea0088ed821593672e76ddf4ed63225ead41f1e34d95b0d9d0010,Stage4 direction.pt
direction_spectrum,E_ood.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_010/E_ood.L18.main.direction.pt,True,29370991,62f721c081ac39a5929b266492144257fdb4c796fc993238732c1ef67b9f916d,Stage4 direction.pt
direction_spectrum,E_general.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_020/E_general.L18.main.direction.pt,True,29371099,5b1a9a23cf65c7c818a122832aedea3945ef73cf3ccd154d095843bf54c18a45,Stage4 direction.pt
direction_spectrum,E_if.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_020/E_if.L18.main.direction.pt,True,29370964,030ae39fdd5b04acd5fb06a01b813403bf2307534d369ede70e7869e1812e879,Stage4 direction.pt
direction_spectrum,E_math.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_020/E_math.L18.main.direction.pt,True,29371018,315f71d862ec97fdf20c4d9c1dad53cc8cdeffe1e5bf907d0bd78e63e8806738,Stage4 direction.pt
direction_spectrum,E_ood.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_020/E_ood.L18.main.direction.pt,True,29370991,117da86fe713c76d5fac8c7c4d792ad3321f03ebeb108b09ae4a6f1bdcfba89d,Stage4 direction.pt
direction_spectrum,E_general.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_040/E_general.L18.main.direction.pt,True,29371099,3e4ec9805892009451b3b919c3069389e57c79ce6a542ef1452869fd4a14cccd,Stage4 direction.pt
direction_spectrum,E_if.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_040/E_if.L18.main.direction.pt,True,29370964,d04108801a9b117bfd96875dc0e333d1d25a1b8e22b2a0cdcf3f4ee3e6eb93b2,Stage4 direction.pt
direction_spectrum,E_math.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_040/E_math.L18.main.direction.pt,True,29371018,1e757d3f2f86ce3979204f8028e84ce5a960a6e33ec2bc7dcfdeaf9ddb889567,Stage4 direction.pt
direction_spectrum,E_ood.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_040/E_ood.L18.main.direction.pt,True,29370991,764b0d078d1bc098fae094273627985a176988a50dad2805da71f2df9904b341,Stage4 direction.pt
direction_spectrum,E_general.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_080/E_general.L18.main.direction.pt,True,29371099,d8fae6e375cb366802ab73207c0be2b14d7295fb0d115406f5718a86bf7205e7,Stage4 direction.pt
direction_spectrum,E_if.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_080/E_if.L18.main.direction.pt,True,29370964,85dbace19bc75511bfc40bd22b6f4f8a46018cab936e59662535f92d7708692f,Stage4 direction.pt
direction_spectrum,E_math.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_080/E_math.L18.main.direction.pt,True,29371018,45c5f08905a5ae73f044102e0076596badbee12fe303a1c762f70e376b942215,Stage4 direction.pt
direction_spectrum,E_ood.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_080/E_ood.L18.main.direction.pt,True,29370991,db2a351623bc69b14ad7892f7fe12194f7deac3e2658569aa307b82f162f9b54,Stage4 direction.pt
direction_spectrum,E_general.L18.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_160/E_general.L18.main.centered.direction.pt,True,29371342,1fd086671afa33f2c6718f378a5fe753c122c8c3e2bf603e58f54751acfd6cd2,Stage4 direction.pt
direction_spectrum,E_general.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_160/E_general.L18.main.direction.pt,True,29371099,0ad7990321bcb7bbab31d2f3e1fd6644a8a942389858b40ed3341c162ab2e6fb,Stage4 direction.pt
direction_spectrum,E_if.L18.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_160/E_if.L18.main.centered.direction.pt,True,29371207,72b2c4c3ab0846f6add47877e5aab3b5ac2a64c5ffe33a9e23f224a248481a3e,Stage4 direction.pt
direction_spectrum,E_if.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_160/E_if.L18.main.direction.pt,True,29370964,27fb2ec42b50674c50d803806145e54bf87f285ac9f7335716e05eeb634d947d,Stage4 direction.pt
direction_spectrum,E_math.L18.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_160/E_math.L18.main.centered.direction.pt,True,29371261,dd3ad9afc6a9e423babf6e076ab5dce3d43b2e1f7650620a87ceac8963b3df40,Stage4 direction.pt
direction_spectrum,E_math.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_160/E_math.L18.main.direction.pt,True,29371018,e08d20f5496cbde2c9fa7a4378625abfc1242f1e841a8683444c9bfa365b4a65,Stage4 direction.pt
direction_spectrum,E_ood.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_160/E_ood.L18.main.direction.pt,True,29370991,8d01dd0c3fcb6e1e7b828cd9037050cb4d9309f270f24e0a500019d1c4920ec9,Stage4 direction.pt
direction_spectrum,E_general.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_320/E_general.L18.main.direction.pt,True,29371099,5094a6c2b81c44da41e02d51fb2929bfcbbb3d36aaa386668eb2ea13a6b4024e,Stage4 direction.pt
direction_spectrum,E_if.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_320/E_if.L18.main.direction.pt,True,29370964,ef8409a3a656fd30cd336a2a5a3f31279932d71e20fdbb5c97174bc90d5f15a3,Stage4 direction.pt
direction_spectrum,E_math.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_320/E_math.L18.main.direction.pt,True,29371018,0747058878f59d2e5966b1f1cdebf0e3cd83cd69c9aeb32e6ef862548f77ca6b,Stage4 direction.pt
direction_spectrum,E_ood.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_320/E_ood.L18.main.direction.pt,True,29370991,d51c534476e6f8cf66a5c3d474fc34e7f8727babac233b024136256274087b48,Stage4 direction.pt
direction_spectrum,E_general.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_480/E_general.L18.main.direction.pt,True,29371099,8568211a38c4bdedee416d983693290db77421e2324fa18d33edfcd179cc861f,Stage4 direction.pt
direction_spectrum,E_if.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_480/E_if.L18.main.direction.pt,True,29370964,fc9d97349c07387df0fb65c5d7513facae73a5cbc202b182fa15d26c391518a2,Stage4 direction.pt
direction_spectrum,E_math.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_480/E_math.L18.main.direction.pt,True,29371018,f13cf70019109cb8a0be88404229be75e7cc7080b57ae1e8b70bdf54d50a4fe7,Stage4 direction.pt
direction_spectrum,E_ood.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_480/E_ood.L18.main.direction.pt,True,29370991,ae33b838cafccd1dec0202f1069bc88f09437d82999ab020832f055e39c957cd,Stage4 direction.pt
direction_spectrum,E_general.L18.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_624/E_general.L18.main.centered.direction.pt,True,29371342,a42bce5e69841ffc9010c67fdffece96aec358d4b489bc2f4eca3b3e74d0fe14,Stage4 direction.pt
direction_spectrum,E_general.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_624/E_general.L18.main.direction.pt,True,29371099,14785ba5fe9be8e4811abf89417a42115efdda3ed1e16d69447d64b130f6b716,Stage4 direction.pt
direction_spectrum,E_if.L18.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_624/E_if.L18.main.centered.direction.pt,True,29371207,7f9fdf892f2a1381fe9feb9b476fbfb576efb8b95697f71c289b3b1d635c6827,Stage4 direction.pt
direction_spectrum,E_if.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_624/E_if.L18.main.direction.pt,True,29370964,fc0b6d3679fc5d44e3214cdccc309de29905f99a4437c72829f75222d441ba9a,Stage4 direction.pt
direction_spectrum,E_math.L18.main.centered.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_624/E_math.L18.main.centered.direction.pt,True,29371261,fde8e6c1818f90add0f9989d828b14a8523f67730f9a04771b2071730aa8b06d,Stage4 direction.pt
direction_spectrum,E_math.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_624/E_math.L18.main.direction.pt,True,29371018,2cd0f521e0a3dbaf6add631a80bd28934ec84fbb2d9024146cf3cb06c24eb940,Stage4 direction.pt
direction_spectrum,E_ood.L18.main.direction.pt,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/qwen/opd/step_624/E_ood.L18.main.direction.pt,True,29370991,1987626ea57f6b26d9f86265970ce32538afcd649bbecbf67ebbedae03ddcad0,Stage4 direction.pt
top32,model2_llama,/root/autodl-tmp/cycle09_block2/model2_llama/rollout/teacher_top32_logprob.npz,True,3857934056,SKIPPED_SIZE_3857934056,raw_logprob_manifest=True; 
top32,offkd,/root/autodl-tmp/cycle09_offkd/rollout/teacher_top32_logprob.npz,True,8828655896,SKIPPED_SIZE_8828655896,raw_logprob_manifest=True; 
top32,alpha05_frozen_external,/root/autodl-tmp/cycle09_block3/qwen_alpha05/frozen_external/top32_logprob.npy,True,4414287616,SKIPPED_SIZE_4414287616,raw_logprob_manifest=False; manifest does not prove raw full-vocab teacher log probabilities
top32,frozen_self,/root/autodl-tmp/cycle09_stage3_followup/H5_frozen_self/frozen_store/top32_logprob.npy,True,5285519872,SKIPPED_SIZE_5285519872,raw_logprob_manifest=True; 
raw_activation,llama_early_raw_representation_suite.csv,/root/autodl-tmp/cycle09_block3/llama_geometry/llama_early_raw_representation_suite.csv,True,71581,f2fd1a2cfce1c0b56907de586caf143a1fba35aa15aaecfb55a572c23ea9a8d3,
raw_activation,llama_early_320_raw_representation_suite.csv,/root/autodl-tmp/cycle09_block3/llama_geometry/llama_early_320_raw_representation_suite.csv,True,71581,f2fd1a2cfce1c0b56907de586caf143a1fba35aa15aaecfb55a572c23ea9a8d3,
raw_activation,llama_opd_early_raw_representation_suite.csv,/root/autodl-tmp/cycle09_block3/llama_geometry/llama_opd_early_raw_representation_suite.csv,True,20972,ec487280641fc4699ad11111c9653c6b55c7c5435bec7d9555c99cda58bbaf3a,
raw_activation,llama_frozen_self_raw_representation_suite.csv,/root/autodl-tmp/cycle09_stage3_followup/H5_frozen_self/geometry/llama_frozen_self_raw_representation_suite.csv,True,21665,46a6b994d483a57157cb271111dc9548109cbaa862f7235ae1d49389746f566b,
raw_activation,landmark_raw_representation.csv,/root/autodl-tmp/cycle09_stage3_followup/H5_frozen_self/landmark_raw_representation.csv,True,21665,46a6b994d483a57157cb271111dc9548109cbaa862f7235ae1d49389746f566b,
raw_activation,C2_raw_er_bootstrap.csv,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/C2_raw_er_bootstrap.csv,True,5198,17306e37c991c0cf4b28f1cdd01ea3471c59aefafa76772fd825b801d6d9f888,
raw_activation,C2_raw_er_transient_structure.csv,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/C2_raw_er_transient_structure.csv,True,878,3a4aacfd812113beeb5c833ffe8208d638068b53ad419f6a54dff5e34e30577a,
raw_activation,R5_raw_er_fixed.csv,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/R5_raw_er_fixed.csv,True,39893,23acff7774a26173ad10bf9779dd2d823029de41bfa3f41bceea887f2e755f3c,
raw_activation,R5_raw_er_fixed_ckpt.csv,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/R5_raw_er_fixed_ckpt.csv,True,90577,87882ed4cb419a0ae06a70c2edbffcc389b4f9698f5a50f168aac636f628f3f0,
rollout_text,teacher_rollout.jsonl,/root/autodl-tmp/cycle09_block2/model2_llama/rollout/teacher_rollout.jsonl,True,128124130,SKIPPED_SIZE_128124130,
rollout_text,teacher_rollout.jsonl,/root/autodl-tmp/cycle09_offkd/rollout/teacher_rollout.jsonl,True,283304539,SKIPPED_SIZE_283304539,
rollout_text,teacher_rollout.jsonl,/root/autodl-tmp/cycle09_stage3_followup/H5_frozen_self/rollout/teacher_rollout.jsonl,True,450342440,SKIPPED_SIZE_450342440,
rollout_text,opd_step0_reconstructed_rollout.jsonl,/root/autodl-tmp/cycle09_s1/s1_5_opd_rollout/opd_step0_reconstructed_rollout.jsonl,True,8739741,9ea2b1342c23305045f717539920acd009e35bd2f2b29cd3369af8d34d23392c,
